id,author,filename,dateexecuted,orderexecuted,exectype,md5sum,description,comments,tag,liquibase,contexts,labels,deployment_id
1414872417007-9,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.169091,9,EXECUTED,9:4e882f95194b32ed19be40bc1c5d81db,createTable tableName=application_view,"",,5.0.1,,,8446037746
fix-ministry-risk-evolution-1.39-003,intelligence-operative,db-changelog-1.39.xml,2026-01-15 04:00:43.706868,425,EXECUTED,9:e8ee5d2c422b306e4e36882237f5a21b,dropView viewName=view_ministry_risk_evolution; createView viewName=view_ministry_risk_evolution,"Fix view_ministry_risk_evolution to return actual ministry data
        
        Root Cause: Same as view_ministry_effectiveness_trends - view filtered by 
        LOWER(org_code) LIKE '%departement%' but actual ministry org_codes are short 
     ...",,5.0.1,,,8446037746
1414872417007-167,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.616193,167,EXECUTED,9:f9d7c86e3c465fe6034392bcaa0261a8,"addForeignKeyConstraint baseTableName=application_view, constraintName=fk_9x5havflf3rdfkaw1hangbemd, referencedTableName=quality_assurance_content","",,5.0.1,,,8446037746
1.61-comment-party-summary,copilot,db-changelog-1.61.xml,2026-01-24 15:25:45.183631,539,EXECUTED,9:a7e687cfd143f6402e0a3357352fd7d9,sql,"",,5.0.1,,,9264743943
1414872417007-262,pether,db-changelog-1.5.xml,2026-01-15 04:00:41.556959,262,EXECUTED,9:943858a57243b94eab7e4150c2fcd36b,dropView viewName=view_worldbank_indicator_data_country_summary; createView viewName=view_worldbank_indicator_data_country_summary,"",,5.0.1,,,8446037746
1414872417007-241,pether,db-changelog-1.2.xml,2026-01-15 04:00:41.27006,241,EXECUTED,9:76d4f14c8fcd7a22ede9b78231ff916b,createView viewName=view_riksdagen_vote_data_ballot_summary,"",,5.0.1,,,8446037746
1.67-idx-vote-data-ballot-temporal,performance-engineer,db-changelog-1.67.xml,2026-01-24 15:25:45.461871,609,EXECUTED,9:500d24eaa3dcd86ce1ff79d9913d88f2,"createIndex indexName=idx_vote_data_ballot_temporal, tableName=vote_data","Ballot-centric temporal index for detailed electoral forecasting.
        
        Supports: Ballot-level analysis and detailed voting patterns
        Query Optimization: Per-ballot temporal analysis
        Expected Impact: 35%+ improvement in b...",,5.0.1,,,9264743943
1414872417007-291,pether,db-changelog-1.11.xml,2026-01-15 04:00:41.913015,291,EXECUTED,9:96a236431ea32c987c4572cb54e71c19,"renameTable newTableName=QRTZ_BLOB_TRIGGERS, oldTableName=QRTZ_bytea_TRIGGERS","",,5.0.1,,,8446037746
1414872417007-200,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.904036,200,EXECUTED,9:538e5077d44dd97071f9d407ac8812d0,"addForeignKeyConstraint baseTableName=application_view, constraintName=fk_x8sbg6y7h0vavmun6i7h8oae, referencedTableName=operational_information_cont_0","",,5.0.1,,,8446037746
1414872417007-179,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.727076,179,EXECUTED,9:de72bc11dc8b5b4e708484799424e2f3,"addForeignKeyConstraint baseTableName=document_status_container, constraintName=fk_jjcxsqmdnjw0nbwducjyecdg4, referencedTableName=document_data","",,5.0.1,,,8446037746
1414872417007-176,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.699653,176,EXECUTED,9:2829a37686f398cbd8bde3720b9ffbcb,"addForeignKeyConstraint baseTableName=sweden_municipality_data, constraintName=fk_gykahsnks6y9v8y5novlxagnf, referencedTableName=sweden_county_data","",,5.0.1,,,8446037746
verify-ministry-dependencies-1.32-005,intelligence-analyst,db-changelog-1.32.xml,2026-01-15 04:00:43.33061,376,EXECUTED,9:344f3666045ec90f277df19c3812110c,sql,"Verify Ministry View Dependencies
        
        The 3 ministry views created in v1.31 depend on:
        1. assignment_data table with assignment_type = 'Departement'
        2. view_riksdagen_politician_document materialized view
        3. Ma...",,5.0.1,,,8446037746
1.60-validation,intelligence-operative,db-changelog-1.60.xml,2026-01-21 00:44:39.666048,523,EXECUTED,9:2bf4ec20cf9e261ff6ea0984d62ed157,sql,"Validate that all 3 election year analysis views were created successfully
        with comprehensive annual comparison and anomaly detection capabilities.",,5.0.1,,,8952677820
1414872417007-139,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.363814,139,EXECUTED,9:05fc213ff95f0bacb5db6c1d213eb41a,"addPrimaryKey constraintName=sweden_political_party_pkey, tableName=sweden_political_party","",,5.0.1,,,8446037746
1.63-018-idx-doc-attachment-list-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.294373,566,EXECUTED,9:65b6577136fc8a89eb97cd21f75e9436,"createIndex indexName=idx_doc_attachment_list_fk, tableName=document_attachment","Create index on document_attachment.document_attachment_list_doc_0 foreign key.
        Improves JOIN performance with document_attachment_list table.",,5.0.1,,,9264743943
1414872417007-271,pether (generated),db-changelog-1.6.xml,2026-01-15 04:00:41.713972,271,EXECUTED,9:522e0502d2a4e5e8cebfbe7c193cdf24,addColumn tableName=application_session,"",,5.0.1,,,8446037746
1414872417007-118,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.181388,118,EXECUTED,9:1ab775e2f146e761344cdb951894eae3,"addPrimaryKey constraintName=person_assignment_element_pkey, tableName=person_assignment_element","",,5.0.1,,,8446037746
1414872417007-65,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.71532,65,EXECUTED,9:08c4da69bcd3b32d1f3f73121e4cf374,createTable tableName=sweden_parliament_electoral__1,"",,5.0.1,,,8446037746
1414872417007-251,pether,db-changelog-1.3.xml,2026-01-15 04:00:41.415951,251,EXECUTED,9:ef6bbe1d06a5478a5c33db26bfd794f1,dropView viewName=view_riksdagen_vote_data_ballot_politician_summary_weekly; dropView viewName=view_riksdagen_vote_data_ballot_politician_summary_monthly; dropView viewName=view_riksdagen_vote_data_ballot_politician_summary_annual; dropView viewNa...,"",,5.0.1,,,8446037746
1.69-002-01-index-influence_person,performance-engineer,db-changelog-1.69.xml,2026-01-24 15:25:45.50725,620,EXECUTED,9:8b7439d7063cdad422458e2180c385af,"createIndex indexName=idx_influence_person, tableName=view_riksdagen_politician_influence_metrics",Create index idx_influence_person on view_riksdagen_politician_influence_metrics for query optimization,,5.0.1,,,9264743943
1.61-create-coalition-evolution,copilot,db-changelog-1.61.xml,2026-01-24 15:25:45.198829,542,EXECUTED,9:30bb0bc64268f995c4afb2a882bc9e62,createView viewName=view_riksdagen_party_coalition_evolution,"Recreate view_riksdagen_party_coalition_evolution (originally from v1.53)
        
        JPA Entity: ViewRiksdagenPartyCoalitionEvolution
        Primary Key: Composite (party_a, party_b, election_cycle_id)
        Columns: 35 total (alliance KP...",,5.0.1,,,9264743943
1414872417007-143,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.397266,143,EXECUTED,9:af73822f902ba605fc64ad455d4719d9,"addPrimaryKey constraintName=user_account_address_pkey, tableName=user_account_address","",,5.0.1,,,8446037746
1414872417007-74,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.799401,74,EXECUTED,9:aa5adf76544d09e8999dabd5bba4718d,createTable tableName=world_bank_data,"",,5.0.1,,,8446037746
1.66-idx-politician-doc-summary,performance-engineer,db-changelog-1.66.xml,2026-01-24 15:25:45.410601,596,EXECUTED,9:17e7b555073d436f63a535fa450c7d1c,"createIndex indexName=idx_politician_doc_summary_person_id, tableName=view_riksdagen_politician_document_summary","Index on materialized view for party member queries (after population).
        
        Supports: view_riksdagen_party_member queries
        Expected Impact: 50-80% improvement in party member queries
        
        Prerequisite: Materialized ...",,5.0.1,,,9264743943
1414872417007-237,pether,db-changelog-1.2.xml,2026-01-15 04:00:41.226146,237,EXECUTED,9:2b9a267cae0600616bd0fab522c2210b,dropView viewName=view_riksdagen_goverment_role_member; createView viewName=view_riksdagen_goverment_role_member; dropView viewName=view_riksdagen_committee_role_member; createView viewName=view_riksdagen_committee_role_member; createView viewName...,"",,5.0.1,,,8446037746
1414872417007-124,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.233526,124,EXECUTED,9:2cad1510173ec69b6b8cb232a97eab9b,"addPrimaryKey constraintName=person_element_pkey, tableName=person_element","",,5.0.1,,,8446037746
longevity-analysis-1.56-003,intelligence-operative,db-changelog-1.56.xml,2026-01-21 00:44:39.428724,499,EXECUTED,9:2cca784ebb22c73f83c9efe82fa05b0c,sqlFile path=view_riksdagen_politician_longevity_analysis_v1.56.sql,"Create view_riksdagen_politician_longevity_analysis to measure politician career
        duration and engagement levels. Calculates total career years, election cycles active,
        activity intensity (votes/assignments per year), and career con...",,5.0.1,,,8952677820
1.63-019-idx-doc-detail-list-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.298117,567,EXECUTED,9:2228eb5055459659ac51a010cc73ffc3,"createIndex indexName=idx_doc_detail_list_fk, tableName=document_detail_data","Create index on document_detail_data.document_detail_list_documen_0 foreign key.
        Improves JOIN performance with document_detail_list table.",,5.0.1,,,9264743943
1414872417007-220,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.061244,220,EXECUTED,9:2989f55d70d91a3b877bdc4fbde2bcc7,dropView viewName=view_riksdagen_goverment_roles; createView viewName=view_riksdagen_goverment_roles; dropView viewName=view_riksdagen_committee_roles; createView viewName=view_riksdagen_committee_roles,"",,5.0.1,,,8446037746
1414872417007-85,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.897691,85,EXECUTED,9:ee126e8d0870490635cafe2ce677b999,"addPrimaryKey constraintName=committee_document_data_pkey, tableName=committee_document_data","",,5.0.1,,,8446037746
1414872417007-10,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.181264,10,EXECUTED,9:8310007bdad3e542147e9f0c9e6280b2,createTable tableName=assignment_data,"",,5.0.1,,,8446037746
fix-risk-score-evolution-1.33-004,intelligence-analyst,db-changelog-1.33.xml,2026-01-15 04:00:43.383667,382,EXECUTED,9:af3c81ce2158677248721986f3adb9c9,dropView viewName=view_risk_score_evolution; createView viewName=view_risk_score_evolution,"Fix view_risk_score_evolution to return data
        
        Root Cause: The view requires data from view_riksdagen_vote_data_ballot_politician_summary_daily
        within a 3-year window, which may not always have recent data if materialized vi...",,5.0.1,,,8446037746
1414872417007-177,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.707322,177,EXECUTED,9:74506407fb2de37ce7110ed9e6e84899,"addForeignKeyConstraint baseTableName=committee_proposal_data, constraintName=fk_hs04ji7kqvwd7313ryp20vo0x, referencedTableName=committee_proposal_container","",,5.0.1,,,8446037746
fix-swedish-status-voting-anomaly-1.47-004,intelligence-operative,db-changelog-1.47.xml,2026-01-15 04:00:43.934785,449,EXECUTED,9:8b18eec250b4170521adea8d2326f670,sql; createView viewName=view_riksdagen_voting_anomaly_detection,"Fix view_riksdagen_voting_anomaly_detection to use Swedish status values
        
        Root Cause: View filtered on status IN ('active', 'Active', 'ACTIVE')
        but actual data uses Swedish values
        
        Solution: Filter on Swedis...",,5.0.1,,,8446037746
1.69-003-01-index-effectiveness_party_period,performance-engineer,db-changelog-1.69.xml,2026-01-24 15:25:45.519476,623,EXECUTED,9:203d0084c65c844bc16b20e649cef5df,"createIndex indexName=idx_effectiveness_party_period, tableName=view_party_effectiveness_trends",Create index idx_effectiveness_party_period on view_party_effectiveness_trends for query optimization,,5.0.1,,,9264743943
fix-goverment-proposals-1.32-004,intelligence-analyst,db-changelog-1.32.xml,2026-01-15 04:00:43.326157,375,EXECUTED,9:c881ba745964943eb175bc0ff9c55520,dropView viewName=view_riksdagen_goverment_proposals; createView viewName=view_riksdagen_goverment_proposals,"Fix view_riksdagen_goverment_proposals to return data
        
        Root Cause: The view filters by document_type = 'PROP' (uppercase), but
        the actual data in document_data may use different case variations:
        - 'prop' (lowercase)...",,5.0.1,,,8446037746
1.68-002-document-materialized-view-population,stack-specialist,db-changelog-1.68.xml,2026-01-24 15:25:45.478313,613,EXECUTED,9:29b7952f3dbe29b1b6a3b60a14405ce2,sql,"Document materialized view population requirements.
        
        This changeset serves as documentation for the operational task of populating
        materialized views. The actual REFRESH commands must be executed outside of
        Liquibas...",,5.0.1,,,9264743943
1414872417007-172,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.660869,172,EXECUTED,9:e8560158fc903b2b52877dcc82cadbed,"addForeignKeyConstraint baseTableName=world_bank_data, constraintName=fk_e0yghurnnhmkahpt7ydf008fo, referencedTableName=data_element","",,5.0.1,,,8446037746
1414872417007-270,pether (generated),db-changelog-1.6.xml,2026-01-15 04:00:41.707194,270,EXECUTED,9:b415b0a981b9dfb061d94504b19b0878,addColumn tableName=user_account,"",,5.0.1,,,8446037746
672321-view_riksdagen_politician_experience_summary-update3,pethers,db-changelog-1.28.xml,2026-01-15 04:00:42.854655,349,EXECUTED,9:f2a8bbfb00ed3f67696a7bcca3d50c70,dropView viewName=view_riksdagen_politician_experience_summary; createView viewName=view_riksdagen_politician_experience_summary,"",,5.0.1,,,8446037746
add-grouped-role-tracking-1.46-001,intelligence-operative,db-changelog-1.46.xml,2026-01-15 04:00:43.892993,445,EXECUTED,9:24893749a205bdb277ad61e924927289,sqlFile path=view_riksdagen_politician_v1.46.sql,"Add grouped committee leadership role tracking to view_riksdagen_politician.
        Adds 12 new columns organized into 6 role categories (total + current for each):
        - Committee Chair (Ordförande only, committee context)
        - Committe...",,5.0.1,,,8446037746
1414872417007-152,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.482628,152,EXECUTED,9:5666684899b4932d7a7c5f10650b1504,"addForeignKeyConstraint baseTableName=sweden_county_electoral_regi_1, constraintName=fk_4y4vi3cafmbdhvckntfn7qdps, referencedTableName=sweden_county_electoral_regi_0","",,5.0.1,,,8446037746
verify-ministry-risk-evolution-1.43-002,intelligence-operative,db-changelog-1.43.xml,2026-01-15 04:00:43.826229,440,EXECUTED,9:4db518cdbee1433304f8c27a4015d93c,sql,"Post-flight verification for view_ministry_risk_evolution
        
        Checks:
        1. View exists and can be queried
        2. View returns rows when ministry assignments exist
        3. Reports row count for validation",,5.0.1,,,8446037746
1416258476613-215,pether (generated),db-changelog-1.1.xml,2026-01-15 04:00:41.017652,215,EXECUTED,9:bc8c5511c4210514433a23a9802a16ea,"addForeignKeyConstraint baseTableName=document_proposal_container, constraintName=fk_m55tt4vaimgb5qk7xj9mgxmry, referencedTableName=document_proposal_data","",,5.0.1,,,8446037746
1.61-intro,copilot,db-changelog-1.61.xml,2026-01-24 15:25:45.171475,536,EXECUTED,9:a17b84034c30ec69157f773a97d0fe8d,sql,"Database Changelog v1.61 - Recreate Party Longitudinal Analysis Views
        
        CRITICAL FIX: Recreates 4 views that were dropped in v1.53/v1.6 but never recreated.
        These views have JPA entities mapped in persistence.xml, causing ap...",,5.0.1,,,9264743943
1414872417007-290,pether,db-changelog-1.10.xml,2026-01-15 04:00:41.906022,290,EXECUTED,9:3477a6ab16abd3502429f252c6f2c21a,dropView viewName=view_riksdagen_party; dropView viewName=view_riksdagen_party_summary; dropView viewName=view_riksdagen_politician; dropView viewName=view_riksdagen_party_member; createView viewName=view_riksdagen_party_member; createView viewNam...,"",,5.0.1,,,8446037746
fix-crisis-resilience-1.38-002,intelligence-operative,db-changelog-1.38.xml,2026-01-15 04:00:43.638217,418,EXECUTED,9:0f94269ccd9de3e53cbebdcff429df4e,dropView viewName=view_riksdagen_crisis_resilience_indicators; createView viewName=view_riksdagen_crisis_resilience_indicators,"Fix view_riksdagen_crisis_resilience_indicators with expanded date range
        
        Root Cause: 2-year date filter is too restrictive for detecting crisis patterns.
        Similar to coalition alignment view issue (fixed in 1.37).
        
...",,5.0.1,,,8446037746
rebalance-thresholds-risk-score-evolution-1.49-001,intelligence-operative,db-changelog-1.49.xml,2026-01-15 04:00:43.997168,455,EXECUTED,9:00807277e56d501693ff08ed9f6a55ee,sql; createView viewName=view_risk_score_evolution,"Rebalance view_risk_score_evolution thresholds to match v1.48 changes
        
        Changes:
        - CRITICAL: ≥65 (down from ≥70)
        - HIGH: ≥45 (down from ≥50) 
        - MODERATE: ≥25 (down from ≥30)
        - LOW: <25 (down from <30)...",,5.0.1,,,8446037746
