id,committee_report_url_xml,created_date,document_format,document_status_url_xml,document_type,document_url_html,document_url_text,hit,kall_id,label,made_public_date,number_value,org,related_id,rm,status,sub_title,sub_type,system_date,temp_label,title,dokument_document_container__0,domain_org,database_source,origin,lang,summary,note,note_title,debate_name,document_name,doc_type
h319nu9p9,,2016-02-10,"",,votering,//data.riksdagen.se/dokument/H319NU9p9.html,//data.riksdagen.se/dokument/H319NU9p9.text,134,AA5F6A23-E641-40DE-8D49-B2792A908808,NU9,2016-04-15 16:38:00,9,NU,"",2015/16,"",Handelspolitik,huvudvotering,2016-04-15 16:38:00,9,"Votering: betänkande 2015/16:NU9 Handelspolitik, förslagspunkt 9",,rdwebb,dokument,RIM-vot,"","Votering: betänkande 2015/16:NU9 Handelspolitik, förslagspunkt 9
 Handelspolitik
 Datum: 2016-02-10  Omröstning i sakfrågan
 Utskottets förslag mot reservation 12 SD Parti
 Ja
 Nej
 Avstående
 Frånvarande
 S
 96
 0
 0
 17
 M
 73
 0
 0
 11
 SD
 0
 44
 0
 4
 MP
 24
 0
 0
 1
 C
 18
 0
 0
 4
 V
 16
 0
 0
 5
 L
 12
 0
 0
 7
","Votering: betänkande 2015/16:NU9 Handelspolitik, förslagspunkt 9
 Handelspolitik
 Datum: 2016-02-10  Omröstning i sakfrågan
 Utskottets förslag mot reservation 12 SD Parti
 Ja
 Nej
 Avstående
 Frånvarande
 S
 96
 0
 0
 17
 M
 73
 0
 0
 11
 SD
 0
 44
 0
 4
 MP
 24
 0
 0
 1
 C
 18
 0
 0
 4
 V
 16
 0
 0
 5
 L
 12
 0
 0
 7
","Votering: betänkande 2015/16:NU9 Handelspolitik, förslagspunkt 9",Omröstning,Omröstning,votering
gs121519,,2005-05-04,"",,frs,//data.riksdagen.se/dokument/GS121519.html,//data.riksdagen.se/dokument/GS121519.text,73,"",1519,2005-05-04,1519,"","",2004/05,"",Ann-Christin Nykvist,"",2026-01-12 11:16:08,"",insmuggling av smittobärande husdjur,,rdwebb,dokument,"","","den 4 maj  Svar på fråga 2004/05:1519 om insmuggling av smittobärande husdjur
 Jordbruksminister Ann-Christin Nykvist
 Anita Sidén har frågat mig vilka åtgärder jag avser att vidta på grund av uppgifterna om insmugglade djur och de dödliga sjukdomar dessa kan överföra till människor.
 Införsel av hundar som inte genomgått","den 4 maj  Svar på fråga 2004/05:1519 om insmuggling av smittobärande husdjur
 Jordbruksminister Ann-Christin Nykvist
 Anita Sidén har frågat mig vilka åtgärder jag avser att vidta på grund av uppgifterna om insmugglade djur och de dödliga sjukdomar dessa kan överföra till människor.
 Införsel av hundar som inte genomgått",insmuggling av smittobärande husdjur,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
h910460,,2022-04-22,"",,ip,//data.riksdagen.se/dokument/H910460.html,//data.riksdagen.se/dokument/H910460.text,311,e9a99a7e-d575-42bf-8e60-4ea01bac3b5b,460,2022-04-22,460,M,"",2021/22,Besvarad,Alexandra Anstrell (M),"",2022-10-05 16:42:02,M,Återvinning av kompositmaterial,,rdwebb,dokument,Frips,sv,"Interpellation 2021/22:460 Återvinning av kompositmaterial
 av  Alexandra Anstrell (M)
 till Klimat- och miljöminister Annika Strandhäll (S)
 I Sverige finns det fler än 4 300 vindkraftverk. Byggnationen kom igång under 2000-talet, och efter 2010 har andelen el som kommer från vindkraftverk ökat markant. Trots det har Sverige","Interpellation 2021/22:460 Återvinning av kompositmaterial
 av  Alexandra Anstrell (M)
 till Klimat- och miljöminister Annika Strandhäll (S)
 I Sverige finns det fler än 4 300 vindkraftverk. Byggnationen kom igång under 2000-talet, och efter 2010 har andelen el som kommer från vindkraftverk ökat markant. Trots det har Sverige",Återvinning av kompositmaterial,Interpellationsdebatt,Interpellation,ip
h5a1tu7p,,2017-11-23,"",,utskottsdokument,//data.riksdagen.se/dokument/H5A1TU7p.html,//data.riksdagen.se/dokument/H5A1TU7p.text,237,"","",1900-01-01,7,TU,"",2017/18,"","",Protokoll,2017-11-29 13:22:28,"",Protokoll utskottssammanträde 2017/18:7,,rdwebb,dokument,Q,"","RIKSDAGEN
 TRAFIKUTSKOTTET
 PROTOKOLL  UTSKOTTSSAMMANTRÄDE 2017/18:7
 DATUM
 2017-11-23
 TID
 10.00-10.45
 NÄRVARANDE
 Se bilaga 1
 1
 Justering av protokoll
 Utskottet justerade protokoll 2017/18:6. 2
 3
 4
 5
 6
 7
 Utgiftsramen för utgiftsområde 22 Kommunikationer TU1 Utskottet fortsatte behandlingen av proposition 2017/18:1,","RIKSDAGEN
 TRAFIKUTSKOTTET
 PROTOKOLL  UTSKOTTSSAMMANTRÄDE 2017/18:7
 DATUM
 2017-11-23
 TID
 10.00-10.45
 NÄRVARANDE
 Se bilaga 1
 1
 Justering av protokoll
 Utskottet justerade protokoll 2017/18:6. 2
 3
 4
 5
 6
 7
 Utgiftsramen för utgiftsområde 22 Kommunikationer TU1 Utskottet fortsatte behandlingen av proposition 2017/18:1,",Protokoll utskottssammanträde 2017/18:7,Utskottens protokoll,Utskottens protokoll,uprotokoll
rdh60l5,,2018-10-17 09:00:00,,,kf-lista,,,61,"","",2018-10-12 16:25:35,,"","",2018/19,"",EU-nämndens sammanträde 2018-10-17,"",2018-10-12 16:25:35,9:00-0,EU-nämndens sammanträde,,rdwebb,kalender,eunsamdok,sv,"<h2>EU-nämnden</h2>
<h3>Kallelse och föredragningslista 2018/19:5</h3><br>
Möte: Sammanträde med EU-nämnden<br>
Datum: 2018-10-17 kl. 9:00:<br>
Plats: Skandiasalen (N3), entré från Västerlånggatan 1<br>
<br><h3>Föredragningslista</h3>
<ol class=""pabid1""><li style=""list-style-type: decimal;""><b>Europeiska r&aring;det</b><b> </b> <br>Statsminister Stefan L&#246;fven<br>Information och samr&aring;d inf&#246;r Europeiska r&aring;det den 18 oktober 2018.<li style=""list-style-type: decimal;""><b>(ev.) &#214;vrigt</b><br><br><b>Anm.:</b> N&auml;sta sammantr&auml;de &auml;ger rum <span style=""text-decoration: underline; ""><b>torsdagen den 18 oktober<br>kl. 10.30</b></span> (gemensamt med finansutskottet i Skandiasalen och behandlar:<br>* Europeiska revisionsr&auml;ttens &aring;rsrapport 2017</ol>","<h2>EU-nämnden</h2>
<h3>Kallelse och föredragningslista 2018/19:5</h3><br>
Möte: Sammanträde med EU-nämnden<br>
Datum: 2018-10-17 kl. 9:00:<br>
Plats: Skandiasalen (N3), entré från Västerlånggatan 1<br>
<br><h3>Föredragningslista</h3>
<ol class=""pabid1""><li style=""list-style-type: decimal;""><b>Europeiska r&aring;det</b><b> </b> <br>Statsminister Stefan L&#246;fven<br>Information och samr&aring;d inf&#246;r Europeiska r&aring;det den 18 oktober 2018.<li style=""list-style-type: decimal;""><b>(ev.) &#214;vrigt</b><br><br><b>Anm.:</b> N&auml;sta sammantr&auml;de &auml;ger rum <span style=""text-decoration: underline; ""><b>torsdagen den 18 oktober<br>kl. 10.30</b></span> (gemensamt med finansutskottet i Skandiasalen och behandlar:<br>* Europeiska revisionsr&auml;ttens &aring;rsrapport 2017</ol>",EU-nämndens sammanträde,EU-nämndens kallelse och föredragningslista,EU-nämndens kallelse och föredragningslista,kf-lista
h31085,,2015-10-21,"",,ip,//data.riksdagen.se/dokument/H31085.html,//data.riksdagen.se/dokument/H31085.text,95,02583bf0-734c-4664-8b35-a56613e1b5d7,85,2015-10-22,85,M,"",2015/16,Besvarad,Erik Ottoson (M),"",2015-11-08 23:30:54,M,Tvärförbindelse Södertörn,,rdwebb,dokument,Frips,sv,"Interpellation 2015/16:85 Tvärförbindelse Södertörn
 av  Erik Ottoson (M)
 till Statsrådet Anna Johansson (S)
 Under ett flertal år har den så kallade Södertörnsleden varit ett prioriterat projekt som Trafikverket ansvarat för att det ska genomföras så snart som möjligt. Tyvärr överklagades projektet och på grund av juridiska","Interpellation 2015/16:85 Tvärförbindelse Södertörn
 av  Erik Ottoson (M)
 till Statsrådet Anna Johansson (S)
 Under ett flertal år har den så kallade Södertörnsleden varit ett prioriterat projekt som Trafikverket ansvarat för att det ska genomföras så snart som möjligt. Tyvärr överklagades projektet och på grund av juridiska",Tvärförbindelse Södertörn,Interpellationsdebatt,Interpellation,ip
gn121057,,2000-06-08,"",,frs,//data.riksdagen.se/dokument/GN121057.html,//data.riksdagen.se/dokument/GN121057.text,55,"",1057,2000-06-08,1057,"","",1999/2000,"",statsrådet Ulrica Messing,"",2026-01-12 10:39:06,"",hemutrustningslån till nya svenskar,,rdwebb,dokument,"","","den 8 juni  Svar på frågorna 1999/2000:1056 och 1999/2000:1057 om hemutrustningslån till nya svenskar
 Statsrådet Ulrica Messing  Håkan Juholt och Ann-Marie Fagerström har frågat statsrådet Lars-Erik Lövdén om vilka åtgärder han avser vidta för att göra hemutrustningslån räntefria och möjliga att återbetala den dag inkomsten","den 8 juni  Svar på frågorna 1999/2000:1056 och 1999/2000:1057 om hemutrustningslån till nya svenskar
 Statsrådet Ulrica Messing  Håkan Juholt och Ann-Marie Fagerström har frågat statsrådet Lars-Erik Lövdén om vilka åtgärder han avser vidta för att göra hemutrustningslån räntefria och möjliga att återbetala den dag inkomsten",hemutrustningslån till nya svenskar,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
ha12166,,2022-12-21,"",,frs,//data.riksdagen.se/dokument/HA12166.html,//data.riksdagen.se/dokument/HA12166.text,149,"",166,2022-12-21,166,"","",2022/23,Inkommen,Klimat- och miljöminister Romina Pourmokhtari (L),"",2022-12-21 14:36:49,"",Förbud mot blyhagel och vapen,,rdwebb,dokument,Frips,"","M2022/02314  Miljödepartementet  Klimat- och miljöministern  Till riksdagen  Svar på fråga 2022/23:166 av Isak From (S)
 Förbud mot blyhagel och vapen
 Isak From har frågat justitieminister Gunnar Strömmer vad regeringen och ministern avser att göra med alla vapen som blir obrukbara om två månader, och om regeringen och","M2022/02314  Miljödepartementet  Klimat- och miljöministern  Till riksdagen  Svar på fråga 2022/23:166 av Isak From (S)
 Förbud mot blyhagel och vapen
 Isak From har frågat justitieminister Gunnar Strömmer vad regeringen och ministern avser att göra med alla vapen som blir obrukbara om två månader, och om regeringen och",Förbud mot blyhagel och vapen,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
ha11129,,2022-12-07,"",,fr,//data.riksdagen.se/dokument/HA11129.html,//data.riksdagen.se/dokument/HA11129.text,100,a475d344-0a44-4e20-b930-dc89d11bd487,129,2022-12-07,129,C,"",2022/23,Besvarad,Rickard Nordin (C),"",2022-12-14 11:02:15,C,Skattebefrielse på höginblandade biodrivmedel,,rdwebb,dokument,Frips,"","Fråga 2022/23:129 Skattebefrielse på höginblandade biodrivmedel
 av  Rickard Nordin (C)
 till Finansminister Elisabeth Svantesson (M)
 Sverige har en stor utmaning när det gäller att minska vägtrafikens utsläpp. Vi ska nå målet om 70 procents utsläppsminskning till 2030. För att vi ska kunna göra detta kommer biodrivmedel","Fråga 2022/23:129 Skattebefrielse på höginblandade biodrivmedel
 av  Rickard Nordin (C)
 till Finansminister Elisabeth Svantesson (M)
 Sverige har en stor utmaning när det gäller att minska vägtrafikens utsläpp. Vi ska nå målet om 70 procents utsläppsminskning till 2030. För att vi ska kunna göra detta kommer biodrivmedel",Skattebefrielse på höginblandade biodrivmedel,Skriftlig fråga,Skriftlig fråga,fr
h205fiu1y,,2014-11-18,"",,yttr,//data.riksdagen.se/dokument/H205FiU1y.html,//data.riksdagen.se/dokument/H205FiU1y.text,49,"",FiU1y,2014-11-18 09:41:40,1,FiU,"",2014/15,Webbpublicering,"",yttr,2015-11-18 09:10:45,"",Uppföljning av riksdagens tillämpning av subsidiaritetsprincipen,,rdwebb,dokument,RIM,"","Finansutskottets yttrande
 2014/15:FiU1y
 Uppföljning av riksdagens tillämpning av subsidiaritetsprincipen
 Till konstitutionsutskottet
 Finansutskottet yttrar sig till konstitutionsutskottet KU över en promemoria som tagits fram inom KU om uppföljningen av riksdagens tillämpning av subsidiaritetsprincipen. Innehållsförteckning
","Finansutskottets yttrande
 2014/15:FiU1y
 Uppföljning av riksdagens tillämpning av subsidiaritetsprincipen
 Till konstitutionsutskottet
 Finansutskottet yttrar sig till konstitutionsutskottet KU över en promemoria som tagits fram inom KU om uppföljningen av riksdagens tillämpning av subsidiaritetsprincipen. Innehållsförteckning
",Uppföljning av riksdagens tillämpning av subsidiaritetsprincipen,Yttrande,Yttrande,yttr
gs02ju473,,2004-10-05,"",,mot,//data.riksdagen.se/dokument/GS02Ju473.html,//data.riksdagen.se/dokument/GS02Ju473.text,776,"",Ju473,2004-10-06 10:57:39,473,JuU,"",2004/05,Trycklov,av Torkild Strandberg m.fl. (fp),Enskild motion,2004-10-05,fp267,Rätt till alkotest i samband med omhändertagande av berusad,,rdwebb,dokument,"","","Motion till riksdagen
 2004/05:Ju473
 av Torkild Strandberg m.fl. (fp)
 Rätt till alkotest i samband med omhändertagande av berusad
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om rätt till alkoholtest i samband med omhändertagande av berusad.
 Motivering
 Enligt","Motion till riksdagen
 2004/05:Ju473
 av Torkild Strandberg m.fl. (fp)
 Rätt till alkotest i samband med omhändertagande av berusad
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om rätt till alkoholtest i samband med omhändertagande av berusad.
 Motivering
 Enligt",Rätt till alkotest i samband med omhändertagande av berusad,Motion,Motion,mot
rdhac120230612ap,,2023-06-12 10:00:00,,,kammakt,,,25,565664a8-d674-434a-8781-789d7942c99d,"",2023-06-12,,"","",2022/23,inträffat,"",ap,2025-08-12 10:22:06,10:00:00-1,Arbetsplenum,,rdwebb,kalender,Safir,sv,"
				Riksdagen debatterar utskottens förslag. 
				
				","
				Riksdagen debatterar utskottens förslag. 
				
				",Arbetsplenum,Debatt om förslag,Arbetsplenum,kam-ap
hc022422,,2024-10-03,"",,mot,//data.riksdagen.se/dokument/HC022422.html,//data.riksdagen.se/dokument/HC022422.text,1632,2bf75446-1165-484c-8418-27a38f773397,2422,2024-10-03,2422,JuU,"",2024/25,Klar,av Saila Quicklund (M),Enskild motion,2025-06-24 10:43:11,1018,Bättre polisnärvaro i glesbygd,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2024/25:2422
 av Saila Quicklund (M)
 Bättre polisnärvaro i glesbygd
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att överväga polisnärvaro på landsbygden och tillkännager detta för regeringen.
 Motivering
 Under 2015 påbörjades arbetet med att omorganisera","Motion till riksdagen
 2024/25:2422
 av Saila Quicklund (M)
 Bättre polisnärvaro i glesbygd
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att överväga polisnärvaro på landsbygden och tillkännager detta för regeringen.
 Motivering
 Under 2015 påbörjades arbetet med att omorganisera",Bättre polisnärvaro i glesbygd,Motion,Motion,mot
h4023655,,2017-03-28,"",,mot,//data.riksdagen.se/dokument/H4023655.html,//data.riksdagen.se/dokument/H4023655.text,33,75546ad4-96ab-4bfd-a910-72d9f5bdd534,3655,2017-03-28,3655,MJU,"",2016/17,Klar,av Martin Kinnunen och Runar Filper (båda SD),Kommittémotion,2017-06-15 17:08:00,SD,med anledning av prop. 2016/17:146 Ett klimatpolitiskt ramverk för Sverige,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2016/17:3655
 av Martin Kinnunen och Runar Filper (båda SD)
 med anledning av prop. 2016/17:146 Ett klimatpolitiskt ramverk för Sverige
 Förslag till riksdagsbeslut
 Riksdagen avslår förslaget i de delar som avser förslag till klimatlag samt mål för den svenska klimatpolitiken (avsnitt 5.2, 5.3 och","Motion till riksdagen
 2016/17:3655
 av Martin Kinnunen och Runar Filper (båda SD)
 med anledning av prop. 2016/17:146 Ett klimatpolitiskt ramverk för Sverige
 Förslag till riksdagsbeslut
 Riksdagen avslår förslaget i de delar som avser förslag till klimatlag samt mål för den svenska klimatpolitiken (avsnitt 5.2, 5.3 och",med anledning av prop. 2016/17:146 Ett klimatpolitiskt ramverk för Sverige,Motion,Motion,mot
hb12798,,2024-04-17,"",,frs,//data.riksdagen.se/dokument/HB12798.html,//data.riksdagen.se/dokument/HB12798.text,122,"",798,2024-04-17,798,"","",2023/24,Inkommen,Statsrådet Erik Slottner (KD),"",2024-04-17 10:18:58,"",Cannabisreklam på svenska skolor,,rdwebb,dokument,Frips,"","Svar på fråga 2023/24:798 Cannabisreklam på svenska skolor
 till Statsrådet Erik Slottner (KD)
 Svar på fråga 2023/24:798 av Laila Naraghi (S)
 Cannabisreklam på svenska skolor
 Laila Naraghi har frågat mig vilka åtgärder jag och regeringen avser att vidta för att reklam för cannabis riktad till barn och ungdomar inte ska","Svar på fråga 2023/24:798 Cannabisreklam på svenska skolor
 till Statsrådet Erik Slottner (KD)
 Svar på fråga 2023/24:798 av Laila Naraghi (S)
 Cannabisreklam på svenska skolor
 Laila Naraghi har frågat mig vilka åtgärder jag och regeringen avser att vidta för att reklam för cannabis riktad till barn och ungdomar inte ska",Cannabisreklam på svenska skolor,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
gta1zxrzvrg,,2005-09-21,"",,utskottsdokument,//data.riksdagen.se/dokument/GTA1ZXRZVRG.html,//data.riksdagen.se/dokument/GTA1ZXRZVRG.text,447,"","",2005-10-18 17:36:47,1,NU,"",2005/06,tillfälligt dok_id,"",Protokoll,2007-02-19 17:33:41,"",Protokoll utskottssammanträde 2005/06:1,,rdwebb,dokument,"","","NÄRINGSUTSKOTTET
 PROTOKOLL  UTSKOTTSSAMMANTRÄDE 2005/06:1
 DATUM
 2005-09-21
 TID
 10.00 11.40
 NÄRVARANDE
 Se bilaga 1
 1
 Utveckling av nya
 bilmotorer och alternativa drivmedel
 Utskottet
 fortsatte behandlingen av motioner om utveckling av nya bilmotorer och
 alternativa drivmedel. Utskottet
 fattade beslut i ärendet.","NÄRINGSUTSKOTTET
 PROTOKOLL  UTSKOTTSSAMMANTRÄDE 2005/06:1
 DATUM
 2005-09-21
 TID
 10.00 11.40
 NÄRVARANDE
 Se bilaga 1
 1
 Utveckling av nya
 bilmotorer och alternativa drivmedel
 Utskottet
 fortsatte behandlingen av motioner om utveckling av nya bilmotorer och
 alternativa drivmedel. Utskottet
 fattade beslut i ärendet.",Protokoll utskottssammanträde 2005/06:1,Utskottens protokoll,Utskottens protokoll,uprotokoll
