hjid,assignment_type,detail,from_date,intressent_id,order_number,org_code,role_code,status,to_date,assignment_list_person_assig_0
32184,uppdrag,Utbildningsutskottet,2020-03-18,0547805254924,243,UbU,Suppleant,"",2022-09-26,32171
31409,kammaruppdrag,Annica Hjerling 2018-09-24 - 2019-01-21  Statsråd,2018-09-24,0334816698724,283,kam,Riksdagsledamot,Ledig,2019-01-21,31402
22127,Riksdagsorgan,Styrelsen för Stiftelsen Riksbankens Jubileumsfond,2008-10-14,0721657655513,3,RJ,Ledamot,"",2010-10-31,22112
25665,uppdrag,Finansutskottet,2020-03-18,0222691314314,66,FiU,Suppleant,"",2022-09-26,25650
14880,uppdrag,Socialutskottet,1982-10-11,0532121969806,0,SoU,Ledamot,"",1985-09-29,14868
50205,uppdrag,EU-nämnden,2020-03-18,0418929039326,242,EUN,Suppleant,"",2022-10-04,50178
53646,uppdrag,Utrikesutskottet,2022-10-12,0138741628520,18,UU,Suppleant,"",2023-11-28,53633
22002,Riksdagsorgan,Valberedningen,2006-10-02,0376867803913,17,VB,Ledamot,"",2010-10-04,21980
19511,kammaruppdrag,"",1994-10-03,0914133868703,297,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,19507
48233,uppdrag,Näringsutskottet,2020-03-18,0793372891224,70,NU,Suppleant,"",2022-09-26,48217
25808,Departement,Klimat- och näringslivsdepartementet,2023-01-01,0512510717328,2,KN,Energi- och näringsminister,"",2026-09-28,25807
16692,uppdrag,Bostadsutskottet,1998-10-13,0892012091809,0,BoU,Ledamot,"",2002-09-30,16680
26276,uppdrag,Miljö- och jordbruksutskottet,2006-10-10,0355151001911,2,MJU,Suppleant,"",2010-10-04,26273
53990,uppdrag,Socialförsäkringsutskottet,2020-03-18,0838085832923,67,SfU,Suppleant,"",2022-09-26,53977
23445,Riksdagsorgan,Riksdagens delegation till Europarådets parlamentariska församling,2012-03-23,0910241260018,6,ER,Suppleant,"",2014-11-01,23392
10746,uppdrag,Utbildningsutskottet,1991-05-15,0732626552000,0,UbU,Suppleant,"",1991-06-15,10744
38849,uppdrag,EU-nämnden,2020-03-18,0557180142229,286,EUN,Suppleant,"",2022-10-04,38826
48736,Riksdagsorgan,Riksdagens råd för Riksrevisionen,2021-05-07,0229350341619,5,RRR,Suppleant,"",2022-10-27,48734
46182,Riksdagsorgan,Riksbanksfullmäktige,2019-01-30,0791786201912,9,RB,Suppleant,"",2022-10-09,46165
31883,uppdrag,Sammansatta utrikes- och försvarsutskottet,2021-03-18,0637784834317,6,UFöU,Suppleant,"",2021-04-21,31878
29098,uppdrag,EU-nämnden,2020-03-18,0590042760718,108,EUN,Suppleant,"",2022-09-26,29060
48124,uppdrag,Konstitutionsutskottet,2020-03-18,0506482805418,170,KU,Suppleant,"",2020-09-03,48103
8546,kammaruppdrag,"",1988-10-03,0968100864203,50,kam,Riksdagsledamot,Tjänstgörande,1990-06-30,8545
42810,Riksdagsorgan,Nordiska rådets svenska delegation,2025-10-15,0203877548421,8,NR,Suppleant,"",2026-10-31,42790
6716,uppdrag,Trafikutskottet,1990-11-08,0685529743005,0,TU,Suppleant,"",1990-12-31,6714
41068,uppdrag,Näringsutskottet,2022-01-11,0316505710324,302,NU,Suppleant,"",2022-09-26,41043
13075,kammaruppdrag,"",1991-09-30,0931369291903,232,kam,Riksdagsledamot,Tjänstgörande,1994-10-03,13072
22797,Riksdagsorgan,Styrelsen för Stiftelsen Riksbankens Jubileumsfond,2020-11-01,0752691002718,4,RJ,Personlig suppleant,"",2022-09-26,22753
50375,kammaruppdrag,Ellen Juntti,2019-02-18,0709911904721,266,kam,Ersättare,Ersättare,2019-04-11,50373
22551,Riksdagsorgan,Krigsdelegationen,2009-04-02,0552248175312,7,KD,Ledamot,"",2010-10-19,22523
31996,uppdrag,Arbetsmarknadsutskottet,2021-10-13,051870309210,323,AU,Suppleant,"",2022-09-26,31992
41098,uppdrag,Sammansatta utrikes- och försvarsutskottet,2020-11-10,0316505710324,16,UFöU,Deputerad,"",2020-12-15,41043
17607,Riksdagsorgan,Styrelsen för Stiftelsen Riksbankens Jubileumsfond,2006-11-01,0575413157004,6,RJ,Ledamot,"",2010-10-31,17586
52576,uppdrag,Skatteutskottet,2020-03-18,0475643059428,107,SkU,Suppleant,"",2022-09-26,52560
52516,uppdrag,Justitieutskottet,2020-03-18,0932000030511,81,JuU,Suppleant,"",2022-09-26,52507
16139,uppdrag,Konstitutionsutskottet,2010-10-12,0849219210615,12,KU,Suppleant,"",2014-09-29,16132
24537,uppdrag,Kulturutskottet,2014-10-07,0373223420310,10,KrU,Ledamot,"",2018-09-24,24535
41598,uppdrag,Kulturutskottet,2020-03-18,0545733815610,286,KrU,Suppleant,"",2022-09-26,41587
53478,uppdrag,Socialutskottet,2020-03-18,0183544538819,287,SoU,Suppleant,"",2022-09-26,53458
3571,kammaruppdrag,"",1998-10-05,087735695612,158,kam,Riksdagsledamot,Tjänstgörande,2002-09-30,3567
23379,uppdrag,Socialförsäkringsutskottet,2010-10-12,0925652297119,16,SfU,Suppleant,"",2014-09-29,23356
6508,uppdrag,Sammansatta utrikes- och försvarsutskottet,2008-11-20,0181728423812,0,UFöU,Deputerad,"",2008-12-19,6492
23614,uppdrag,Sammansatta utrikes- och försvarsutskottet,2011-06-16,067992138910,10,UFöU,Deputerad,"",2011-06-17,23590
1703,Riksdagsorgan,Utrikesnämnden,1994-10-18,0236004923301,0,UN,Ledamot,"",1998-10-09,1680
37624,uppdrag,Arbetsmarknadsutskottet,2020-03-18,0780214960516,155,AU,Suppleant,"",2022-09-26,37615
29081,uppdrag,Konstitutionsutskottet,2018-01-19,0590042760718,4,KU,Ledamot,"",2018-09-24,29060
40521,kammaruppdrag,"",2002-09-30,0447198048312,343,kam,Riksdagsledamot,Tjänstgörande,2006-10-02,40511
6385,uppdrag,Sammansatta konstitutions- och utrikesutskottet,2001-03-27,0183788551910,0,KUU,Suppleant,"",2001-04-26,6367
43799,uppdrag,Utrikesutskottet,2022-10-04,0112333043027,5,UU,Suppleant,"",2026-09-28,43795
43538,uppdrag,Sammansatta utrikes- och socialutskottet,2005-02-15,0257612529618,0,USoU,Suppleant,"",2005-03-16,43468
41388,Departement,Infrastrukturdepartementet,2022-10-18,0168348837024,19,I,Landsbygdsminister,"",2022-10-18,41383
51071,uppdrag,Näringsutskottet,2019-06-18,0331791853028,15,NU,Suppleant,"",2022-09-26,51058
11598,uppdrag,Konstitutionsutskottet,1994-10-11,0213468747208,0,KU,Ledamot,"",1998-10-04,11590
49256,uppdrag,Socialutskottet,2020-03-18,0999976269027,305,SoU,Suppleant,"",2022-09-26,49232
2204,kammaruppdrag,"",1994-10-03,0972914963202,66,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,2203
40915,kammaruppdrag,"",1991-09-30,0254461538904,13,kam,Riksdagsledamot,Tjänstgörande,1992-10-06,40914
50259,kammaruppdrag,"",2020-02-15,0619928872229,35,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,50257
3092,uppdrag,Utrikesutskottet,2006-10-10,0870805820217,5,UU,Suppleant,"",2010-10-04,3086
41452,uppdrag,Skatteutskottet,2020-03-18,075747847023,161,SkU,Suppleant,"",2022-09-26,41434
50951,Riksdagsorgan,Riksdagens delegation till Europarådets parlamentariska församling,2010-11-01,0973782197017,5,ER,Suppleant,"",2014-11-01,50869
11271,uppdrag,Arbetsmarknadsutskottet,1991-10-08,0179597134903,0,AU,Suppleant,"",1994-10-02,11265
32734,uppdrag,Socialutskottet,2021-10-13,0309480686522,326,SoU,Suppleant,"",2022-09-26,32716
8139,kammaruppdrag,"",1985-09-30,0817420987900,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,8137
4825,uppdrag,Sammansatta utrikes- och försvarsutskottet,2004-05-11,0602796111612,0,UFöU,Suppleant,"",2004-05-26,4818
39724,kammaruppdrag,"",1979-10-01,0200426688007,0,kam,Riksdagsledamot,Tjänstgörande,1982-10-04,39717
49436,uppdrag,Miljö- och jordbruksutskottet,2020-03-18,0852475703226,227,MJU,Suppleant,"",2022-09-26,49425
4656,uppdrag,Sammansatta utrikes- och försvarsutskottet,2005-11-22,0976656359110,0,UFöU,Suppleant,"",2005-12-07,4646
19430,uppdrag,EES-utskottet,1992-05-26,0692993567203,0,EU,Ledamot,"",1993-06-04,19397
28979,uppdrag,Socialförsäkringsutskottet,2002-10-08,0962841101917,0,SfU,Suppleant,"",2006-10-02,28949
44288,uppdrag,Konstitutionsutskottet,2020-03-18,0457722435319,216,KU,Suppleant,"",2020-09-03,44266
30209,uppdrag,Socialutskottet,2020-03-18,066769783310,73,SoU,Suppleant,"",2022-09-26,30195
5312,kammaruppdrag,Yngve Wernersson 1992-02-03 - 1992-05-22,1992-02-03,0634917636517,281,kam,Riksdagsledamot,Ledig,1992-05-22,5306
30617,kammaruppdrag,Gulan Avci 2014-09-29 - 2014-10-03  Statsråd,2014-09-29,0758652610,213,kam,Riksdagsledamot,Ledig,2014-10-03,30612
47015,uppdrag,Utbildningsutskottet,2020-03-18,0831039938224,247,UbU,Suppleant,"",2022-09-26,46997
52024,Riksdagsorgan,Riksdagens delegation till OSSE:s parlamentariska församling,2022-10-11,0452755722723,1,OSSE,Ledamot,"",2022-10-13,51945
7538,Riksdagsorgan,Riksrevisionens styrelse,2010-10-19,0135730306412,1,RRS,Vice ordförande,"",2010-12-31,7499
48938,uppdrag,Miljö- och jordbruksutskottet,2020-03-18,0224712677012,106,MJU,Suppleant,"",2022-09-26,48915
8615,uppdrag,Civilutskottet,2006-10-10,0916145693524,16,CU,Suppleant,"",2010-10-04,8611
28399,uppdrag,Socialutskottet,2011-05-11,0480339311713,28,SoU,Suppleant,"",2014-09-29,28389
40289,kammaruppdrag,"",2022-09-26,0466653728712,271,kam,Riksdagsledamot,Tjänstgörande,2026-09-28,40288
44236,kammaruppdrag,Lena Hallengren,2022-09-26,0358278412329,220,kam,Statsrådsersättare,Ersättare,2022-10-06,44233
51830,kammaruppdrag,"",2018-09-24,0411459873625,155,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,51826
4307,uppdrag,Arbetsmarknadsutskottet,1992-03-23,0648066719018,0,AU,Suppleant,"",1994-10-02,4304
7024,uppdrag,Utbildningsutskottet,1994-10-11,0539980182314,0,UbU,Suppleant,"",1998-10-04,7019
28343,partiuppdrag,Vänsterpartiet,2016-02-03,0415959965211,0,V,Gruppledare,"",2020-01-28,28341
7880,uppdrag,Finansutskottet,2006-10-10,0959102638818,6,FiU,Ledamot,"",2010-10-04,7863
42324,uppdrag,Civilutskottet,2020-03-18,0494242537816,263,CU,Suppleant,"",2022-09-26,42311
43983,uppdrag,Konstitutionsutskottet,2022-10-04,0744139167426,16,KU,Ledamot,"",2022-10-26,43967
22929,uppdrag,Sammansatta utrikes- och försvarsutskottet,2009-11-12,0219220227418,3,UFöU,Suppleant,"",2009-12-09,22917
27522,Departement,Försvarsdepartementet,1997-02-01,0787533297400,0,Fö,Försvarsminister,"",2002-09-30,27521
7787,uppdrag,Justitieutskottet,1998-10-13,078822921217,0,JuU,Suppleant,"",2002-09-30,7782
49850,Riksdagsorgan,Nordiska rådets svenska delegation,2024-10-16,0720250789315,10,NR,Suppleant,"",2025-10-15,49818
46775,uppdrag,Skatteutskottet,2010-10-12,0588282566419,3,SkU,Suppleant,"",2012-10-18,46741
46863,uppdrag,Sammansatta utrikes- och försvarsutskottet,2015-04-14,0472349361027,17,UFöU,Suppleant,"",2015-06-16,46818
37485,Riksdagsorgan,Nordiska rådets svenska delegation,2022-10-11,0509415296421,13,NR,Ledamot,"",2023-10-19,37457
6537,uppdrag,Skatteutskottet,2001-04-19,0791588767213,0,SkU,Suppleant,"",2001-05-16,6534
17307,uppdrag,Utrikesutskottet,1991-10-08,0739152363302,0,UU,Suppleant,"",1993-10-06,17286
6764,uppdrag,Lagutskottet,1988-10-11,0348289738906,0,LU,Suppleant,"",1991-09-29,6758
2801,uppdrag,Sammansatta utrikes- och försvarsutskottet,2009-11-12,0481005050915,16,UFöU,Deputerad,"",2009-12-09,2793
14574,Riksdagsorgan,Riksrevisionens styrelse,2003-03-12,0798631972204,0,RRS,Suppleant,"",2006-10-16,14559
31566,uppdrag,Socialförsäkringsutskottet,2020-03-18,0194021108712,283,SfU,Suppleant,"",2022-09-26,31556
49035,uppdrag,Finansutskottet,2020-03-18,037561614928,183,FiU,Suppleant,"",2022-09-26,49026
26150,uppdrag,Kulturutskottet,1994-10-11,0361652802700,0,KrU,Ledamot,"",1998-10-04,26145
25208,uppdrag,Sammansatta utrikes- och försvarsutskottet,2021-03-18,0640627133410,16,UFöU,Suppleant,"",2021-04-21,25188
35682,uppdrag,Konstitutionsutskottet,2020-03-18,0150118366721,245,KU,Suppleant,"",2020-09-03,35658
52144,uppdrag,Skatteutskottet,2022-10-27,0749416304126,11,SkU,Ledamot,"",2025-10-24,52140
16107,uppdrag,Utrikesutskottet,1986-10-07,0763802658906,0,UU,Suppleant,"",1988-10-02,16092
25378,kammaruppdrag,Heidi Karlsson 2017-03-19 - 2017-03-20  Annan ledighet,2017-03-19,0469825305127,93,kam,Riksdagsledamot,Ledig,2017-03-20,25376
48333,Departement,Landsbygds- och infrastrukturdepartementet,2022-10-18,0542160909628,23,LI,Statsråd,"",2022-10-18,48325
37583,uppdrag,Utrikesutskottet,2020-03-18,0911916463828,155,UU,Suppleant,"",2020-09-03,37555
37429,uppdrag,Socialutskottet,2018-10-02,0996640018922,11,SoU,Ledamot,"",2022-09-26,37420
2912,uppdrag,Skatteutskottet,2002-10-08,0913965980315,0,SkU,Suppleant,"",2006-10-02,2899
48343,uppdrag,Kulturutskottet,2020-03-19,0542160909628,24,KrU,Suppleant,"",2022-09-26,48325
14546,Riksdagsorgan,Riksdagens delegation till Europarådets parlamentariska församling,1995-10-20,0729731578904,0,ER,Ledamot,"",1998-12-01,14526
52626,uppdrag,Konstitutionsutskottet,2022-10-04,0607691439013,3,KU,Vice ordförande,"",2022-10-20,52613
51489,uppdrag,Finansutskottet,2014-10-07,0682989845822,15,FiU,Suppleant,"",2018-09-24,51463
19424,Riksdagsorgan,Krigsdelegationen,1994-10-18,0692993567203,0,KD,Ledamot,"",1998-10-05,19397
13422,Riksdagsorgan,Valberedningen,1997-09-23,0388920259006,0,VB,Suppleant,"",1998-10-05,13390
44662,kammaruppdrag,"",2019-11-04,0692076685824,234,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,44657
9506,uppdrag,Justitieutskottet,2020-03-18,0652497579621,177,JuU,Suppleant,"",2022-09-26,9496
30722,kammaruppdrag,Åsa Romson,2016-05-26,0704744533715,172,kam,Ersättare,Ersättare,2016-06-06,30718
45600,uppdrag,Miljö- och jordbruksutskottet,2020-03-18,0721509806321,226,MJU,Suppleant,"",2020-11-27,45587
37486,Riksdagsorgan,Nordiska rådets svenska delegation,2021-10-13,0509415296421,12,NR,Ledamot,"",2022-10-11,37457
50555,Riksdagsorgan,Valberedningen,2022-09-26,0202577142527,9,VB,Ledamot,"",2026-09-28,50520
16898,uppdrag,Näringsutskottet,1993-11-18,0836242026100,0,NU,Suppleant,"",1993-12-17,16894
41684,uppdrag,Försvarsutskottet,2020-03-20,0130640724922,279,FöU,Suppleant,"",2020-09-03,41667
1401,uppdrag,Arbetsmarknadsutskottet,1994-10-11,0104804820009,0,AU,Ledamot,"",1998-10-04,1388
31343,uppdrag,Arbetsmarknadsutskottet,2020-03-18,0505783078517,165,AU,Suppleant,"",2020-07-31,31337
39192,kammaruppdrag,"",2017-08-31,0254695027922,152,kam,Riksdagsledamot,Tjänstgörande,2018-09-24,39189
501,uppdrag,Socialutskottet,1988-01-17,0310304705606,0,SoU,Ledamot,"",1988-10-02,487
9332,uppdrag,Trafikutskottet,1991-09-30,0954999878706,0,TU,Ledamot,"",1994-10-02,9318
47043,uppdrag,Justitieutskottet,2022-10-04,0274462857213,6,JuU,Ledamot,"",2022-10-04,47036
44958,uppdrag,Utrikesutskottet,2018-10-09,0638497389621,19,UU,Suppleant,"",2020-09-03,44927
50977,uppdrag,Skatteutskottet,2020-03-18,0226631365426,118,SkU,Suppleant,"",2022-09-26,50963
32356,uppdrag,Sammansatta utrikes- och försvarsutskottet,2020-03-26,0238095659621,32,UFöU,Suppleant,"",2020-09-13,32337
40649,kammaruppdrag,"",2018-09-24,0126797549328,81,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,40639
5124,uppdrag,Trafikutskottet,2005-06-16,0556347007015,0,TU,Ledamot,"",2006-10-02,5116
23613,uppdrag,Sammansatta utrikes- och försvarsutskottet,2011-09-20,067992138910,10,UFöU,Deputerad,"",2011-09-21,23590
20911,Riksdagsorgan,Utrikesnämnden,1993-10-07,0126076270500,0,UN,Suppleant,"",1994-10-03,20902
52007,uppdrag,Sammansatta utrikes- och försvarsutskottet,2015-11-17,0452755722723,6,UFöU,Deputerad,"",2015-12-16,51945
5497,kammaruppdrag,Per Westerberg,1991-10-05,0544137999406,78,kam,Ersättare,Ersättare,1994-10-03,5493
51626,Riksdagsorgan,Valprövningsnämnden,2011-04-06,0155487380917,3,VPN,Suppleant,"",2015-02-18,51539
27697,Riksdagsorgan,Krigsdelegationen,2018-10-09,0262017901513,24,KD,Ledamot,"",2019-12-31,27661
29084,uppdrag,Konstitutionsutskottet,2014-10-07,0590042760718,4,KU,Ledamot,"",2017-06-15,29060
23832,kammaruppdrag,"",2014-09-29,0321885416125,130,kam,Riksdagsledamot,Tjänstgörande,2018-09-24,23831
11173,kammaruppdrag,"",1985-09-30,0525247903009,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,11165
18459,uppdrag,Försvarsutskottet,1999-11-04,0708483204009,0,FöU,Suppleant,"",2002-09-30,18452
39412,uppdrag,Sammansatta utrikes- och försvarsutskottet,2019-11-14,0974061238314,3,UFöU,Suppleant,"",2019-12-17,39383
46366,uppdrag,Försvarsutskottet,2020-03-20,0456680171315,277,FöU,Suppleant,"",2020-09-03,46349
42831,kammaruppdrag,Göran Hägglund,2014-09-29,0992473266516,156,kam,Statsrådsersättare,Ersättare,2014-10-03,42827
11549,kammaruppdrag,"",1976-10-04,0150538503507,0,kam,Riksdagsledamot,Tjänstgörande,1979-10-01,11545
19661,kammaruppdrag,Thage G Peterson,1995-10-10,0806514457704,28,kam,Ersättare,Ersättare,1996-03-22,19658
47081,uppdrag,Arbetsmarknadsutskottet,2020-03-18,066036027425,41,AU,Suppleant,"",2022-09-26,47074
5008,partiuppdrag,Vänsterpartiet,2010-10-04,0679667648714,0,V,Förste vice gruppledare,"",2010-10-04,5007
9674,kammaruppdrag,"",1979-10-01,050953706196,0,kam,Riksdagsledamot,Tjänstgörande,1982-10-04,9671
5089,kammaruppdrag,"",2002-09-30,0476457225115,192,kam,Riksdagsledamot,Tjänstgörande,2006-10-02,5088
53818,uppdrag,Kulturutskottet,2010-10-12,0831636664429,16,KrU,Ledamot,"",2012-11-27,53780
21418,uppdrag,Näringsutskottet,2004-12-16,0535526562910,0,NU,Suppleant,"",2005-01-17,21392
26671,uppdrag,Utrikesutskottet,1991-09-30,0198565054212,0,UU,Suppleant,"",1994-06-19,26661
23494,Riksdagsorgan,Krigsdelegationen,2002-10-15,0938901612810,0,KD,Ledamot,"",2006-10-16,23468
37592,Riksdagsorgan,Ledamotsrådet,2022-10-12,0911916463828,1,LR,Ersättare,"",2026-10-12,37555
43763,uppdrag,Socialutskottet,2020-03-18,02658325625,249,SoU,Suppleant,"",2022-09-26,43744
38217,partiuppdrag,Centerpartiet,2023-02-17,0635278379626,0,C,Tillförordnad partisekreterare,"",2023-03-06,38216
48585,uppdrag,Civilutskottet,2020-03-18,023767922422,97,CU,Suppleant,"",2022-09-26,48563
48698,uppdrag,Socialutskottet,2020-03-18,0803753212716,289,SoU,Suppleant,"",2022-09-26,48681
19727,Riksdagsorgan,Valprövningsnämnden,2019-03-13,0472335069513,2,VPN,Suppleant,"",2023-03-22,19714
2965,uppdrag,Finansutskottet,2002-11-22,0114065053815,0,FiU,Ledamot,"",2002-12-31,2957
20565,kammaruppdrag,"",2018-09-24,0161597857912,156,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,20563
2724,Riksdagsorgan,Riksdagens överklagandenämnd,2006-10-17,0905755961314,4,ÖN,Suppleant,"",2010-10-19,2710
2241,uppdrag,Bostadsutskottet,1990-10-13,0207544889903,0,BoU,Suppleant,"",1990-11-12,2237
41204,kammaruppdrag,"",2022-09-26,0742703244417,182,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,41203
24136,uppdrag,Sammansatta utrikes- och försvarsutskottet,2015-04-14,0306286538528,16,UFöU,Suppleant,"",2015-06-16,24105
48833,Riksdagsorgan,Valberedningen,2018-09-24,0832311880029,12,VB,Suppleant,"",2022-09-26,48795
38393,uppdrag,Sammansatta utrikes- och försvarsutskottet,2021-03-18,0860364634014,3,UFöU,Suppleant,"",2021-04-21,38371
40127,Departement,Utbildnings- och kulturdepartementet,2006-10-02,0973474532717,0,U t.o.m. 1 jan-07,Statsråd,"",2006-10-06,40121
10247,uppdrag,Näringsutskottet,1991-10-08,0991145731807,0,NU,Ledamot,"",1994-10-02,10242
23779,uppdrag,Sammansatta konstitutions- och utrikesutskottet,2007-03-27,0548314774911,0,KUU,Suppleant,"",2009-05-06,23764
8823,uppdrag,Utrikesutskottet,2007-11-22,0970607693429,0,UU,Suppleant,"",2007-12-19,8817
8248,kammaruppdrag,"",1991-09-30,0410190907901,250,kam,Riksdagsledamot,Tjänstgörande,1992-11-12,8245
16576,kammaruppdrag,"",1998-10-05,0442872782509,77,kam,Riksdagsledamot,Tjänstgörande,2002-09-30,16574
3990,kammaruppdrag,"",1985-09-30,0742132383497,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,3989
25075,uppdrag,Socialförsäkringsutskottet,2020-03-18,0853831481615,130,SfU,Suppleant,"",2022-09-26,25064
16647,Riksdagsorgan,Riksbanksfullmäktige,1990-03-29,0823142696709,0,RB,Suppleant,"",1994-10-03,16632
38321,kammaruppdrag,"",1994-10-03,0123939426106,218,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,38319
23864,kammaruppdrag,"",2014-09-29,0316345926026,34,kam,Riksdagsledamot,Tjänstgörande,2015-01-18,23863
46286,uppdrag,Utbildningsutskottet,2020-03-18,0128805841317,43,UbU,Suppleant,"",2022-09-26,46269
11739,kammaruppdrag,Birgit Friggebo,1980-09-01,0393108743200,0,kam,Ersättare,Ersättare,1982-10-04,11727
46360,uppdrag,Näringsutskottet,2020-03-18,0456680171315,257,NU,Suppleant,"",2022-09-26,46349
9528,Riksdagsorgan,Valberedningen,2018-09-24,0652497579621,11,VB,Suppleant,"",2022-09-26,9496
5274,kammaruppdrag,Stefan Wikén 2006-10-02 - 2006-10-06,2006-10-02,0332067570917,238,kam,Riksdagsledamot,Ledig,2006-10-06,5269
51792,uppdrag,Utbildningsutskottet,2018-10-02,07012286624,8,UbU,Ledamot,"",2022-09-26,51786
49421,Departement,Jordbruksdepartementet,2006-10-02,0582064163300,0,Jo,Jordbruksminister,"",2006-10-06,49420
30472,uppdrag,Utrikesutskottet,2012-03-12,0521844714515,17,UU,Suppleant,"",2014-09-29,30447
23341,Riksdagsorgan,Nordiska rådets svenska delegation,2011-10-12,0925451929216,15,NR,Suppleant,"",2012-09-18,23323
53767,uppdrag,EU-nämnden,2020-04-08,0847676507229,0,EUN,Extra suppleant,"",2020-11-29,53743
47137,uppdrag,Kulturutskottet,2017-10-13,0111479807829,8,KrU,Ledamot,"",2018-09-24,47113
49976,kammaruppdrag,"",2022-09-26,037781229619,120,kam,Riksdagsledamot,Tjänstgörande,2026-09-28,49975
7851,uppdrag,Finansutskottet,2001-03-08,0782242286018,0,FiU,Ledamot,"",2002-09-29,7841
25568,kammaruppdrag,Karin Falkmer,1995-01-10,0913138972707,279,kam,Ersättare,Ersättare,1995-10-09,25567
15937,kammaruppdrag,"",1995-10-10,0229002789006,78,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,15931
6759,kammaruppdrag,"",1994-10-03,0348289738906,318,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,6758
21771,uppdrag,Civilutskottet,2020-03-18,0582811195313,98,CU,Suppleant,"",2022-09-26,21758
26710,kammaruppdrag,Tomas Kronståhl,2020-09-08,0624994476012,61,kam,Ersättare,Ersättare,2020-12-01,26709
29323,Riksdagsorgan,Utrikesnämnden,2010-10-12,0893004490313,1,UN,Suppleant,"",2014-10-07,29266
49116,uppdrag,Trafikutskottet,2022-10-04,0737666060225,10,TU,Suppleant,"",2025-10-01,49111
47050,uppdrag,Näringsutskottet,2020-03-18,0274462857213,207,NU,Suppleant,"",2022-09-26,47036
11127,kammaruppdrag,Ulf Löfgren 1990-10-15 - 1990-11-15,1990-10-15,0740487617408,182,kam,Riksdagsledamot,Ledig,1990-11-15,11125
