person_id,first_name,last_name,party,born_year,gender,status,election_region,total_votes,yes_percentage,no_percentage,absence_rate,rebel_rate,success_rate,voting_days,first_vote_date,last_vote_date,voting_participation_rate,loyalty_rate,voting_consistency_score,analysis_comment
0548038946425,Per,Olsson Fridh,MP,1981,MAN,Tidigare riksdagsledamot,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0690634259002,Max,Montalvo,NYD,1948,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
039102787629,Oliver,Rosengren,M,1992,MAN,Tjänstgörande riksdagsledamot,Kronobergs län,451606,59.15,17.20,14.54,0.00,91.42,5,2022-01-01,2026-01-01,85.46,100.00,91.42,Often on winning side
0745615729714,Kia,Andreasson,MP,1949,KVINNA,Tidigare riksdagsledamot,Göteborgs kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
3c1c7c4d-8d6f-4b32-b8a4-57878f909609,Carl-Gustav,Enskog,L,1915,MAN,Inga uppdrag,Västmanlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0193303720505,Anita,Johansson,S,1944,KVINNA,Tidigare riksdagsledamot,Stockholms län,654026,58.70,19.31,17.05,0.00,47.60,5,2002-01-01,2006-01-01,82.95,100.00,47.60,Generally aligned
0687866836701,Margareta,Palmqvist,S,1928,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
256059fd-aee6-48f4-9409-a12be47de19b,Rune,Johansson,S,1917,MAN,Inga uppdrag,Östergötlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0783865993627,Tomas,Avenborg,M,1974,MAN,Tidigare ersättare,Skåne läns södra,158097,63.79,19.23,12.24,0.00,88.75,2,2011-01-01,2012-01-01,87.76,100.00,88.75,Often on winning side
0392711595808,Conny,Fredriksson,S,1940,MAN,Status saknas,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
4ce9e150-0c75-43a6-979b-e26fdbee1446,Arne,Blomkvist,S,1914,MAN,Inga uppdrag,Skaraborgs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0716036604716,Elisabet,Knutsson,MP,1952,KVINNA,Tidigare ersättare,Skåne läns norra och östra,613193,63.91,16.86,13.59,0.11,81.95,5,2014-01-01,2018-01-01,86.41,99.89,81.86,Often on winning side
0153549892302,Maj-Lis,Lööw,S,1936,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0313390540217,Ingela,Nylund Watz,S,1962,KVINNA,Tjänstgörande riksdagsledamot,Stockholms län,2423456,55.93,16.50,21.51,0.01,49.32,17,2010-01-01,2026-01-01,78.49,99.99,49.32,Generally aligned
b9e2a2b5-8126-4d10-a3fd-5f8227bb5c8c,Göte,Peterson,S,1919,MAN,Inga uppdrag,Blekinge län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0505599928316,Carl Fredrik,Graf,M,1959,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0903544136890,Ralf,Lindström,S,1923,MAN,Avliden  2016-03-07,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0191486414825,Khashayar,Farmanbar,S,1976,MAN,Tidigare statsråd,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0124035957411,Kent,Persson,V,1951,MAN,Tidigare riksdagsledamot,Västmanlands län,1082947,59.12,22.90,14.27,0.45,16.92,9,2006-01-01,2014-01-01,85.73,99.55,16.84,Generally aligned
082139988919,Kerstin,Hermansson,C,1960,KVINNA,Tillgänglig ersättare,Västra Götalands läns södra,33853,57.17,22.43,18.04,0.00,90.72,1,2007-01-01,2007-01-01,81.96,100.00,90.72,Often on winning side
0200003128803,Lennart,Daléus,C,1946,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0739780276601,Alf,Svensson,KD,1938,MAN,Tidigare riksdagsledamot,Skåne läns norra och östra,984529,57.17,21.38,17.25,0.04,31.34,8,2002-01-01,2009-01-01,82.75,99.96,31.33,Generally aligned
0600928907216,Carina,Hägg,S,1957,KVINNA,Tidigare riksdagsledamot,Jönköpings län,1736973,58.96,21.55,15.31,0.18,43.38,13,2002-01-01,2014-01-01,84.69,99.82,43.30,Generally aligned
0455181302203,Conny,Sandholm,FP,1941,MAN,Avliden  1996-02-22,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0241621108903,Bengt,Silfverstrand,S,1941,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0285527517421,Caroline,Nordengrip,SD,1980,KVINNA,Tillgänglig ersättare,Västra Götalands läns södra,728014,40.74,12.65,40.83,0.00,24.83,5,2018-01-01,2022-01-01,59.17,100.00,24.83,Frequently absent
76a871f5-5fc4-4d7a-93a4-ab058b41f067,Sigvard,Karlehagen,C,1940,MAN,Inga uppdrag,Örebro län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0599661454115,Lena,Bäckelin,S,1964,KVINNA,Tillgänglig ersättare,Jämtlands län,136459,58.71,17.73,14.74,0.00,47.57,3,2023-01-01,2025-01-01,85.26,100.00,47.57,Generally aligned
0442579593600,Margareta,Fogelberg,L,1935,KVINNA,Avliden  2024-06-22,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0975579292417,Monica,Green,S,1959,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns östra,2350166,60.25,20.32,14.87,0.07,54.98,17,2002-01-01,2018-01-01,85.13,99.93,54.94,Generally aligned
0627722735100,Lennart,Kollmats,L,1943,MAN,Avliden  2025-01-01,Hallands län,654026,58.70,19.31,17.05,0.59,38.90,5,2002-01-01,2006-01-01,82.95,99.41,38.67,Generally aligned
0990007083418,Lars,Ångström,MP,1955,MAN,Tidigare riksdagsledamot,Stockholms län,654026,58.70,19.31,17.05,1.71,50.05,5,2002-01-01,2006-01-01,82.95,98.29,49.19,Generally aligned
105c35b4-4b84-49fb-9fd7-1ed45864ed63,Karl,Björzén,M,1923,MAN,Inga uppdrag,Västmanlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0311009915309,Barbro,Sandberg,FP,1935,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0761548559113,Christin,Hagberg,S,1958,KVINNA,Tidigare riksdagsledamot,Skåne läns västra,1210332,56.95,22.28,16.81,0.23,59.89,11,2002-01-01,2012-01-01,83.19,99.77,59.75,Generally aligned
0262525788220,Johanna,Hornberger,M,1975,KVINNA,Tidigare ersättare,Stockholms län,265240,59.61,17.20,14.44,0.00,86.31,3,2022-01-01,2024-01-01,85.56,100.00,86.31,Often on winning side
0973566938927,Elisabet,Lann,KD,1977,KVINNA,Sjukvårdsminister,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0740457070816,Margot,Wallström,S,1954,KVINNA,Tidigare utrikesminister,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0523f3cd-193d-4bca-885e-e5e6c753e80d,Rune,Gustavsson,C,1920,MAN,Inga uppdrag,Kronobergs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0928479652300,Lars,Björkman,M,1936,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0119851690521,David,Perez,SD,1990,MAN,Tjänstgörande riksdagsledamot,Uppsala län,752793,49.09,15.32,28.54,0.00,52.99,6,2021-01-01,2026-01-01,71.46,100.00,52.99,Frequently absent
0800081986104,Christina,Raud,S,1939,KVINNA,Status saknas,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0246672208812,Cecilia,Malmström,FP,1968,KVINNA,Tidigare statsråd,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0119158487501,Ove,Karlsson,S,1933,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0611350076611,Susanne,Nordström,M,1963,KVINNA,Tjänstgörande talmansersättare,Östergötlands län,451606,59.15,17.20,14.54,0.00,88.64,5,2022-01-01,2026-01-01,85.46,100.00,88.64,Often on winning side
0624994476012,Nermina,Mizimovic,S,1973,KVINNA,Tillgänglig ersättare,Kalmar län,130875,58.18,15.89,16.18,0.53,88.80,2,2019-01-01,2020-01-01,83.82,99.47,88.33,Often on winning side
0523902030928,Aylin,Nouri,S,1992,KVINNA,Tjänstgörande riksdagsledamot,Västra Götalands läns västra,1028503,46.11,13.89,33.15,0.03,48.25,9,2018-01-01,2026-01-01,66.85,99.97,48.24,Frequently absent
0600069352021,Fredrik,Kärrholm,M,1985,MAN,Tjänstgörande riksdagsledamot,Stockholms kommun,365054,59.70,17.28,14.45,0.00,69.69,5,2022-01-01,2026-01-01,85.55,100.00,69.69,Generally aligned
0634320940409,Catarina,Rönnung,S,1938,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0483837558914,Anna-Lena,Sörenson,S,1954,KVINNA,Tidigare riksdagsledamot,Östergötlands län,1243836,63.65,18.50,12.74,0.06,65.85,9,2010-01-01,2018-01-01,87.26,99.94,65.81,Generally aligned
0256716955026,Serkan,Köse,S,1976,MAN,Tjänstgörande riksdagsledamot,Stockholms län,1702771,52.81,15.11,25.47,0.00,65.14,13,2014-01-01,2026-01-01,74.53,100.00,65.14,Frequently absent
0778776381700,Anders,Andersson,M,1928,MAN,Avliden  1989-05-08,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0613297818326,Mathias,Tegnér,S,1979,MAN,Tjänstgörande riksdagsledamot,Stockholms län,1552003,55.97,16.16,20.79,0.00,64.83,13,2014-01-01,2026-01-01,79.21,100.00,64.83,Generally aligned
0483316376813,Mikael,Odenberg,M,1953,MAN,Tidigare riksdagsledamot,Stockholms kommun,654026,58.70,19.31,17.05,0.16,33.35,5,2002-01-01,2006-01-01,82.95,99.84,33.30,Generally aligned
0371882294919,Carita,Boulwén,SD,1967,KVINNA,Tjänstgörande riksdagsledamot,Hallands län,451606,59.15,17.20,14.54,0.00,60.20,5,2022-01-01,2026-01-01,85.46,100.00,60.20,Generally aligned
2879b4b7-4db2-4fe4-9a0b-21452a6ddcee,Eric,Rejdnell,L,1924,MAN,Inga uppdrag,Kalmar län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0811237096101,Gunilla,André,C,1931,KVINNA,Avliden  2025-07-13,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
e38e2ec9-1d12-4010-a665-ec48e7062a7f,Anna,Eliasson,C,1944,KVINNA,Inga uppdrag,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0954999878706,Kenth,Skårvik,FP,1935,MAN,Avliden  2018-01-05,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0933523418809,Ingbritt,Irhammar,C,1945,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
b0a3dfb2-0f11-4c8e-ab58-5bcf21bc4655,Bernt,Nilsson,S,1919,MAN,Inga uppdrag,Kalmar län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0334816698724,Karolina,Skog,MP,1976,KVINNA,Tidigare riksdagsledamot,Stockholms län,490345,32.67,9.38,53.09,0.00,31.46,3,2019-01-01,2021-01-01,46.91,100.00,31.46,Frequently absent
0379072486818,Anna,Ibrisagic,M,1967,KVINNA,Tidigare riksdagsledamot,"",325268,61.25,18.19,15.29,0.00,31.11,4,2002-01-01,2006-01-01,84.71,100.00,31.11,Generally aligned
0719430958705,Inga-Britt,Johansson,S,1937,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0668927708809,Görel,Bohlin,M,1930,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0316979049321,Karl,Längberg,S,1985,MAN,Tidigare ersättare,Kalmar län,125291,61.53,16.24,15.15,0.00,95.26,1,2018-01-01,2018-01-01,84.85,100.00,95.26,Often on winning side
0544137999406,Björn,von der Esch,KD,1930,MAN,Tidigare riksdagsledamot,Södermanlands län,654026,58.70,19.31,17.05,0.85,37.51,5,2002-01-01,2006-01-01,82.95,99.15,37.19,Generally aligned
0653617472000,Göran,Åstrand,M,1931,MAN,Avliden  2023-03-12,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0729710260118,Helena,Bouveng,M,1962,KVINNA,Tjänstgörande riksdagsledamot,Jönköpings län,2875760,55.49,18.12,20.89,0.06,67.60,21,2006-01-01,2026-01-01,79.11,99.94,67.56,Generally aligned
0892012091809,Sten,Andersson,-,1943,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0566106045918,Maria,Hassan,S,1952,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,654026,58.70,19.31,17.05,0.05,92.00,5,2002-01-01,2006-01-01,82.95,99.95,91.95,Often on winning side
0329931353706,Marit,Paulsen,L,1939,KVINNA,Avliden  2022-07-25,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0853813080501,Majléne,Westerlund Panke,S,1946,KVINNA,Tidigare riksdagsledamot,Hallands län,654026,58.70,19.31,17.05,0.00,80.26,5,2002-01-01,2006-01-01,82.95,100.00,80.26,Often on winning side
0430865615328,Linda,Lindberg,SD,1974,KVINNA,Tjänstgörande riksdagsledamot,Skåne läns västra,1179620,47.79,14.39,30.76,0.09,36.13,9,2018-01-01,2026-01-01,69.24,99.91,36.10,Frequently absent
0938171000810,Annette,Rydell,S,1965,KVINNA,Tillgänglig ersättare,Blekinge län,130875,60.46,16.93,14.03,0.00,56.53,2,2022-01-01,2023-01-01,85.97,100.00,56.53,Generally aligned
0583060288605,Larz,Johansson,C,1937,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0440225263920,Robert,Olesen,S,1975,MAN,Tjänstgörande riksdagsledamot,Kronobergs län,98069,58.43,17.22,14.48,0.00,45.19,2,2025-01-01,2026-01-01,85.52,100.00,45.19,Generally aligned
0987605799006,Olle,Svensson,S,1925,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0925516323103,Ingegerd,Troedsson,M,1929,KVINNA,Avliden  2012-11-03,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
091303475611,Eric,Palmqvist,SD,1970,MAN,Tjänstgörande riksdagsledamot,Norrbottens län,1179620,47.79,14.39,30.76,0.09,42.04,9,2018-01-01,2026-01-01,69.24,99.91,42.00,Frequently absent
6c2fa6ce-01f9-4055-aabe-491b3eec3640,Axel,Wennerholm,M,1929,MAN,Inga uppdrag,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0822010116020,Jim,Svensk Larm,S,1987,MAN,Tillgänglig ersättare,Gävleborgs län,132271,60.49,17.00,14.03,0.00,50.39,2,2022-01-01,2023-01-01,85.97,100.00,50.39,Generally aligned
0225608811605,Olle,Grahn,FP,1932,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0332721987700,Bo,Nilsson,S,1940,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0924947945722,Maryam,Yazdanfar,S,1980,KVINNA,Tidigare riksdagsledamot,Stockholms län,810727,57.42,22.99,16.01,0.34,42.06,10,2004-01-01,2013-01-01,83.99,99.66,41.92,Generally aligned
0319345085107,Grethe,Lundblad,S,1925,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0450899632600,Wivi-Anne,Radesjö,S,1935,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
043961676409,Roland,Larsson,S,1940,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
6eba0558-0640-4132-a77d-fe86dbb7adff,Harald,Almgren,S,1909,MAN,Inga uppdrag,Jönköpings län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0829600202519,Anna-Karin,Lundström,S,1962,KVINNA,Tidigare ersättare,Stockholms län,12913,51.00,25.18,19.82,0.00,32.43,1,2006-01-01,2006-01-01,80.18,100.00,32.43,Generally aligned
4aa14adf-03f2-4214-a858-73881f579145,Britta,Bergström,L,1917,KVINNA,Inga uppdrag,"Fyrstadskretsen 1971-1973 och
1976/77-1987/79",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
022805994927,Sofia,Westergren,M,1974,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns västra,728014,40.74,12.65,40.83,0.00,32.07,5,2018-01-01,2022-01-01,59.17,100.00,32.07,Frequently absent
0979018047922,Kajsa,Lunderquist,M,1983,KVINNA,Tidigare ersättare,Malmö kommun,384947,63.03,20.96,11.79,0.00,69.63,5,2010-01-01,2014-01-01,88.21,100.00,69.63,Generally aligned
0271338654822,Ola,Möller,S,1983,MAN,Tjänstgörande riksdagsledamot,Skåne läns västra,1174385,47.73,14.36,30.85,0.00,50.17,9,2018-01-01,2026-01-01,69.15,100.00,50.17,Frequently absent
0519542449425,Fredrik,Christensson,C,1991,MAN,Tidigare riksdagsledamot,Västra Götalands läns norra,1341207,51.33,14.57,28.38,0.00,51.05,9,2014-01-01,2022-01-01,71.62,100.00,51.05,Frequently absent
042413114103,Anne,Oskarsson,SD,1946,KVINNA,Tidigare riksdagsledamot,Kalmar län,728014,40.74,12.65,40.83,0.05,30.49,5,2018-01-01,2022-01-01,59.17,99.95,30.47,Frequently absent
0104804820009,Per,Unckel,M,1948,MAN,Avliden  2011-09-20,"",33504,63.49,17.33,10.97,0.00,29.17,3,2002-01-01,2006-01-01,89.03,100.00,29.17,Generally aligned
046137638006,Owe,Andréasson,S,1930,MAN,Avliden  2010-07-10,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0416079977115,Jens,Orback,S,1959,MAN,Tidigare statsråd,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0537180788018,Dick,Erixon,SD,1962,MAN,Europaparlamentariker,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0831039938224,Adam,Marttinen,SD,1983,MAN,Tjänstgörande riksdagsledamot,Södermanlands län,1842720,53.63,15.34,24.52,0.04,43.86,14,2013-01-01,2026-01-01,75.48,99.96,43.84,Generally aligned
0745594497101,Lars-Ivar,Ericson,C,1948,MAN,Avliden  2025-06-17,Skåne läns norra och östra,916823,57.57,20.88,17.19,0.27,54.51,8,2002-01-01,2009-01-01,82.81,99.73,54.36,Generally aligned
0254695027922,Malcolm Momodou,Jallow,V,1975,MAN,Tjänstgörande riksdagsledamot,Malmö kommun,1373315,49.80,14.71,28.54,0.00,34.05,10,2017-01-01,2026-01-01,71.46,100.00,34.05,Frequently absent
0861447317415,Thomas,Finnborg,M,1954,MAN,Tidigare riksdagsledamot,Skåne läns västra,1243836,63.65,18.50,12.74,0.03,73.32,9,2010-01-01,2018-01-01,87.26,99.97,73.30,Often on winning side
0457308547314,Karin,Svensson Smith,MP,1956,KVINNA,Tidigare riksdagsledamot,Skåne läns södra,1719523,59.10,20.41,15.95,1.20,54.17,14,2002-01-01,2018-01-01,84.05,98.80,53.52,Generally aligned
0376867803913,Agneta,Gille,S,1956,KVINNA,Tidigare riksdagsledamot,Uppsala län,2350166,60.25,20.32,14.87,0.04,60.31,17,2002-01-01,2018-01-01,85.13,99.96,60.29,Generally aligned
0263304349100,Christina,Andersson,C,1948,KVINNA,Tidigare ersättare,Södermanlands län,88995,55.26,23.60,17.62,0.39,76.86,5,2004-01-01,2009-01-01,82.38,99.61,76.56,Often on winning side
7eabb7af-f984-4dfb-9d35-53a3ef5c8ce4,Per,Stjernström,C,1936,MAN,Inga uppdrag,Jämtlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0420946896300,Birgitta,Rydle,M,1928,KVINNA,Avliden  2012-11-02,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0805977157102,Kjell-Olof,Feldt,S,1931,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0787535945527,Jennie,Åfeldt,SD,1974,KVINNA,Tidigare riksdagsledamot,Skåne läns södra,1341207,51.33,14.57,28.38,0.03,39.81,9,2014-01-01,2022-01-01,71.62,99.97,39.80,Frequently absent
0559652845303,Jarl,Lander,S,1944,MAN,Tidigare riksdagsledamot,Värmlands län,654026,58.70,19.31,17.05,0.05,76.90,5,2002-01-01,2006-01-01,82.95,99.95,76.86,Often on winning side
0892215792827,Torsten,Lindström,KD,1974,MAN,Tidigare riksdagsledamot,Västmanlands län,654026,58.70,19.31,17.05,0.27,38.26,5,2002-01-01,2006-01-01,82.95,99.73,38.16,Generally aligned
0792733370419,Magnus,Oscarsson,KD,1970,MAN,Tjänstgörande riksdagsledamot,Östergötlands län,1792813,53.30,15.23,24.89,0.10,51.53,13,2014-01-01,2026-01-01,75.11,99.90,51.48,Generally aligned
0542573140300,Ulf,Nilsson,L,1945,MAN,Tidigare riksdagsledamot,Skåne läns södra,1736973,58.96,21.55,15.31,0.16,71.23,13,2002-01-01,2014-01-01,84.69,99.84,71.12,Often on winning side
0454698803028,Sofia,Nilsson,C,1982,KVINNA,Tidigare riksdagsledamot,Skåne läns norra och östra,728014,40.74,12.65,40.83,0.00,43.14,5,2018-01-01,2022-01-01,59.17,100.00,43.14,Frequently absent
0447050635303,Paul,Ciszuk,MP,1939,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0225823431305,Stefan,Hagfeldt,M,1944,MAN,Tidigare riksdagsledamot,Östergötlands län,620522,58.44,19.41,17.38,0.06,43.87,5,2002-01-01,2006-01-01,82.62,99.94,43.84,Generally aligned
0913695315308,Hans Göran,Franck,S,1925,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0332067570917,Berit,Andnor,S,1954,KVINNA,Tidigare riksdagsledamot,Jämtlands län,452304,53.16,26.81,17.56,0.39,25.77,5,2006-01-01,2010-01-01,82.44,99.61,25.67,Generally aligned
0992867772421,Nils,Seye Larsen,MP,1980,MAN,Tjänstgörande riksdagsledamot,Västerbottens län,173453,58.37,17.11,14.60,0.00,30.38,3,2024-01-01,2026-01-01,85.40,100.00,30.38,Generally aligned
0973815455017,Anders,Castberger,L,1950,MAN,Tidigare riksdagsledamot,Västra Götalands läns norra,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0324815829026,Johan,Linander,C,1974,MAN,Tidigare riksdagsledamot,Skåne läns södra,1553050,59.38,21.32,15.02,0.18,65.89,13,2002-01-01,2014-01-01,84.98,99.82,65.77,Generally aligned
045666679112,Annelie,Enochson,KD,1953,KVINNA,Tidigare riksdagsledamot,Göteborgs kommun,1736973,58.96,21.55,15.31,0.14,62.67,13,2002-01-01,2014-01-01,84.69,99.86,62.58,Generally aligned
0404836900409,Arne,Andersson,S,1928,MAN,Avliden  2011-04-19,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
401af954-76b7-4786-8147-56a5b267b1ca,Allan,Gustafsson,C,1918,MAN,Inga uppdrag,Värmlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0963046628824,Christian,Lindefjärd,SD,1976,MAN,Tjänstgörande riksdagsledamot,Stockholms län,186366,58.51,17.19,14.68,0.00,76.59,3,2024-01-01,2026-01-01,85.32,100.00,76.59,Often on winning side
0473783431010,Morgan,Johansson,S,1970,MAN,Tjänstgörande riksdagsledamot,Skåne läns södra,1357610,59.41,20.70,14.31,0.23,38.69,14,2006-01-01,2026-01-01,85.69,99.77,38.60,Generally aligned
0504312377900,Harriet,Colliander,NYD,1943,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
f95ce524-e8ef-4547-aad6-c7340cf62f05,Stig,Alftin,S,1929,MAN,Inga uppdrag,Gävleborgs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0728463811911,Åsa,Ågren Wikström,M,1970,KVINNA,Tidigare riksdagsledamot,Norrbottens län,49907,63.85,23.74,10.20,0.00,40.56,2,2010-01-01,2011-01-01,89.80,100.00,40.56,Generally aligned
0166790812128,Hanif,Bali,M,1987,MAN,Tidigare riksdagsledamot,Stockholms län,1971850,55.19,16.34,23.11,0.46,59.96,13,2010-01-01,2022-01-01,76.89,99.54,59.68,Generally aligned
0412860732608,Roine,Carlsson,S,1937,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
b13bbf19-e175-4f32-bcca-24a445bf6961,Svante,Kristiansson,S,1907,MAN,Inga uppdrag,Kristianstads län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0703309898919,Charlotta L,Bjälkebring,V,1960,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0171759254626,Alice,Teodorescu Måwe,KD,1984,KVINNA,Europaparlamentariker,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0652497579621,Johanna,Haraldsson,S,1980,KVINNA,Tjänstgörande riksdagsledamot,Jönköpings län,1792813,53.30,15.23,24.89,0.00,68.04,13,2014-01-01,2026-01-01,75.11,100.00,68.04,Generally aligned
0247856302113,Thomas,Nihlén,MP,1953,MAN,Tidigare riksdagsledamot,Västerbottens län,452304,53.16,26.81,17.56,0.23,21.06,5,2006-01-01,2010-01-01,82.44,99.77,21.01,Generally aligned
0617957067613,Helene,Petersson,S,1956,KVINNA,Tidigare riksdagsledamot,Jönköpings län,2350166,60.25,20.32,14.87,0.01,65.37,17,2002-01-01,2018-01-01,85.13,99.99,65.36,Generally aligned
0388849444310,Maria,Borelius,M,1960,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0220310363926,Sara,Skyttedal,KD,1986,KVINNA,Tidigare europaparlamentariker,Östergötlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
b6dd4b0b-40d6-48dd-8c77-825e1b9f1486,Eva,Åsbrink,S,1912,KVINNA,Inga uppdrag,Skaraborgs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0763857902700,Lars,Härneman,FP,1931,MAN,Status saknas,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0280087199210,Valter,Mutt,MP,1955,MAN,Tidigare riksdagsledamot,Göteborgs kommun,1243836,63.65,18.50,12.74,0.39,56.06,9,2010-01-01,2018-01-01,87.26,99.61,55.84,Generally aligned
