hjid,country_id,country_value,data_value,indicator_id,indicator_value,year_date,data__data_element_hjid
2550511,DK,Denmark,"",SL.EMP.1524.SP.NE.ZS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",1978,
2678675,NO,Norway,"",DT.NFL.IFAD.CD,"Net official flows from UN agencies, IFAD (current US$)",1967,
2869646,NO,Norway,-24.8135,EN.GHG.CO2.LU.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),2009,
2672398,NO,Norway,"",ER.H2O.FWIN.ZS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",1985,
2814588,US,United States,4.91493459054413,ST.INT.XPND.MP.ZS,"International tourism, expenditures (% of total imports)",2005,
2506861,NO,Norway,"",DT.NFL.UNPB.CD,"Net official flows from UN agencies, UNPBF (current US$)",2002,
2896487,US,United States,"",per_lm_alllm.cov_q1_tot,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),1971,
2466976,SE,Sweden,104.390316353376,NE.DAB.TOTL.ZS,Gross national expenditure (% of GDP),1965,
2541624,GB,United Kingdom,43320.5628684438,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),2005,
2551425,NO,Norway,"",IQ.CPA.PADM.XQ,CPIA quality of public administration rating (1=low to 6=high),2011,
2916008,NO,Norway,78.6628265380859,SE.PRE.ENRR.FE,"School enrollment, preprimary, female (% gross)",2000,
2788411,DK,Denmark,"",BM.GSR.INSF.ZS,"Insurance and financial services (% of service imports, BoP)",1963,
2843077,GB,United Kingdom,48.77193,SE.PRM.ENRL.FE.ZS,"Primary education, pupils (% female)",1985,
2650124,NO,Norway,"",FX.OWN.TOTL.FE.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",2012,
2849394,GB,United Kingdom,-2607185084.12915,NY.GSR.NFCY.CD,Net primary income (Net income from abroad) (current US$),1983,
2525658,SE,Sweden,"",SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",1960,
2775211,DK,Denmark,66.426,SL.EMP.1524.SP.ZS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",1998,
2420354,US,United States,"",SE.SEC.UNER.LO.ZS,Adolescents out of school (% of lower secondary school age),1996,
2896232,US,United States,"",IC.FRM.CRDC.FL.ZS,Firms that are fully credit constrained (% of firms),2021,
2618257,GB,United Kingdom,"",per_allsp.adq_pop_tot,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),2022,
2894905,US,United States,7.4547239,NY.ADJ.AEDU.GN.ZS,Adjusted savings: education expenditure (% of GNI),1970,
2946743,FI,Finland,"",VA.PER.RNK.UPPER,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",1962,
2980466,GB,United Kingdom,21.09702,SE.XPD.SECO.PC.ZS,"Government expenditure per student, secondary (% of GDP per capita)",1999,
2307131,DK,Denmark,"",IC.FRM.CRDC.PT.ZS,Firms that are partially credit constrained (% of firms),1984,
2978390,GB,United Kingdom,65088000,SP.POP.TOTL,"Population, total",2015,
2306429,DK,Denmark,"",IC.FRM.LOTM.ZS,Firms where largest owner is also the top manager (% of firms),1977,
2502837,SE,Sweden,"",SH.DYN.NCOM.MA.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",1990,
2351868,DK,Denmark,22.9020567637129,SP.POP.DPND.OL,"Age dependency ratio, old (% of working-age population)",1986,
2912294,FI,Finland,"",SE.PRM.TCHR.FE.ZS,"Primary education, teachers (% female)",1994,
2987823,GB,United Kingdom,"",SE.PRM.NINT.ZS,Net intake rate in grade 1 (% of official school-age population),1977,
2672129,DK,Denmark,"",DT.NFL.MOTH.CD,"Net financial flows, others (NFL, current US$)",1977,
2347248,SE,Sweden,"",IC.GOV.DURS.ZS,Time spent dealing with the requirements of government regulations (% of senior management time),1966,
2308074,DK,Denmark,"",IC.CUS.DURS.IM,Average time to clear imports through customs (days),1977,
2789037,US,United States,4.61033845819525,FM.AST.PRVT.ZG.M3,Claims on private sector (annual growth as % of broad money),1987,
2618490,GB,United Kingdom,5,GE.NO.SRC,Government Effectiveness: Number of Sources,2003,
2976938,GB,United Kingdom,67000000,GC.TAX.EXPT.CN,Taxes on exports (current LCU),1977,
2999333,GB,United Kingdom,2297114873000,NY.GDP.MKTP.KN,GDP (constant LCU),2017,
2968128,GB,United Kingdom,74.0602897152194,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1987,
2320234,SE,Sweden,1.08463823795319,PV.EST,Political Stability and Absence of Violence/Terrorism: Estimate,2009,
2368648,GB,United Kingdom,3,SH.DYN.2024,"Probability of dying among youth ages 20-24 years (per 1,000)",1999,
2847456,NO,Norway,"",IC.FRM.CRDC.FL.ZS,Firms that are fully credit constrained (% of firms),2018,
2529472,SE,Sweden,1.0014899969101,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",1983,
3000458,NO,Norway,160953000000,TX.VAL.MRCH.CD.WT,Merchandise exports (current US$),2012,
2658041,NO,Norway,24.7287389200434,CM.MKT.INDX.ZG,S&P Global Equity Indices (annual % change),2005,
2336608,SE,Sweden,37108259190.0777,NY.TRF.NCTR.KN,Net secondary income (Net current transfers from abroad) (constant LCU),2006,
2305381,SE,Sweden,"",SP.REG.DTHS.ZS,Completeness of death registration with cause-of-death information (%),2005,
2724289,FI,Finland,"",NE.CON.GOVT.CN,General government final consumption expenditure (current LCU),1969,
2787647,DK,Denmark,"",BX.GRT.TECH.CD.WD,"Technical cooperation grants (BoP, current US$)",1997,
2547464,DK,Denmark,1.45108607654847,SL.FAM.WORK.FE.ZS,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",2002,
2617941,US,United States,"",SE.SEC.CUAT.PO.MA.ZS,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",2002,
2873855,US,United States,100,VA.PER.RNK.UPPER,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",2002,
2333300,NO,Norway,"",SH.MLR.INCD.P3,"Incidence of malaria (per 1,000 population at risk)",1989,
2491350,DK,Denmark,"",IC.BRE.BI.P1,B-READY: Business Insolvency Pillar 1: Quality of Regulations for Judicial Insolvency Proceedings,2012,
2409682,SE,Sweden,0.269803923785946,TM.VAL.MRCH.WR.ZS,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),1992,
2399365,SE,Sweden,19.3934506135579,GC.TAX.TOTL.GD.ZS,Tax revenue (% of GDP),1976,
2542007,SE,Sweden,"",CC.PER.RNK,Control of Corruption: Percentile Rank,1967,
2448555,SE,Sweden,"",SH.TBS.DTEC.ZS,"Tuberculosis case detection rate (%, all forms)",1961,
2866466,GB,United Kingdom,1.38166288926276,SP.POP.80UP.MA.5Y,"Population ages 80 and above, male (% of male population)",1970,
2964928,FI,Finland,17414908202.5541,BM.GSR.TOTL.CD,"Imports of goods, services and primary income (BoP, current US$)",1985,
2456761,SE,Sweden,"",BM.KLT.DINV.CD.WD,"Foreign direct investment, net outflows (BoP, current US$)",1966,
2322782,SE,Sweden,1.92565534892391,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2003,
2450570,SE,Sweden,"",SL.MNF.0714.FE.ZS,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",1988,
2602238,DK,Denmark,"",SE.PRM.PRS5.MA.ZS,"Persistence to grade 5, male (% of cohort)",1969,
2615971,GB,United Kingdom,"",IC.BRE.BE.OS,B-READY: Business Entry: Overall Score,2015,
2993275,GB,United Kingdom,"",DC.DAC.CZEL.CD,"Net bilateral aid flows from DAC donors, Czechia (current US$)",2015,
2620712,DK,Denmark,"",NY.ADJ.NNAT.CD,Adjusted savings: net national savings (current US$),1961,
2443552,SE,Sweden,"",DT.NFL.UNCTAD.CD,"Net official flows from UN agencies, UNCTAD (current US$)",1969,
2861248,US,United States,"",SH.STA.MMRT.NE,"Maternal mortality ratio (national estimate, per 100,000 live births)",2014,
2920867,FI,Finland,"",IC.BRE.P1.RF,B-READY: Pillar 1: Regulatory Framework,2011,
2592233,DK,Denmark,83.9335625399094,TM.VAL.MRCH.HI.ZS,Merchandise imports from high-income economies (% of total merchandise imports),2022,
2989282,GB,United Kingdom,"",EN.GHG.CO2.LU.OS.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),1997,
2353514,SE,Sweden,1.8879017829895,GE.EST,Government Effectiveness: Estimate,2005,
2998541,GB,United Kingdom,"",SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2017,
2665651,NO,Norway,"",SL.EMP.TOTL.SP.ZS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1961,
2367268,SE,Sweden,2793952,SP.POP.1564.FE.IN,"Population ages 15-64, female",1999,
2853301,NO,Norway,"",DC.DAC.AUTL.CD,"Net bilateral aid flows from DAC donors, Austria (current US$)",2015,
3023658,NO,Norway,"",IC.BRE.LB.P3,B-READY: Labor Pillar 3: Operational Efficiency of Labor Regulations and Public Services in Practice,1966,
2899749,US,United States,3.68,SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2022,
2342216,NO,Norway,0.0044,EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),1985,
2677139,GB,United Kingdom,14.0649,EN.GHG.FGAS.IP.MT.CE.AR5,F-gases emissions from Industrial Processes (Mt CO2e),2018,
2330438,SE,Sweden,"",EN.BIR.THRD.NO,"Bird species, threatened",1975,
2952918,FI,Finland,83725575.6852492,BN.KAC.EOMS.CD,"Net errors and omissions (BoP, current US$)",1983,
2531483,SE,Sweden,"",NY.GDP.MINR.RT.ZS,Mineral rents (% of GDP),2023,
2550492,DK,Denmark,68.229,SL.EMP.1524.SP.NE.ZS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",1997,
2368525,FI,Finland,0.994040012359619,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",1991,
2553348,NO,Norway,156,CM.MKT.LDOM.NO,"Listed domestic companies, total",1985,
2504337,SE,Sweden,"",SG.TIM.UWRK.MA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",2009,
2583939,GB,United Kingdom,"",per_si_allsi.adq_pop_tot,Adequacy of social insurance programs (% of total welfare of beneficiary households),1977,
2974869,GB,United Kingdom,"",NY.ADJ.DCO2.GN.ZS,Adjusted savings: carbon dioxide damage (% of GNI),1968,
2764161,DK,Denmark,"",NY.ADJ.DMIN.GN.ZS,Adjusted savings: mineral depletion (% of GNI),1963,
2594378,FI,Finland,"",SL.FAM.WORK.ZS,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",1973,
2536603,SE,Sweden,"",IC.BRE.MC.P1,B-READY: Market Competition Pillar 1: Quality of Regulations that Promote Market Competition,2007,
2967548,GB,United Kingdom,"",SE.SEC.ENRL.VO.FE.ZS,"Secondary education, vocational pupils (% female)",1964,
2461786,SE,Sweden,"",SE.SEC.CUAT.PO.FE.ZS,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",1978,
2947094,FI,Finland,30.2144201203053,SP.RUR.TOTL.ZS,Rural population (% of total population),2010,
2353353,GB,United Kingdom,7.72733225608192,SP.POP.1519.MA.5Y,"Population ages 15-19, male (% of male population)",1967,
2770518,DK,Denmark,8.425,SL.UEM.INTM.FE.ZS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",1995,
2940429,FI,Finland,2601528,SL.TLF.TOTL.IN,"Labor force, total",2000,
2563416,FI,Finland,"",DT.ODA.OATL.CD,Net official aid received (current US$),2000,
2634873,DK,Denmark,98.5507278442383,VA.PER.RNK,Voice and Accountability: Percentile Rank,2021,
2990579,GB,United Kingdom,"",DC.DAC.NORL.CD,"Net bilateral aid flows from DAC donors, Norway (current US$)",1970,
2514368,SE,Sweden,"",BM.GSR.GNFS.CD,"Imports of goods and services (BoP, current US$)",1967,
2756809,DK,Denmark,"",SL.UEM.BASC.FE.ZS,"Unemployment with basic education, female (% of female labor force with basic education)",1968,
2957898,FI,Finland,55648059.975885,BN.TRF.KOGT.CD,"Net capital account (BoP, current US$)",1996,
3023243,NO,Norway,4.55193581341018,NY.ADJ.NNTY.PC.KD.ZG,Adjusted net national income per capita (annual % growth),1981,
2651211,NO,Norway,"",DT.NFL.MOTH.CD,"Net financial flows, others (NFL, current US$)",1963,
2735604,DK,Denmark,"",GC.AST.TOTL.GD.ZS,Net acquisition of financial assets (% of GDP),1984,
2576061,FI,Finland,79.863,SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",2024,
2766495,NO,Norway,1237963000,NY.GSR.NFCY.KN,Net primary income (Net income from abroad) (constant LCU),2001,
2582533,SE,Sweden,"",IC.BRE.FS.P3,B-READY: Financial Services Pillar 3: Operational Efficiency of Receiving Financial Services,1993,
2475765,DK,Denmark,"",IT.NET.SECR.P6,Secure Internet servers (per 1 million people),1960,
2315510,FI,Finland,1.5443,EN.GHG.N2O.IP.MT.CE.AR5,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),2016,
3011987,NO,Norway,50330357899.4944,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),2003,
2889760,US,United States,28.297,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",2000,
2403026,SE,Sweden,0.2404,EN.GHG.N2O.BU.MT.CE.AR5,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),1980,
2744621,FI,Finland,4.8,TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)",2001,
2811831,US,United States,"",DT.NFL.WITC.CD,"Net official flows from UN agencies, WTO-ITC (current US$)",2001,
2783447,FI,Finland,10.6965,EN.GHG.CO2.TR.MT.CE.AR5,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),2015,
3001451,NO,Norway,14.7580155538833,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),1980,
2884275,US,United States,12845000000,BM.GSR.ROYL.CD,"Charges for the use of intellectual property, payments (BoP, current US$)",1999,
2470803,SE,Sweden,"",IQ.SPI.PIL3,Statistical performance indicators (SPI): Pillar 3 data products score (scale 0-100),1968,
2998982,GB,United Kingdom,"",per_lm_alllm.cov_q3_tot,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),1974,
2524394,US,United States,9878,SH.DTH.1519,Number of deaths ages 15-19 years,2014,
2883868,US,United States,"",DC.DAC.CZEL.CD,"Net bilateral aid flows from DAC donors, Czechia (current US$)",2011,
2863477,US,United States,"",SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",1985,
2532467,US,United States,3.0375,FR.INR.RISK,"Risk premium on lending (lending rate minus treasury bill rate, %)",2005,
2518796,SE,Sweden,55.2560128075609,BM.GSR.CMCP.ZS,"Communications, computer, etc. (% of service imports, BoP)",2017,
2634418,NO,Norway,9,RL.NO.SRC,Rule of Law: Number of Sources,2003,
2684434,DK,Denmark,"",SH.STA.HYGN.UR.ZS,"People with basic handwashing facilities including soap and water, urban (% of urban population)",2014,
2362358,NO,Norway,"",DT.NFL.SPRP.CD,"Net official flows from UN agencies, SPRP (current US$)",1995,
3020053,NO,Norway,10.737,SL.UEM.1524.FE.NE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",2023,
2555974,GB,United Kingdom,1220,AG.LND.PRCP.MM,Average precipitation in depth (mm per year),1977,
3008679,NO,Norway,29.5235203127817,NV.MNF.MTRN.ZS.UN,Machinery and transport equipment (% of value added in manufacturing),2016,
2807475,FI,Finland,"",NY.GDP.MKTP.CN.AD,GDP: linked series (current LCU),1979,
2870516,NO,Norway,0,NY.ADJ.DFOR.GN.ZS,Adjusted savings: net forest depletion (% of GNI),1984,
2525078,DK,Denmark,"",IQ.CPA.TRAN.XQ,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",1962,
2989415,GB,United Kingdom,75.7483825683594,SE.PRE.ENRR,"School enrollment, preprimary (% gross)",1998,
2450964,SE,Sweden,"",SH.XPD.GHED.PP.CD,"Domestic general government health expenditure per capita, PPP (current international $)",2023,
2566405,SE,Sweden,0.444778808556314,SL.FAM.WORK.MA.ZS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",1994,
2604586,DK,Denmark,"",RQ.PER.RNK.LOWER,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",1967,
2425911,SE,Sweden,"",NV.IND.TOTL.KN,"Industry (including construction), value added (constant LCU)",1976,
2920101,FI,Finland,"",IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),1997,
2597733,GB,United Kingdom,"",NE.CON.TOTL.KN,Final consumption expenditure (constant LCU),1961,
3016847,NO,Norway,"",SM.POP.TOTL,"International migrant stock, total",2002,
2996047,GB,United Kingdom,"",DT.ODA.ALLD.CD,Net official development assistance and official aid received (current US$),2012,
2317695,SE,Sweden,"",SE.ADT.LITR.MA.ZS,"Literacy rate, adult male (% of males ages 15 and above)",1977,
2834882,GB,United Kingdom,156648434000,NE.CON.PRVT.CN,Households and NPISHs Final consumption expenditure (current LCU),1980,
3005767,NO,Norway,"",NY.GDS.TOTL.ZS,Gross domestic savings (% of GDP),1960,
2397026,SE,Sweden,1.58816297928906,MS.MIL.XPND.GD.ZS,Military expenditure (% of GDP),2003,
2735159,DK,Denmark,"",IQ.SPI.OVRL,Statistical performance indicators (SPI): Overall score (scale 0-100),1968,
2732333,US,United States,"",SE.TER.CUAT.DO.MA.ZS,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",1968,
2839015,US,United States,0.562666190537744,AG.LND.ARBL.HA.PC,Arable land (hectares per person),2005,
2868107,US,United States,102.981742312132,NE.DAB.TOTL.ZS,Gross national expenditure (% of GDP),1987,
2805275,NO,Norway,7.017478945419,SP.POP.4549.FE.5Y,"Population ages 45-49, female (% of female population)",2018,
2937899,FI,Finland,"",EN.GHG.FGAS.IP.MT.CE.AR5,F-gases emissions from Industrial Processes (Mt CO2e),1971,
2605760,FI,Finland,"",SI.POV.GAPS,Poverty gap at $3.00 a day (2021 PPP) (%),1963,
2349222,FI,Finland,8.6301,EN.GHG.CO2.BU.MT.CE.AR5,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),1992,
