ministry_code,committee,decision_type,decision_quarter,decision_year,quarter_num,total_proposals,approved_proposals,rejected_proposals,referred_back_proposals,committee_referral_proposals,other_decisions,approval_rate,rejection_rate,committee_referral_rate,earliest_proposal_date,latest_proposal_date
Ju, Bifall,Acklamation,2013-10-01 00:00:00+00,2013,4,9,9,0,0,0,0,100.00,0.00,0.00,2013-10-24,2013-12-18
U t.o.m. 1 jan-07," Bifall,  Bifall,  Bifall",Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-20,2006-03-20
UD," Bifall,  Bifall,  Delvis bifall",Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-02-09,2006-02-09
Justitiedepartementet,Delvis bifall,"",2015-10-01 00:00:00+00,2015,4,1,1,0,0,0,0,100.00,0.00,0.00,2015-12-07,2015-12-07
M, Bifall,Röstning,2011-04-01 00:00:00+00,2011,2,1,1,0,0,0,0,100.00,0.00,0.00,2011-06-07,2011-06-07
Fö, Bifall,Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-03-12,2003-03-12
Justitiedepartementet, Bifall,Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-02-03,2005-02-03
FI, Bifall,Röstning,2002-10-01 00:00:00+00,2002,4,1,1,0,0,0,0,100.00,0.00,0.00,2002-10-08,2002-10-08
Utrikesdepartementet,Bifall,"",2021-04-01 00:00:00+00,2021,2,1,1,0,0,0,0,100.00,0.00,0.00,2021-05-04,2021-05-04
Justitiedepartementet,Bifall,"",2018-01-01 00:00:00+00,2018,1,16,16,0,0,0,0,100.00,0.00,0.00,2018-01-09,2018-03-07
Finansdepartementet,Bifall,"",2019-07-01 00:00:00+00,2019,3,2,2,0,0,0,0,100.00,0.00,0.00,2019-09-09,2019-09-09
N, Bifall,Acklamation,2005-04-01 00:00:00+00,2005,2,3,3,0,0,0,0,100.00,0.00,0.00,2005-04-13,2005-05-24
N, Delvis bifall,Acklamation,2012-01-01 00:00:00+00,2012,1,2,2,0,0,0,0,100.00,0.00,0.00,2012-02-20,2012-02-20
FI,Delvis bifall,"",2002-04-01 00:00:00+00,2002,2,1,0,0,0,1,0,0.00,0.00,100.00,2002-04-02,2002-04-02
Finansdepartementet,Bifall,"",2025-07-01 00:00:00+00,2025,3,4,4,0,0,0,0,100.00,0.00,0.00,2025-09-02,2025-09-30
M t.o.m. -04, Bifall,Acklamation,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-05-16,2003-05-16
Finansdepartementet,Bifall,"",2016-07-01 00:00:00+00,2016,3,5,5,0,0,0,0,100.00,0.00,0.00,2016-09-20,2016-09-27
FI, Bifall,Röstning,2007-10-01 00:00:00+00,2007,4,1,1,0,0,0,0,100.00,0.00,0.00,2007-10-09,2007-10-09
FI, Bifall,Acklamation,2009-04-01 00:00:00+00,2009,2,6,6,0,0,0,0,100.00,0.00,0.00,2009-04-08,2009-06-04
S, Bifall,Acklamation,2013-07-01 00:00:00+00,2013,3,1,1,0,0,0,0,100.00,0.00,0.00,2013-09-10,2013-09-10
Socialdepartementet,Bifall,"",2016-07-01 00:00:00+00,2016,3,1,1,0,0,0,0,100.00,0.00,0.00,2016-09-27,2016-09-27
FI, Bifall,Röstning,2008-10-01 00:00:00+00,2008,4,8,8,0,0,0,0,100.00,0.00,0.00,2008-10-16,2008-12-03
Ju, Bifall,Acklamation,2014-04-01 00:00:00+00,2014,2,4,4,0,0,0,0,100.00,0.00,0.00,2014-04-01,2014-06-05
N, Bifall,Acklamation,2011-07-01 00:00:00+00,2011,3,3,3,0,0,0,0,100.00,0.00,0.00,2011-07-06,2011-09-22
Fö, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,2,2,0,0,0,0,100.00,0.00,0.00,2014-03-12,2014-03-18
Näringsdepartementet,delvis bifall,"",2000-01-01 00:00:00+00,2000,1,4,0,0,0,4,0,0.00,0.00,100.00,2000-01-01,2000-01-01
Fö, Delvis bifall,Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-22,2006-03-22
N, Bifall,Acklamation,2008-10-01 00:00:00+00,2008,4,5,5,0,0,0,0,100.00,0.00,0.00,2008-10-02,2008-12-11
JO," Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Röstning,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-12-22,2004-12-22
S, Bifall,Röstning,2011-01-01 00:00:00+00,2011,1,1,1,0,0,0,0,100.00,0.00,0.00,2011-01-10,2011-01-10
FI," Bifall,  Bifall",Acklamation,2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-03-10,2009-03-10
Utrikesdepartementet, Bifall,Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-01-13,2005-01-13
Socialdepartementet,Bifall,"",2017-10-01 00:00:00+00,2017,4,3,3,0,0,0,0,100.00,0.00,0.00,2017-10-04,2017-11-22
Arbetsmarknadsdepartementet,Bifall,"",2015-10-01 00:00:00+00,2015,4,3,3,0,0,0,0,100.00,0.00,0.00,2015-10-13,2015-12-08
FI, Bifall,Acklamation,2008-04-01 00:00:00+00,2008,2,6,6,0,0,0,0,100.00,0.00,0.00,2008-04-07,2008-05-29
Finansdepartementet,Delvis bifall,"",2016-10-01 00:00:00+00,2016,4,1,1,0,0,0,0,100.00,0.00,0.00,2016-11-29,2016-11-29
FI, Bifall,Röstning,2010-10-01 00:00:00+00,2010,4,1,1,0,0,0,0,100.00,0.00,0.00,2010-10-26,2010-10-26
JU, Bifall,Röstning,2005-10-01 00:00:00+00,2005,4,1,1,0,0,0,0,100.00,0.00,0.00,2005-12-21,2005-12-21
FI, Delvis bifall,Acklamation,2009-10-01 00:00:00+00,2009,4,2,2,0,0,0,0,100.00,0.00,0.00,2009-10-08,2009-10-21
IJ, Bifall,Acklamation,2010-01-01 00:00:00+00,2010,1,2,2,0,0,0,0,100.00,0.00,0.00,2010-03-23,2010-03-25
Finansdepartementet,Bifall,"",2023-04-01 00:00:00+00,2023,2,3,3,0,0,0,0,100.00,0.00,0.00,2023-04-25,2023-05-23
N, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,9,9,0,0,0,0,100.00,0.00,0.00,2014-01-28,2014-03-18
FI, Delvis bifall,Röstning,2007-04-01 00:00:00+00,2007,2,1,1,0,0,0,0,100.00,0.00,0.00,2007-04-12,2007-04-12
Miljödepartementet,bifall,"",2001-01-01 00:00:00+00,2001,1,5,0,0,0,5,0,0.00,0.00,100.00,2001-01-01,2001-01-01
Justitiedepartementet,Bifall,"",2017-07-01 00:00:00+00,2017,3,5,5,0,0,0,0,100.00,0.00,0.00,2017-08-30,2017-09-26
S,Bifall,"",2001-10-01 00:00:00+00,2001,4,4,0,0,0,4,0,0.00,0.00,100.00,2001-10-17,2001-12-11
"","","",2013-07-01 00:00:00+00,2013,3,1,1,0,0,0,0,100.00,0.00,0.00,2013-09-18,2013-09-18
Ku, Bifall,Röstning,2014-04-01 00:00:00+00,2014,2,1,1,0,0,0,0,100.00,0.00,0.00,2014-04-02,2014-04-02
UD,Bifall,"",2001-07-01 00:00:00+00,2001,3,1,0,0,0,1,0,0.00,0.00,100.00,2001-09-20,2001-09-20
A, Delvis bifall,Röstning,2008-07-01 00:00:00+00,2008,3,2,2,0,0,0,0,100.00,0.00,0.00,2008-09-09,2008-09-16
FI," Bifall,  Bifall,  Bifall",Röstning,2007-10-01 00:00:00+00,2007,4,1,1,0,0,0,0,100.00,0.00,0.00,2007-10-24,2007-10-24
A," Bifall,  Bifall",Röstning,2009-07-01 00:00:00+00,2009,3,1,1,0,0,0,0,100.00,0.00,0.00,2009-09-16,2009-09-16
S, Delvis bifall,Röstning,2012-01-01 00:00:00+00,2012,1,1,1,0,0,0,0,100.00,0.00,0.00,2012-03-19,2012-03-19
Socialdepartementet,Delvis bifall,"",2017-01-01 00:00:00+00,2017,1,1,1,0,0,0,0,100.00,0.00,0.00,2017-03-20,2017-03-20
Miljö- och energidepartementet,Bifall,"",2016-04-01 00:00:00+00,2016,2,6,6,0,0,0,0,100.00,0.00,0.00,2016-04-07,2016-05-26
FI," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-03-20,2003-03-20
Justitiedepartementet,Bifall,"",2020-04-01 00:00:00+00,2020,2,1,1,0,0,0,0,100.00,0.00,0.00,2020-06-23,2020-06-23
N, Bifall,Röstning,2012-04-01 00:00:00+00,2012,2,1,1,0,0,0,0,100.00,0.00,0.00,2012-06-18,2012-06-18
N, Bifall,Acklamation,2003-10-01 00:00:00+00,2003,4,3,3,0,0,0,0,100.00,0.00,0.00,2003-11-19,2003-12-18
Ku, Bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-02-27,2009-02-27
JU, Bifall,Acklamation,2007-01-01 00:00:00+00,2007,1,9,9,0,0,0,0,100.00,0.00,0.00,2007-01-16,2007-03-22
Kulturdepartementet,bifall,"",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
UD, Bifall,Acklamation,2008-01-01 00:00:00+00,2008,1,1,1,0,0,0,0,100.00,0.00,0.00,2008-03-12,2008-03-12
Socialdepartementet,Bifall,"",2019-01-01 00:00:00+00,2019,1,2,2,0,0,0,0,100.00,0.00,0.00,2019-02-13,2019-02-26
L, Bifall,Acklamation,2013-10-01 00:00:00+00,2013,4,2,2,0,0,0,0,100.00,0.00,0.00,2013-10-01,2013-11-12
Ju," Bifall,  Bifall,  Bifall,  Bifall",Röstning,2011-01-01 00:00:00+00,2011,1,1,1,0,0,0,0,100.00,0.00,0.00,2011-03-30,2011-03-30
N, Bifall,Acklamation,2013-10-01 00:00:00+00,2013,4,1,1,0,0,0,0,100.00,0.00,0.00,2013-11-19,2013-11-19
S," Bifall,  Bifall,  Delvis bifall",Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-02-14,2005-02-14
N," Bifall,  Bifall",Röstning,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-11-18,2003-11-18
Arbetsmarknadsdepartementet,Bifall,"",2017-10-01 00:00:00+00,2017,4,2,2,0,0,0,0,100.00,0.00,0.00,2017-11-28,2017-12-06
Utbildningsdepartementet,delvis bifall,"",2000-01-01 00:00:00+00,2000,1,1,0,0,0,1,0,0.00,0.00,100.00,2000-01-01,2000-01-01
Justitiedepartementet,Bifall,"",2018-04-01 00:00:00+00,2018,2,4,4,0,0,0,0,100.00,0.00,0.00,2018-04-06,2018-05-15
UD, Bifall,Acklamation,2008-04-01 00:00:00+00,2008,2,3,3,0,0,0,0,100.00,0.00,0.00,2008-05-19,2008-06-17
Ju, Bifall,Acklamation,2013-07-01 00:00:00+00,2013,3,2,2,0,0,0,0,100.00,0.00,0.00,2013-07-03,2013-09-30
JU, Delvis bifall,Acklamation,2008-01-01 00:00:00+00,2008,1,1,1,0,0,0,0,100.00,0.00,0.00,2008-02-19,2008-02-19
UD, Delvis bifall,Röstning,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-21,2007-03-21
S, Bifall,Acklamation,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-02-14,2007-02-14
Utbildningsdepartementet,Bifall,"",2017-07-01 00:00:00+00,2017,3,3,3,0,0,0,0,100.00,0.00,0.00,2017-09-14,2017-09-21
Utrikesdepartementet,Bifall,"",2014-07-01 00:00:00+00,2014,3,3,3,0,0,0,0,100.00,0.00,0.00,2014-09-25,2014-09-25
FI, Bifall,Acklamation,2005-04-01 00:00:00+00,2005,2,6,6,0,0,0,0,100.00,0.00,0.00,2005-04-04,2005-05-31
FI, Bifall,Röstning,2011-04-01 00:00:00+00,2011,2,2,2,0,0,0,0,100.00,0.00,0.00,2011-04-13,2011-04-28
JU, Bifall,Röstning,2004-01-01 00:00:00+00,2004,1,3,3,0,0,0,0,100.00,0.00,0.00,2004-03-02,2004-03-16
A, Bifall,Acklamation,2012-10-01 00:00:00+00,2012,4,1,1,0,0,0,0,100.00,0.00,0.00,2012-10-04,2012-10-04
A,"","",2013-07-01 00:00:00+00,2013,3,1,1,0,0,0,0,100.00,0.00,0.00,2013-08-27,2013-08-27
Finansdepartementet,Avslag,"",2025-04-01 00:00:00+00,2025,2,1,0,1,0,0,0,0.00,100.00,0.00,2025-04-15,2025-04-15
S," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Röstning,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-03-31,2005-03-31
"",Bifall,"",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
FI, Bifall,Röstning,2010-01-01 00:00:00+00,2010,1,3,3,0,0,0,0,100.00,0.00,0.00,2010-03-17,2010-03-30
Miljödepartementet,"","",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
N, Delvis bifall,Acklamation,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-02-08,2010-02-08
JU," Bifall,  Bifall,  Bifall",Röstning,2008-04-01 00:00:00+00,2008,2,1,1,0,0,0,0,100.00,0.00,0.00,2008-06-02,2008-06-02
Socialdepartementet,Bifall,"",2020-01-01 00:00:00+00,2020,1,2,2,0,0,0,0,100.00,0.00,0.00,2020-03-02,2020-03-10
Näringsdepartementet,bifall,"",2000-01-01 00:00:00+00,2000,1,14,0,0,0,14,0,0.00,0.00,100.00,2000-01-01,2000-01-01
Utbildningsdepartementet,Bifall,"",2025-01-01 00:00:00+00,2025,1,3,3,0,0,0,0,100.00,0.00,0.00,2025-02-18,2025-03-18
S," Bifall,  Bifall",Acklamation,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-02-09,2010-02-09
Näringsdepartementet,"bifall till konvention nr 182, i övrigt till handlingarna","",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
Socialdepartementet,Bifall,"",2023-10-01 00:00:00+00,2023,4,1,1,0,0,0,0,100.00,0.00,0.00,2023-12-19,2023-12-19
Fö, Delvis bifall,Acklamation,2010-04-01 00:00:00+00,2010,2,1,1,0,0,0,0,100.00,0.00,0.00,2010-04-20,2010-04-20
Näringsdepartementet,Bifall,"",2015-04-01 00:00:00+00,2015,2,3,3,0,0,0,0,100.00,0.00,0.00,2015-04-14,2015-06-16
S, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,7,7,0,0,0,0,100.00,0.00,0.00,2014-03-04,2014-03-27
S, Bifall,Acklamation,2007-07-01 00:00:00+00,2007,3,1,1,0,0,0,0,100.00,0.00,0.00,2007-09-19,2007-09-19
Näringsdepartementet,Bifall,"",2017-10-01 00:00:00+00,2017,4,4,4,0,0,0,0,100.00,0.00,0.00,2017-10-04,2017-11-14
U t.o.m. -04,Bifall,"",2002-01-01 00:00:00+00,2002,1,1,0,0,0,1,0,0.00,0.00,100.00,2002-03-20,2002-03-20
N, Bifall,Acklamation,2004-07-01 00:00:00+00,2004,3,2,2,0,0,0,0,100.00,0.00,0.00,2004-09-08,2004-09-27
S, Bifall,Röstning,2010-04-01 00:00:00+00,2010,2,1,1,0,0,0,0,100.00,0.00,0.00,2010-06-28,2010-06-28
Justitiedepartementet,Delvis bifall,"",2016-01-01 00:00:00+00,2016,1,1,1,0,0,0,0,100.00,0.00,0.00,2016-03-21,2016-03-21
Försvarsdepartementet,Bifall,"",2014-10-01 00:00:00+00,2014,4,1,1,0,0,0,0,100.00,0.00,0.00,2014-12-11,2014-12-11
Kulturdepartementet,Bifall,"",2017-01-01 00:00:00+00,2017,1,3,3,0,0,0,0,100.00,0.00,0.00,2017-02-21,2017-03-21
Kulturdepartementet,Bifall,"",2016-01-01 00:00:00+00,2016,1,3,3,0,0,0,0,100.00,0.00,0.00,2016-03-08,2016-03-21
Fö, Bifall,Acklamation,2008-10-01 00:00:00+00,2008,4,1,1,0,0,0,0,100.00,0.00,0.00,2008-10-24,2008-10-24
M, Bifall,Acklamation,2013-07-01 00:00:00+00,2013,3,1,1,0,0,0,0,100.00,0.00,0.00,2013-09-12,2013-09-12
U t.o.m. 1 jan-07, Bifall,Acklamation,2005-01-01 00:00:00+00,2005,1,3,3,0,0,0,0,100.00,0.00,0.00,2005-03-22,2005-03-31
JU," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-03-20,2003-03-20
N, Bifall,Acklamation,2006-01-01 00:00:00+00,2006,1,9,9,0,0,0,0,100.00,0.00,0.00,2006-03-01,2006-03-22
S," Bifall,  Delvis bifall",Röstning,2014-04-01 00:00:00+00,2014,2,1,1,0,0,0,0,100.00,0.00,0.00,2014-04-02,2014-04-02
JU, Bifall,Acklamation,2006-10-01 00:00:00+00,2006,4,5,5,0,0,0,0,100.00,0.00,0.00,2006-10-24,2006-12-20
Miljö- och energidepartementet,Bifall,"",2018-01-01 00:00:00+00,2018,1,3,3,0,0,0,0,100.00,0.00,0.00,2018-01-30,2018-02-20
N, Bifall,Acklamation,2011-04-01 00:00:00+00,2011,2,2,2,0,0,0,0,100.00,0.00,0.00,2011-04-06,2011-06-07
UD, Bifall,Röstning,2012-07-01 00:00:00+00,2012,3,2,2,0,0,0,0,100.00,0.00,0.00,2012-09-20,2012-09-26
Finansdepartementet,Bifall,"",2014-10-01 00:00:00+00,2014,4,13,13,0,0,0,0,100.00,0.00,0.00,2014-10-15,2014-12-22
Utrikesdepartementet,Bifall,"",2000-01-01 00:00:00+00,2000,1,1,0,0,0,1,0,0.00,0.00,100.00,2000-01-01,2000-01-01
Utbildningsdepartementet,Bifall,"",2016-07-01 00:00:00+00,2016,3,2,2,0,0,0,0,100.00,0.00,0.00,2016-08-30,2016-09-20
N, Bifall,Acklamation,2005-10-01 00:00:00+00,2005,4,1,1,0,0,0,0,100.00,0.00,0.00,2005-12-08,2005-12-08
UD, Bifall,Acklamation,2007-10-01 00:00:00+00,2007,4,2,2,0,0,0,0,100.00,0.00,0.00,2007-10-04,2007-10-18
JU," Bifall,  Bifall,  Bifall",Acklamation,2006-10-01 00:00:00+00,2006,4,1,1,0,0,0,0,100.00,0.00,0.00,2006-11-27,2006-11-27
U t.o.m. -04,Bifall,"",2001-07-01 00:00:00+00,2001,3,1,0,0,0,1,0,0.00,0.00,100.00,2001-09-12,2001-09-12
JO, Bifall,Acklamation,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-11-19,2003-11-19
JU, Bifall,Acklamation,2004-07-01 00:00:00+00,2004,3,1,1,0,0,0,0,100.00,0.00,0.00,2004-07-13,2004-07-13
S, Bifall,Acklamation,2012-10-01 00:00:00+00,2012,4,3,3,0,0,0,0,100.00,0.00,0.00,2012-10-16,2012-11-12
Justitiedepartementet,Bifall,"",2024-07-01 00:00:00+00,2024,3,3,3,0,0,0,0,100.00,0.00,0.00,2024-09-17,2024-09-17
JU, Bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,7,7,0,0,0,0,100.00,0.00,0.00,2009-02-05,2009-03-25
Socialdepartementet,Bifall,"",2022-04-01 00:00:00+00,2022,2,2,2,0,0,0,0,100.00,0.00,0.00,2022-04-19,2022-06-09
Socialdepartementet,Delvis bifall,"",2017-04-01 00:00:00+00,2017,2,1,1,0,0,0,0,100.00,0.00,0.00,2017-05-18,2017-05-18
UD, Bifall,Röstning,2009-10-01 00:00:00+00,2009,4,1,1,0,0,0,0,100.00,0.00,0.00,2009-10-22,2009-10-22
S, Bifall,Acklamation,2013-04-01 00:00:00+00,2013,2,9,9,0,0,0,0,100.00,0.00,0.00,2013-04-03,2013-06-26
N,Bifall,"",2001-10-01 00:00:00+00,2001,4,3,0,0,0,3,0,0.00,0.00,100.00,2001-10-03,2001-10-11
A, Bifall,Acklamation,2012-01-01 00:00:00+00,2012,1,1,1,0,0,0,0,100.00,0.00,0.00,2012-03-20,2012-03-20
UD," Bifall,  Bifall",Acklamation,2014-01-01 00:00:00+00,2014,1,1,1,0,0,0,0,100.00,0.00,0.00,2014-01-28,2014-01-28
Utrikesdepartementet, Bifall,Acklamation,2006-10-01 00:00:00+00,2006,4,1,1,0,0,0,0,100.00,0.00,0.00,2006-10-12,2006-10-12
JO, Bifall,Röstning,2008-01-01 00:00:00+00,2008,1,2,2,0,0,0,0,100.00,0.00,0.00,2008-03-05,2008-03-12
U, Bifall,Acklamation,2012-04-01 00:00:00+00,2012,2,1,1,0,0,0,0,100.00,0.00,0.00,2012-04-26,2012-04-26
S, Bifall,Acklamation,2010-01-01 00:00:00+00,2010,1,8,8,0,0,0,0,100.00,0.00,0.00,2010-01-01,2010-03-23
N,Bifall,"",2002-01-01 00:00:00+00,2002,1,7,0,0,0,6,1,0.00,0.00,85.71,2002-03-13,2002-03-21
N," Bifall,  Bifall,  Bifall",Acklamation,2003-01-01 00:00:00+00,2003,1,2,2,0,0,0,0,100.00,0.00,0.00,2003-03-12,2003-03-27
Justitiedepartementet," Bifall,  Bifall",Acklamation,2002-10-01 00:00:00+00,2002,4,1,1,0,0,0,0,100.00,0.00,0.00,2002-11-07,2002-11-07
Kulturdepartementet,bifall,"",2000-01-01 00:00:00+00,2000,1,1,0,0,0,1,0,0.00,0.00,100.00,2000-01-01,2000-01-01
FI, Bifall,Röstning,2012-10-01 00:00:00+00,2012,4,3,3,0,0,0,0,100.00,0.00,0.00,2012-10-17,2012-11-22
N, Delvis bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,2,2,0,0,0,0,100.00,0.00,0.00,2009-03-10,2009-03-16
Försvarsdepartementet, Bifall,Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-02-17,2005-02-17
JO, Bifall,Acklamation,2003-07-01 00:00:00+00,2003,3,1,1,0,0,0,0,100.00,0.00,0.00,2003-07-30,2003-07-30
UD, Bifall,Acklamation,2003-01-01 00:00:00+00,2003,1,2,2,0,0,0,0,100.00,0.00,0.00,2003-03-19,2003-03-20
Finansdepartementet,Bifall,"",2016-04-01 00:00:00+00,2016,2,10,10,0,0,0,0,100.00,0.00,0.00,2016-04-05,2016-06-28
FI, Bifall,Acklamation,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-01-31,2007-01-31
Klimat- och näringslivsdepartementet,Bifall,"",2023-10-01 00:00:00+00,2023,4,2,2,0,0,0,0,100.00,0.00,0.00,2023-10-03,2023-11-28
Försvarsdepartementet,Bifall,"",2015-10-01 00:00:00+00,2015,4,2,2,0,0,0,0,100.00,0.00,0.00,2015-10-05,2015-12-01
Näringsdepartementet, Bifall,Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-01-16,2003-01-16
Utrikesdepartementet,Bifall,"",2022-10-01 00:00:00+00,2022,4,1,1,0,0,0,0,100.00,0.00,0.00,2022-10-13,2022-10-13
Ku, Bifall,Röstning,2007-10-01 00:00:00+00,2007,4,1,1,0,0,0,0,100.00,0.00,0.00,2007-10-02,2007-10-02
A, Bifall,Acklamation,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-03-17,2010-03-17
Fö, Bifall,Röstning,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-05-28,2003-05-28
UD, Bifall,Röstning,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-03-18,2003-03-18
M  t.o.m. 1 jan-07," Bifall,  Bifall,  Bifall,  Delvis bifall",Röstning,2005-10-01 00:00:00+00,2005,4,1,1,0,0,0,0,100.00,0.00,0.00,2005-10-10,2005-10-10
Näringsdepartementet,Bifall,"",2015-10-01 00:00:00+00,2015,4,7,7,0,0,0,0,100.00,0.00,0.00,2015-10-12,2015-12-21
KUD t.o.m. -04,Bifall,"",2002-01-01 00:00:00+00,2002,1,1,0,0,0,1,0,0.00,0.00,100.00,2002-03-18,2002-03-18
Kulturdepartementet,Bifall,"",2002-01-01 00:00:00+00,2002,1,1,0,0,0,1,0,0.00,0.00,100.00,2002-01-17,2002-01-17
JU," Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-03-16,2010-03-16
S, Bifall,Röstning,2013-10-01 00:00:00+00,2013,4,1,1,0,0,0,0,100.00,0.00,0.00,2013-12-17,2013-12-17
JU, Bifall,Acklamation,2006-04-01 00:00:00+00,2006,2,1,1,0,0,0,0,100.00,0.00,0.00,2006-04-18,2006-04-18
JU, Bifall,Acklamation,2008-10-01 00:00:00+00,2008,4,8,8,0,0,0,0,100.00,0.00,0.00,2008-10-02,2008-12-11
S, Bifall,Acklamation,2007-04-01 00:00:00+00,2007,2,1,1,0,0,0,0,100.00,0.00,0.00,2007-04-16,2007-04-16
FI," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Röstning,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-05-27,2004-05-27
SB, Bifall,Acklamation,2013-01-01 00:00:00+00,2013,1,1,1,0,0,0,0,100.00,0.00,0.00,2013-03-12,2013-03-12
Fö, Bifall,Röstning,2012-04-01 00:00:00+00,2012,2,1,1,0,0,0,0,100.00,0.00,0.00,2012-04-12,2012-04-12
"",bifall,"",2000-01-01 00:00:00+00,2000,1,2,0,0,0,2,0,0.00,0.00,100.00,2000-01-01,2000-01-01
N, Bifall,Acklamation,2011-10-01 00:00:00+00,2011,4,2,2,0,0,0,0,100.00,0.00,0.00,2011-10-20,2011-11-29
U t.o.m. -04,Bifall,"",2001-10-01 00:00:00+00,2001,4,3,0,0,0,3,0,0.00,0.00,100.00,2001-10-09,2001-11-28
A, Bifall,Acklamation,2008-07-01 00:00:00+00,2008,3,2,2,0,0,0,0,100.00,0.00,0.00,2008-09-16,2008-09-16
UD, Bifall,Acklamation,2006-10-01 00:00:00+00,2006,4,1,1,0,0,0,0,100.00,0.00,0.00,2006-12-20,2006-12-20
Ku," Bifall,  Bifall,  Bifall",Acklamation,2013-04-01 00:00:00+00,2013,2,1,1,0,0,0,0,100.00,0.00,0.00,2013-06-19,2013-06-19
UD," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-11-26,2003-11-26
Jordbruksdepartementet,bifall,"",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
Finansdepartementet,Delvis bifall,"",2016-04-01 00:00:00+00,2016,2,2,2,0,0,0,0,100.00,0.00,0.00,2016-04-13,2016-05-23
N, Bifall,Acklamation,2003-04-01 00:00:00+00,2003,2,3,3,0,0,0,0,100.00,0.00,0.00,2003-04-24,2003-05-28
