embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male
H001UU7,7,2794501,UU7,2012/13,Vissa säkerhetspolitiska frågor,Säkerhet och utveckling,0,UU,2013-02-14,2013-02-15,E405E1C8-9439-41A5-A137-6F6BCE73AF9E,röstning,"""MP"",""V""",13,utskottet,SAKFRÅGAN,HUVUD,UU7,2013-02-14,1963,349,260,37,0,52,t,f,74.50,10.60,14.90,0.00,56.45
GZ01MJU17,3,2767803,MJU17,2011/12,Landsbygdspolitik m.m.,Djurvälfärdsersättning m.m.,0,MJU,2012-04-23,2012-04-23,1C757AC9-5704-4E97-9FF1-672FE37643F4,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,MJU17,2012-04-23,1963,349,300,19,0,30,t,f,85.96,5.44,8.60,0.00,57.02
GX01UbU16,5,2303846,UbU16,2009/10,Ny lärarutbildning,Utbildningsvetenskaplig kärna,0,UBU,2010-04-19,2010-04-19,D1ADFA54-8C6A-4D0A-8DFD-EEA42ABE2D16,röstning,"""s"",""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,UbU16,2010-04-19,1959,349,147,141,0,61,t,f,42.12,40.40,17.48,0.00,53.01
GR01UBU12,1,2290953,UBU12,2003/04,Allmänna skolfrågor,Skolstart,0,UBU,2004-04-01,2006-03-15,FFAB3D36-7EFA-11D8-AFA5-0004755048D1,röstning,"""c"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,UBU12,2004-04-01,1954,349,140,27,106,76,t,f,40.11,7.74,21.78,30.37,55.01
H101SkU16,11,2898505,SkU16,2013/14,Inkomstskatt,HUS-avdrag,0,SKU,2014-03-12,2014-03-12,45755B87-FB1D-4B8C-8F15-F557D022846E,röstning,"""SD""",9,utskottet,SAKFRÅGAN,HUVUD,SkU16,2014-03-26,1963,349,180,19,117,33,t,f,51.58,5.44,9.46,33.52,56.45
GR01TU5,1,2290593,TU5,2003/04,Yrkestrafik,Åkerinäringens konkurrensförutsättningar,0,TU,2004-03-16,2006-03-15,EF47928A-7723-11D8-AE25-000475503116,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,TU5,2004-03-16,1954,349,159,125,2,63,t,f,45.56,35.82,18.05,0.57,54.73
GU01NU3,1,2230101,NU3,2006/07,Utgiftsområde 21 Energi,Energipolitikens inriktning,0,NU,2006-12-13,2006-12-13,8A4BA692-B586-4DE4-A9DB-0405E2CDE6B5,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,NU3,2006-12-13,1958,349,159,119,33,38,t,f,45.56,34.10,10.89,9.46,52.72
GS01AU6,9,2230428,AU6,2004/05,Arbetsmiljö,Vissa lagstiftningsfrågor,0,AU,2005-03-03,2006-03-15,051FA6ED-92B8-4892-8C4D-F2939FFB9A24,röstning,"""v""",15,utskottet,SAKFRÅGAN,HUVUD,AU6,2005-03-03,1954,349,283,26,3,37,t,f,81.09,7.45,10.60,0.86,54.44
GR01UBU16,2,2291846,UBU16,2003/04,Jämställdhet inom utbildning och forskning,Jämställdhet i grundskolan och i gymnasieskolan,0,UBU,2004-09-09,2006-03-15,E0CE266A-07AE-11D9-B026-0004755048D1,röstning,"""fp""",1,utskottet,SAKFRÅGAN,HUVUD,UBU16,2004-09-09,1954,349,161,36,53,99,t,f,46.13,10.32,28.37,15.19,53.58
GW01AU1,5,2222308,AU1,2008/09,Utgiftsområde 13 Integration och jämställdhet,Flyktingmottagande m.m.,0,AU,2008-12-04,2008-12-04,AC9689D3-AB90-4BB2-8A74-017708C58376,röstning,"""s""",6,utskottet,SAKFRÅGAN,HUVUD,AU1,2008-12-04,1958,349,156,103,16,74,t,f,44.70,29.51,21.20,4.58,53.01
H101MJU6,1,2877282,MJU6,2013/14,Marknadsföring av modersmjölksersättning och tillskottsnäring,Marknadsföring av modersmjölksersättning och tillskottsnäring,0,MJU,2013-11-21,2013-11-21,5952FF3B-6924-4FF1-818C-C9891D47B41D,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,MJU6,2013-11-28,1963,349,165,131,1,52,t,f,47.28,37.54,14.90,0.29,55.59
H001KrU10,14,2833026,KrU10,2012/13,"Politik för det civila samhället, folkbildning och trossamfund",Mångkulturalistisk verksamhet,0,KRU,2013-05-15,2013-05-15,BD4862D4-3E1F-44E9-B039-BD127E22D8F5,röstning,"""SD""",10,utskottet,SAKFRÅGAN,HUVUD,KrU10,2013-05-15,1963,349,291,19,0,39,t,f,83.38,5.44,11.17,0.00,56.16
H101TU9,2,2900922,TU9,2013/14,Trafiksäkerhet,Insatser mot alkohol vid bilkörning,0,TU,2014-03-07,2014-03-07,3140FA56-5FFC-45AE-B791-9E856BB20B3D,röstning,"""S"",""MP""",2,utskottet,SAKFRÅGAN,HUVUD,TU9,2014-03-26,1963,349,176,122,18,33,t,f,50.43,34.96,9.46,5.16,56.45
GX01SfU14,36,2313784,SfU14,2009/10,Migration och asylpolitik,Visum,0,SFU,2010-04-13,2010-04-13,4847B27F-4CC6-480D-9E25-66A54BAD09C2,röstning,"""v"",""mp""",41,utskottet,SAKFRÅGAN,HUVUD,SfU14,2010-04-13,1959,349,251,31,1,66,t,f,71.92,8.88,18.91,0.29,53.01
H101SoU1,6,2875229,SoU1,2013/14,"Utgiftsområde 9 Hälsovård, sjukvård och social omsorg",Narkolepsi,0,SOU,2013-12-06,2013-12-06,F01BB8BC-9DF7-4E29-947E-D6BA69D71AAC,röstning,"""SD""",6,utskottet,SAKFRÅGAN,HUVUD,SoU1,2013-12-17,1963,349,309,20,0,20,t,f,88.54,5.73,5.73,0.00,55.87
H001SkU16,3,2824859,SkU16,2012/13,Inkomstskatt,Pensionsförsäkring m.m.,0,SKU,2013-03-19,2013-03-19,B16DB039-466C-4949-BB1D-68BDF8B2E9DB,röstning,"""SD""",4,utskottet,SAKFRÅGAN,HUVUD,SkU16,2013-03-19,1963,349,297,18,0,34,t,f,85.10,5.16,9.74,0.00,56.45
GT01UbU13,12,2225935,UbU13,2005/06,Fristående skolor m.m.,Konfessionella fristående skolor,0,UBU,2006-04-20,2006-04-26,E3407B62-4284-47E9-865E-7A202AF41C3A,röstning,"""v""",13,utskottet,SAKFRÅGAN,HUVUD,UbU13,2006-04-20,1954,349,179,23,75,72,t,f,51.29,6.59,20.63,21.49,53.87
GQ01NU2,1,2284470,NU2,2002/03,Utgiftsområde 19 Regional utjämning och utveckling,Allmän inriktning av den regionala utvecklingspolitiken,0,NU,2002-11-28,2006-03-15,76CA61A3-0139-11D7-AEAD-0004755038E0,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,NU2,2002-11-28,1954,349,171,140,0,38,t,f,49.00,40.11,10.89,0.00,54.73
GV01TU6,18,2286127,TU6,2007/08,Väg- och fordonsfrågor,Cykelstrategi,0,TU,2008-03-18,2008-03-18,AA5357C8-28AD-4ADA-9C4C-CB994707CC35,röstning,"""mp""",7,utskottet,SAKFRÅGAN,HUVUD,TU6,2008-03-18,1958,349,292,15,0,42,t,f,83.67,4.30,12.03,0.00,53.30
GS01SFU7,2,2229422,SFU7,2004/05,Bostadsersättning för asylsökande,Information till asylsökande,0,SFU,2004-12-02,2006-03-15,9467E5B2-439B-11D9-8965-000423231A6B,röstning,"""c"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,SFU7,2004-12-02,1954,349,249,46,15,39,t,f,71.35,13.18,11.17,4.30,53.30
GQ01NU1,3,2285579,NU1,2002/03,Utgiftsområde 24 Näringsliv,Regelförenkling m.m.,0,NU,2002-12-05,2006-03-15,06ED1665-084C-11D7-AE92-000475504AA4,röstning,"""m"",""c"",""fp"",""kd"",""mp""",2,reservation 2,SAKFRÅGAN,HUVUD,NU1,2002-12-05,1954,349,155,157,0,37,f,f,44.41,44.99,10.60,0.00,54.73
H101SkU15,2,2896046,SkU15,2013/14,Förändringar av trängselskatten i Stockholm med anledning av trafikleden Norra länken och den nya stadsdelen Hagastaden,Kommunal och regional trängselskatt,0,SKU,2013-11-25,2013-11-25,FD3D1385-4CB7-4A32-8856-AF71C743D953,röstning,"""MP"",""V""",2,utskottet,SAKFRÅGAN,HUVUD,SkU15,2013-12-05,1963,349,270,39,0,40,t,f,77.36,11.17,11.46,0.00,55.59
GQ01JUU11,27,2296750,JUU11,2002/03,Våldsbrott och brottsoffer,Brottsofferstatus till barn som bevittnar våld inom familjen,0,JUU,2003-03-27,2006-03-15,14EA9069-6356-11D7-AE84-000475504C4C,röstning,"""m"",""c"",""fp"",""kd""",27,utskottet,SAKFRÅGAN,HUVUD,JUU11,2003-03-27,1954,349,167,132,1,49,t,f,47.85,37.82,14.04,0.29,54.44
GW01FiU22,1,2222278,FiU22,2008/09,Kommunala frågor,Kommunalekonomisk utjämning,0,FIU,2009-03-10,2009-03-10,B91725DE-0C6B-415C-AE93-409551E83676,röstning,"""s"",""v"",""mp""",1,utskottet,MOTIVFRÅGAN,HUVUD,FiU22,2009-03-10,1959,349,142,138,0,69,t,f,40.69,39.54,19.77,0.00,51.86
GU01CU11,2,2295700,CU11,2006/07,Associationsrättsliga frågor m.m.,Könsfördelningen i bolagsstyrelser m.m.,0,CU,2007-03-22,2007-03-22,0B59C82F-0CA4-43CD-8CAB-B6B134D840E7,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,CU11,2007-03-22,1958,349,158,150,0,41,t,f,45.27,42.98,11.75,0.00,51.86
GZ01JuU15,18,2747459,JuU15,2011/12,Polisfrågor,Eritreas tvångsbeskattning av exileritreaner,0,JUU,2012-02-23,2012-02-23,5E9D9E28-EF51-4145-BAAF-D5CE8BE69B0E,röstning,"""S"",""V""",12,utskottet,SAKFRÅGAN,HUVUD,JuU15,2012-02-23,1963,349,178,113,1,57,t,f,51.00,32.38,16.33,0.29,55.87
GR01SOU3,1,2286921,SOU3,2003/04,Allmänna arvsfonden och Arvsfondsdelegationens organisation m.m.,Organisatoriska frågor,0,SOU,2003-11-11,2006-03-15,C4850236-4497-4D8C-9EF5-C38E4DC03E3F,röstning,"""m"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,SOU3,2003-11-11,1954,349,225,49,33,42,t,f,64.47,14.04,12.03,9.46,54.73
GS01BOU5,2,2292482,BOU5,2004/05,Byggfrågor,Hästgårdar,0,BOU,2005-02-17,2006-03-15,8CDAF16B-6478-49AD-8FBD-E7DB4728C1CF,röstning,"""m""",3,utskottet,SAKFRÅGAN,HUVUD,BOU5,2005-02-17,1954,349,249,44,0,56,t,f,71.35,12.61,16.05,0.00,54.15
H101SfU14,1,2902830,SfU14,2013/14,Genomförande av direktivet om ansökningsförfarandet för vissa uppehålls- och arbetstillstånd,Genomförande av direktivet,0,SFU,2014-04-07,2014-04-07,569F0901-0A40-46A8-9D37-63BCC206150C,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,SfU14,2014-04-16,1963,349,273,20,0,56,t,f,78.22,5.73,16.05,0.00,56.73
GU01JuU10,22,2224078,JuU10,2006/07,Våldsbrott och brottsoffer,Barnahus,0,JUU,2007-04-25,2007-04-25,2441D1FA-7D2E-4194-A81D-7756D6B39E4C,röstning,"""s"",""v""",17,utskottet,SAKFRÅGAN,HUVUD,JuU10,2007-04-25,1958,349,147,116,0,86,t,f,42.12,33.24,24.64,0.00,51.58
GZ01AU6,6,2753311,AU6,2011/12,Jämställdhetspolitikens inriktning 2011–2014,Jämställt föräldraansvar,0,AU,2012-03-06,2012-03-06,96B8598A-163A-414A-ADB9-9A72D86A1C3C,röstning,"""SD""",9,utskottet,SAKFRÅGAN,HUVUD,AU6,2012-03-06,1963,349,151,18,134,46,t,f,43.27,5.16,13.18,38.40,55.59
GW01UU14,4,2222085,UU14,2008/09,Strategisk exportkontroll 2008 – krigsmateriel och produkter med dubbla användningsområden,Ett svenskt avvecklande av vapenexporten,0,UU,2009-04-16,2009-04-17,BBC0BACF-7535-4A74-8323-5A9F80464BD5,röstning,"""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,UU14,2009-04-16,1958,349,233,32,0,84,t,f,66.76,9.17,24.07,0.00,52.15
H001UbU3,45,2804790,UbU3,2012/13,Forskning och innovation,Innovationsinfrastruktur,0,UBU,2013-02-14,2013-02-14,D01BEEB2-8BEE-4E8F-8D12-D7FC752A62C0,röstning,"""SD""",53,utskottet,SAKFRÅGAN,HUVUD,UbU3,2013-02-14,1963,349,176,19,118,36,t,f,50.43,5.44,10.32,33.81,56.73
H101CU14,8,2896981,CU14,2013/14,Ersättningsrätt,Skadeståndsansvar vid radiologiska olyckor,0,CU,2014-01-20,2014-01-20,423782CF-7FF5-4647-8B13-768CF64F1881,röstning,"""S"",""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,CU14,2014-01-29,1963,349,171,135,0,43,t,f,49.00,38.68,12.32,0.00,56.73
GT01UbU5,3,2224792,UbU5,2005/06,Studiestödsfrågor,Höjd studiebidragsdel,0,UBU,2006-01-26,2006-02-01,AA6B58FA-CD68-47DE-95C8-3565851DF071,röstning,"""kd""",6,utskottet,SAKFRÅGAN,HUVUD,UbU5,2006-01-26,1954,349,263,26,1,59,t,f,75.36,7.45,16.91,0.29,53.58
GZ01MJU25,2,2769241,MJU25,2011/12,Klimatpolitik och geologisk lagring av koldioxid,Innehåll i tillstånd,0,MJU,2012-05-25,2012-05-25,0C0855BC-BD0C-4623-904A-1BDAB878B845,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,MJU25,2012-05-25,1963,349,282,19,1,47,t,f,80.80,5.44,13.47,0.29,57.02
GX01MJU14,6,2300991,MJU14,2009/10,Övergripande miljöfrågor,Jämställdhetsintegrering i miljöpolitiken,0,MJU,2010-02-08,2010-02-08,491EAC2D-8887-4345-9CBE-5C975C32EDBF,röstning,"""s"",""v"",""mp""",6,utskottet,SAKFRÅGAN,HUVUD,MJU14,2010-02-08,1959,349,142,134,0,73,t,f,40.69,38.40,20.92,0.00,53.30
GR01SOU4,10,2227818,SOU4,2003/04,Äldrepolitik,Kvalitetsarbete i äldreomsorgen,0,SOU,2004-02-17,2006-03-15,399EF688-8FD0-444E-9EC4-95C319A979D4,röstning,"""kd""",20,utskottet,SAKFRÅGAN,HUVUD,SOU4,2004-02-17,1954,349,126,27,138,58,t,f,36.10,7.74,16.62,39.54,55.30
GX01FiU2,5,2222357,FiU2,2009/10,Utgiftsområde 2 Samhällsekonomi och finansförvaltning ,Kredit till Lettland,0,FIU,2009-12-09,2009-12-09,ED11F4DB-2873-483F-A011-52602A75C219,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,FiU2,2009-12-09,1959,349,271,21,0,57,t,f,77.65,6.02,16.33,0.00,53.58
GU01KrU6,2,2253789,KrU6,2006/07,"Bibliotek, litteratur och kulturtidskrifter",Biblioteksverksamheten,0,KRU,2007-04-02,2007-04-02,F80C448F-B9F5-4933-B9E2-42AA2D459DA4,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,KrU6,2007-04-02,1958,349,170,108,17,54,t,f,48.71,30.95,15.47,4.87,51.58
GQ01KRU8,23,2230145,KRU8,2002/03,Vissa frågor inom spelområdet m.m.,Utvärdering av konsekvenserna av införandet av AB Svenska Spels värdeautomater,0,KRU,2003-05-13,2006-03-15,1E4E0085-8166-11D7-AE60-0004755010CE,röstning,"""c"",""kd""",12,utskottet,SAKFRÅGAN,HUVUD,KRU8,2003-05-13,1954,349,235,57,0,57,t,f,67.34,16.33,16.33,0.00,55.01
H001UU7,1,2794501,UU7,2012/13,Vissa säkerhetspolitiska frågor,Säkerhet i samverkan,0,UU,2013-02-14,2013-02-15,1C3E38BB-20F2-4F77-BAE7-CB1092C6CB96,röstning,"""S""",1,utskottet,SAKFRÅGAN,HUVUD,UU7,2013-02-14,1963,349,168,92,37,52,t,f,48.14,26.36,14.90,10.60,56.45
GT01JuU33,7,2232849,JuU33,2005/06,En modernare kriminalvårdslag,Utökad frigång,0,JUU,2006-05-11,2006-05-12,F0996370-5AF9-43A8-8943-ED2651ED2F84,röstning,"""c"",""fp""",7,utskottet,SAKFRÅGAN,HUVUD,JuU33,2006-05-11,1954,349,198,49,0,102,t,f,56.73,14.04,29.23,0.00,53.87
GZ01JuU8,6,2728434,JuU8,2011/12,De brottsbekämpande myndigheternas tillgång till uppgifter om elektronisk kommunikation,Brottslighetens svårhetsgrad för tillstånd till inhämtning av uppgifter i underrättelseverksamhet,0,JUU,2012-04-26,2012-04-26,D31B1384-B548-49A9-9BD2-2E6D45200E1E,röstning,"""SD""",6,utskottet,SAKFRÅGAN,HUVUD,JuU8,2012-04-26,1963,349,280,19,1,49,t,f,80.23,5.44,14.04,0.29,57.02
GZ01SfU2,8,2728427,SfU2,2011/12,Utgiftsområde 8 Migration,Vård och skola,0,SFU,2011-12-01,2011-12-01,D430C05E-382B-4DFA-9412-C15591D4E54A,röstning,"""S""",13,utskottet,SAKFRÅGAN,HUVUD,SfU2,2011-12-01,1963,349,193,100,20,36,t,f,55.30,28.65,10.32,5.73,55.59
H001SoU16,1,2831392,SoU16,2012/13,Alkoholfrågor,EU-strategi,0,SOU,2013-03-27,2013-03-27,BDDEF444-3808-4047-9452-948C7AFE53A2,röstning,"""MP""",1,utskottet,SAKFRÅGAN,HUVUD,SoU16,2013-03-27,1963,349,297,24,0,28,t,f,85.10,6.88,8.02,0.00,56.16
GZ01JuU1,30,2720015,JuU1,2011/12,Utgiftsområde 4 Rättsväsendet,Statistik i vårdnadsmål,0,JUU,2011-12-08,2011-12-08,1289EECC-D4AA-4C65-9105-9CE041589B08,röstning,"""SD""",20,utskottet,SAKFRÅGAN,HUVUD,JuU1,2011-12-08,1963,349,307,19,0,23,t,f,87.97,5.44,6.59,0.00,55.59
GS01UBU3,23,2230469,UBU3,2004/05,"Kvalitet i förskolan, m.m.",Begäran om att regeringen verkställer riksdagens tillkännagivande angående mångfald inom barnomsorgen,0,UBU,2004-11-30,2006-03-15,93C1F9FC-45CC-11D9-B05B-0004755048D1,röstning,"""m"",""c"",""fp"",""kd"",""mp""",35,reservation 35,SAKFRÅGAN,HUVUD,UBU3,2004-11-30,1954,349,153,156,0,40,f,f,43.84,44.70,11.46,0.00,53.30
GR01SKU23,7,2243947,SKU23,2003/04,Allmänna motioner om mervärdesskatt,Allmännyttiga ideella föreningar,0,SKU,2004-03-30,2006-03-15,CFD11BB7-6864-11D8-AEAC-000475503825,röstning,"""m"",""c"",""fp"",""kd""",7,utskottet,SAKFRÅGAN,HUVUD,SKU23,2004-03-30,1954,349,149,123,1,76,t,f,42.69,35.24,21.78,0.29,55.01
GV01FöU7,1,2289517,FöU7,2007/08,Vissa frågor rörande Försvarsmaktens personal,Jämställdhet och mångfald,0,FÖU,2008-02-20,2008-02-20,A73B3FCC-E0E1-48C7-AEB4-3BCBC8E848E5,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,FöU7,2008-02-20,1958,349,146,139,0,64,t,f,41.83,39.83,18.34,0.00,52.72
GT01LU12,7,2226093,LU12,2005/06,"Associationsrättsliga frågor, m.m.",Översyn av handelsbalken och avtalslagen,0,LU,2006-01-19,2006-01-23,1F3BB7E0-D48D-432C-9FB5-B74A17AC7F42,röstning,"""kd""",6,utskottet,SAKFRÅGAN,HUVUD,LU12,2006-01-19,1954,349,259,25,0,65,t,f,74.21,7.16,18.62,0.00,53.58
GQ01UU4,8,2284705,UU4,2002/03,Barn i ett internationellt perspektiv,Barn och hiv,0,UU,2003-02-11,2006-03-15,BACBBC9E-44A7-11D7-AFC8-0004755038F6,röstning,"""c"",""kd""",3,utskottet,SAKFRÅGAN,HUVUD,UU4,2003-02-11,1954,349,260,52,1,36,t,f,74.50,14.90,10.32,0.29,53.87
GQ01UU5,5,2303272,UU5,2002/03,Internationella freds- och hjälpinsatser,Mål och resurser för krishantering,0,UU,2003-03-13,2006-03-15,DABC3E60-5888-11D7-AE26-0004755038F6,röstning,"""m"",""fp"",""kd""",5,utskottet,SAKFRÅGAN,HUVUD,UU5,2003-03-13,1954,349,179,116,14,40,t,f,51.29,33.24,11.46,4.01,53.87
GW01FiU40,1,2222291,FiU40,2008/09,Nyemission i SAS AB (publ),Statens deltagande i nyemission i SAS AB (publ),0,FIU,2009-03-10,2009-03-10,4A778F3B-06DC-43EC-A458-C8C7A6F9B680,röstning,"""mp""",1,utskottet,SAKFRÅGAN,HUVUD,FiU40,2009-03-10,1959,349,239,15,0,95,t,f,68.48,4.30,27.22,0.00,51.86
GU01KrU4,2,2245823,KrU4,2006/07,Övergripande kulturfrågor,HBT-kompetens inom kulturlivet,0,KRU,2007-02-21,2007-02-22,EE650B60-5CD9-434C-8532-ED0A18B462AC,röstning,"""v""",2,utskottet,SAKFRÅGAN,HUVUD,KrU4,2007-02-21,1958,349,278,19,2,50,t,f,79.66,5.44,14.33,0.57,52.15
GX01UU18,2,2313942,UU18,2009/10,"Verksamheten i Internationella valutafonden, Världsbanken och de regionala utvecklingsbankerna under 2008–2009",Styrning och inriktning m.m.,0,UU,2010-06-03,2010-06-03,3BD23EB9-6886-46E9-966F-C954A14618C2,röstning,"""s"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,UU18,2010-06-03,1959,349,164,135,20,30,t,f,46.99,38.68,8.60,5.73,53.01
H501CU20,3,4788718,CU20,2017/18,Räntetak och andra åtgärder på marknaden för snabblån och andra högkostnadskrediter,Uppföljning av förslaget om måttfullhet vid marknadsföring av krediter,0,CU,2018-04-25,2018-02-19,79963BE2-4AFC-4B26-9020-0E12A157AFB0,röstning,"M, C, KD",2,utskottet,SAKFRÅGAN,HUVUD,CU20,2018-05-02,1970,349,189,105,0,55,t,f,54.15,30.09,15.76,0.00,54.15
GT01SfU8,2,2225406,SfU8,2005/06,Genomförande av EG-direktivet om rätt till familjeåterförening samt vissa frågor om handläggning och DNA-analys vid familjeåterförening,Introduktionskurs,0,SFU,2006-03-16,2006-03-21,30AF233E-4DF4-4279-8938-258512E21B55,röstning,"""c"",""fp""",2,utskottet,SAKFRÅGAN,HUVUD,SfU8,2006-03-16,1954,349,172,55,43,79,t,f,49.28,15.76,22.64,12.32,54.44
GW01JuU4,10,2222242,JuU4,2008/09,Handlingsplan mot prostitution och människohandel för sexuella ändamål,Insatser riktade till personer i prostitution,0,JUU,2009-02-11,2009-02-11,E493F342-A2F6-4730-94B0-094DA7FA6E58,röstning,"""v""",8,utskottet,SAKFRÅGAN,HUVUD,JuU4,2009-02-11,1959,349,268,20,1,60,t,f,76.79,5.73,17.19,0.29,52.72
GS01AU3,5,2226585,AU3,2004/05,Tydligare genomförande av EG:s arbetstidsdirektiv,Arbetstidsförkortning och flexibla arbetstider,0,AU,2005-02-03,2006-03-15,BBAABCF4-9AE9-4C4B-BCFA-B959877078AC,röstning,"""kd""",5,utskottet,SAKFRÅGAN,HUVUD,AU3,2005-02-03,1954,349,143,29,112,65,t,f,40.97,8.31,18.62,32.09,53.58
GZ01NU1,1,2720026,NU1,2011/12,Utgiftsområde 24 Näringsliv,Näringspolitikens inriktning,0,NU,2011-12-09,2011-12-09,49EF0499-343A-4B32-94F8-C8D499AE19D6,röstning,"""MP""",4,utskottet,MOTIVFRÅGAN,HUVUD,NU1,2011-12-09,1963,349,164,23,141,21,t,f,46.99,6.59,6.02,40.40,55.59
H101MJU21,1,2902580,MJU21,2013/14,Livsmedelspolitik,Vildsvinsprodukter,0,MJU,2014-04-22,2014-04-22,50D6A35A-3141-4412-BC2F-C6DF2F69F91D,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,MJU21,2014-05-07,1963,349,286,19,0,44,t,f,81.95,5.44,12.61,0.00,56.73
GZ01UbU15,9,2768644,UbU15,2011/12,Gymnasieskolan,Lokala styrelser med elevmajoritet vid gymnasieskolor m.m.,0,UBU,2012-05-09,2012-05-09,3C5C7779-AD75-4F16-ABE2-629A08A343E7,röstning,"""S"",""MP"",""V""",8,utskottet,SAKFRÅGAN,HUVUD,UbU15,2012-05-09,1963,349,174,140,0,35,t,f,49.86,40.11,10.03,0.00,57.02
GZ01SoU13,5,2762586,SoU13,2011/12,Funktionshindersfrågor,Kompetenskrav inom LSS,0,SOU,2012-04-24,2012-04-24,1E8BA939-E244-4B11-A017-4B36C3EE1AF9,röstning,"""SD""",7,utskottet,SAKFRÅGAN,HUVUD,SoU13,2012-04-24,1963,349,267,19,15,48,t,f,76.50,5.44,13.75,4.30,57.02
H801MJU14,5,5078641,MJU14,2020/21,Kemikaliepolitik,Utfasning av och gränsvärden för PFAS-ämnen,0,MJU,2021-04-08,2020-12-15,ADAB8284-F305-49DB-8DDB-C795EF07242D,röstning,M,12,utskottet,SAKFRÅGAN,HUVUD,MJU14,2021-04-21,1973,349,41,11,4,293,t,f,11.75,3.15,83.95,1.15,53.01
GW01MJU28,6,2222013,MJU28,2008/09,Riktlinjer för klimatpolitiken m.m.,Mål till 2020,0,MJU,2009-06-03,2009-06-03,EABD56B5-ADEB-436A-A82E-D631BECB055E,röstning,"""s"",""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,MJU28,2009-06-03,1958,349,154,150,0,45,t,f,44.13,42.98,12.89,0.00,52.72
GQ01SFU7,14,2296211,SFU7,2002/03,Integrationspolitik,Medborgarskapsceremonier m.m.,0,SFU,2003-03-11,2006-03-15,9E96984D-5881-11D7-AF0E-0004755047F4,röstning,"""kd""",17,utskottet,SAKFRÅGAN,HUVUD,SFU7,2003-03-11,1954,349,234,26,41,48,t,f,67.05,7.45,13.75,11.75,53.87
GX01KU25,6,2293071,KU25,2009/10,En ny radio- och tv-lag,Konsumenters valfrihet över kabel-tv-nätet,0,KU,2010-06-03,2010-06-03,BC30162A-D39C-4155-AF0C-1055C64BC12E,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,KU25,2010-06-03,1959,349,159,153,0,37,t,f,45.56,43.84,10.60,0.00,53.01
GQ01MJU14,6,2253655,MJU14,2002/03,"Reklam för kemiska produkter, m.m.",Blyförbud vid skjutbanor och jakt,0,MJU,2003-04-01,2006-03-15,F6A63C7B-641C-11D7-AF01-000475505303,röstning,"""m"",""c"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,MJU14,2003-04-01,1954,349,190,84,2,73,t,f,54.44,24.07,20.92,0.57,54.44
GU01SfU8,15,2227630,SfU8,2006/07,Migration och asylpolitik,Uppehållstillstånd i andra fall,0,SFU,2007-04-27,2007-04-27,0A760A96-CDEC-4B58-89EC-27CB02D808D3,röstning,"""v"",""mp""",18,utskottet,SAKFRÅGAN,HUVUD,SfU8,2007-04-27,1958,349,262,33,0,54,t,f,75.07,9.46,15.47,0.00,51.29
GQ01KU19,7,2293613,KU19,2002/03,Riksdagens arbetsformer,Budgetprocessen,0,KU,2003-03-20,2006-03-15,7FF1B4CD-5EDF-11D7-AE48-000475503867,röstning,"""kd""",3,utskottet,SAKFRÅGAN,HUVUD,KU19,2003-03-20,1954,349,268,27,0,54,t,f,76.79,7.74,15.47,0.00,54.15
H101JuU1,4,2860040,JuU1,2013/14,Utgiftsområde 4 Rättsväsendet,Polisens arbete mot organiserad brottslighet,0,JUU,2013-11-22,2013-11-22,94475BAA-D3F7-4295-AFA2-9CD9FEE48B2E,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,JuU1,2013-12-10,1963,349,302,17,0,30,t,f,86.53,4.87,8.60,0.00,55.87
