embedded_id_party,embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
C,H101KrU3,7,2869832,KrU3,2013/14,Bildning och tillgänglighet – radio och tv i allmänhetens tjänst 2014–2019,Minoritetsspråksuppdraget,0,KRU,2013-11-12,2013-11-12,EDE1579B-1E93-43AC-A4A1-FFDA39234011,röstning,"""SD""",8,utskottet,SAKFRÅGAN,HUVUD,KrU3,2013-11-21,1963,349,176,18,102,53,t,f,50.43,5.16,15.19,29.23,55.59,1963,23,19,0,0,4,t,f,82.61,0.00,17.39,0.00,60.87
V,H101MJU28,1,2902602,MJU28,2013/14,Svenska miljömål,Miljömålssystemet,0,MJU,2014-06-11,2014-06-11,24CF12B8-1B88-4041-8ABA-268D7A7930FC,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,MJU28,2014-06-24,1963,349,178,143,0,28,t,f,51.00,40.97,8.02,0.00,56.45,1961,19,0,18,0,1,f,f,0.00,94.74,5.26,0.00,47.37
V,H001TU2,8,2804406,TU2,2012/13,Transportsystemets inriktning,Höghastighetsbanor,0,TU,2012-12-07,2012-12-07,016D04FB-0F08-431B-B10C-61FEE68ACF69,röstning,"""S"",""MP"",""V""",11,utskottet,SAKFRÅGAN,HUVUD,TU2,2012-12-07,1963,349,188,150,0,11,t,f,53.87,42.98,3.15,0.00,57.02,1960,19,0,18,0,1,f,f,0.00,94.74,5.26,0.00,42.11
KD,GU01UU10,8,2228885,UU10,2006/07,Berättelsen om verksamheten i Europeiska unionen under 2006,Palestinska myndigheten,0,UU,2007-05-16,2007-05-16,69CD1BF8-AF3D-4037-9F73-E4467DC7D9D6,röstning,"""v"",""mp""",8,utskottet,SAKFRÅGAN,HUVUD,UU10,2007-05-16,1958,349,218,32,1,98,t,f,62.46,9.17,28.08,0.29,51.58,1952,24,15,0,0,9,t,f,62.50,0.00,37.50,0.00,54.17
M,GZ01SkU16,11,2753200,SkU16,2011/12,Allmänna motioner om punktskatter,Tobaksskatt,0,SKU,2012-03-19,2012-03-19,4BDA0E3F-5D46-4C64-967A-D7E559F99D82,röstning,"""SD""",14,utskottet,SAKFRÅGAN,HUVUD,SkU16,2012-03-19,1963,349,290,19,0,40,t,f,83.09,5.44,11.46,0.00,55.87,1964,107,98,0,0,9,t,f,91.59,0.00,8.41,0.00,57.94
L,H101NU14,3,2903026,NU14,2013/14,Mineralpolitiska frågor,Avgifter och ersättningar,0,NU,2014-03-11,2014-03-11,8B06F024-BD1E-4A3D-8423-BB9BBC26C9D2,röstning,"""S""",8,utskottet,SAKFRÅGAN,HUVUD,NU14,2014-03-26,1963,349,156,18,140,35,t,f,44.70,5.16,10.03,40.11,56.45,1960,24,21,0,0,3,t,f,87.50,0.00,12.50,0.00,58.33
L,GS01TU7,9,2285176,TU7,2004/05,Sjösäkerhet m.m.,M/S Estonias förlisning,0,TU,2005-03-10,2006-03-15,65C6F01E-7C0C-11D9-AE2C-0004755053BD,röstning,"""kd""",4,utskottet,SAKFRÅGAN,HUVUD,TU7,2005-03-10,1954,349,233,39,4,73,t,f,66.76,11.17,20.92,1.15,54.44,1956,48,37,0,0,11,t,f,77.08,0.00,22.92,0.00,52.08
-,GT01SkU21,10,2222036,SkU21,2005/06,Allmänna motioner om taxering och skattebetalning m.m.,Skriftliga svar från Skatteverket,0,SKU,2006-02-21,2006-03-06,F6193264-17B3-49B5-B398-BD1EF52AAD07,röstning,"""v""",9,utskottet,SAKFRÅGAN,HUVUD,SkU21,2006-02-21,1954,349,246,23,2,78,t,f,70.49,6.59,22.35,0.57,54.44,1952,2,1,1,0,0,f,t,50.00,50.00,0.00,0.00,0.00
V,GS01SOU24,1,2303250,SOU24,2004/05,Statlig organisation för handikappolitisk samordning,Statlig organisation för handikappolitisk samordning,0,SOU,2005-05-19,2006-03-15,CE98166F-C083-4D7A-A284-F58A302CA50B,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,SOU24,2005-05-19,1954,349,153,117,0,79,t,f,43.84,33.52,22.64,0.00,54.44,1953,28,23,0,0,5,t,f,82.14,0.00,17.86,0.00,53.57
M,GU01MJU4,2,2228701,MJU4,2006/07,Riksrevisionens styrelses framställning angående den statliga kemikalietillsynen m.m.,Förbud mot bly i ammunition,0,MJU,2007-02-14,2007-02-14,013DA74B-0DED-42E8-9510-41E1F0DEEDA6,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,MJU4,2007-02-14,1958,349,179,117,2,51,t,f,51.29,33.52,14.61,0.57,52.15,1959,97,86,0,0,11,t,f,88.66,0.00,11.34,0.00,57.73
C,GX01AU2,35,2291541,AU2,2009/10,Utgiftsområde 14 Arbetsmarknad och arbetsliv,Arbetsmiljökunskap,0,AU,2009-12-08,2009-12-09,7D74C05C-B973-4B31-A20B-D8111046744B,röstning,"""s"",""v"",""mp""",37,utskottet,SAKFRÅGAN,HUVUD,AU2,2009-12-08,1959,349,155,148,0,46,t,f,44.41,42.41,13.18,0.00,53.58,1957,29,25,0,0,4,t,f,86.21,0.00,13.79,0.00,58.62
KD,GQ01KU6,1,2230276,KU6,2002/03,Ändringar  i  regeringsformen     samarbetet i EUm.m. (vilande förslag och följdlagstiftning),Ändringar i regeringsformen och riksdagsordningen,0,KU,2002-11-05,2006-03-15,1555A5E7-F32E-11D6-AE5E-0004755030A2,röstning,"""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,KU6,2002-11-05,1954,349,267,47,4,31,t,f,76.50,13.47,8.88,1.15,54.73,1951,33,25,1,3,4,t,f,75.76,3.03,12.12,9.09,69.70
M,GR01SOU8,4,2222609,SOU8,2003/04,Rökfria serveringsmiljöer m.m.,Rökrum,0,SOU,2004-04-22,2006-03-15,8AF1C1E4-4805-44D4-B2D2-F088F6042874,röstning,"""fp""",3,utskottet,SAKFRÅGAN,HUVUD,SOU8,2004-04-22,1954,349,205,45,46,53,t,f,58.74,12.89,15.19,13.18,55.01,1953,55,2,1,42,10,t,f,3.64,1.82,18.18,76.36,63.64
C,GR01UU11,7,2291537,UU11,2003/04,Folkrätt,"Tilläggsprotokoll till FN:s konvention om ekonomiska, sociala och kulturella rättigheter ",0,UU,2004-04-22,2006-03-15,E284DDD5-9823-11D8-AF5F-0004755038F6,röstning,"""v"",""mp""",12,utskottet,SAKFRÅGAN,HUVUD,UU11,2004-04-22,1954,349,271,36,0,42,t,f,77.65,10.32,12.03,0.00,55.01,1955,22,19,0,0,3,t,f,86.36,0.00,13.64,0.00,50.00
C,H001MJU14,5,2826008,MJU14,2012/13,Ny lag om kontroll av ekologisk produktion m.m.,Strategi för ekologisk jordbruksproduktion,0,MJU,2013-05-03,2013-05-03,051DE7AE-5CF7-4F96-9A8B-48BC5A64C6D9,röstning,"""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,MJU14,2013-05-03,1963,349,272,41,0,36,t,f,77.94,11.75,10.32,0.00,56.45,1963,23,20,0,0,3,t,f,86.96,0.00,13.04,0.00,60.87
C,GW01UbU19,3,2222091,UbU19,2008/09,Gränslös kunskap – högskolan i globaliseringens tid,Internationalisering och svensk högre utbildning,0,UBU,2009-05-20,2009-05-20,B1F01A52-1D32-4365-95B4-E3BA5CB30D46,röstning,"""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,UbU19,2009-05-20,1959,349,272,37,1,39,t,f,77.94,10.60,11.17,0.29,52.44,1957,29,26,0,0,3,t,f,89.66,0.00,10.34,0.00,58.62
M,H101SfU1,6,2876290,SfU1,2013/14,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Rehabiliteringskedjan,0,SFU,2013-12-02,2013-12-02,8A10181A-0493-4D20-A8EF-4B3F87257CB9,röstning,"""S""",7,utskottet,SAKFRÅGAN,HUVUD,SfU1,2013-12-10,1963,349,176,100,43,30,t,f,50.43,28.65,8.60,12.32,55.87,1965,107,101,0,0,6,t,f,94.39,0.00,5.61,0.00,57.01
V,H101SkU1,2,2876031,SkU1,2013/14,"Utgiftsområde 3 Skatt, tull och exekution",Vissa frågor inom tullområdet,0,SKU,2013-11-25,2013-11-25,27F1BB54-C90F-446C-8C59-388096362E5B,röstning,"""SD""",6,utskottet,SAKFRÅGAN,HUVUD,SkU1,2013-12-05,1963,349,191,20,97,41,t,f,54.73,5.73,11.75,27.79,55.59,1961,19,18,0,0,1,t,f,94.74,0.00,5.26,0.00,47.37
M,GT01FiU8,2,2229744,FiU8,2005/06,En ny lag om lägenhetsregister (prop. 2004/05:171),Kontroll av den svarta handeln med hyresrätter,0,FIU,2006-05-04,2006-05-10,0DE82FDB-7D1B-46FC-A6DB-95846A275793,röstning,"""v""",2,utskottet,SAKFRÅGAN,HUVUD,FiU8,2006-05-04,1954,349,263,22,0,64,t,f,75.36,6.30,18.34,0.00,53.87,1954,55,45,0,0,10,t,f,81.82,0.00,18.18,0.00,58.18
KD,GR01KU19,29,2226103,KU19,2003/04,Demokratifrågor,Demokrati och IT,0,KU,2004-05-27,2006-03-15,5F53D6EB-5EB9-442F-93C1-F9FC86B5E703,röstning,"""m"",""c"",""fp"",""kd"",""mp""",23,reservation 23,SAKFRÅGAN,HUVUD,KU19,2004-05-27,1954,349,155,158,0,36,f,f,44.41,45.27,10.32,0.00,55.01,1951,33,0,31,0,2,f,f,0.00,93.94,6.06,0.00,69.70
SD,GZ01CU3,2,2719998,CU3,2011/12,"Avgifter enligt lagen om ansvar och ersättning vid radiologiska olyckor
",Ändringar i lagen om ansvar och ersättning vid radiologiska olyckor,0,CU,2011-11-28,2011-11-28,68262468-A5A9-4787-B8C2-288A645C85DC,röstning,"""S"",""MP"",""V""",2,utskottet,SAKFRÅGAN,HUVUD,CU3,2011-11-28,1963,349,159,125,0,65,t,f,45.56,35.82,18.62,0.00,55.01,1969,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,84.21
KD,GT01SkU20,1,2287256,SkU20,2005/06,Allmänna motioner om energibeskattning m.m.,"Energiskatt, allmänt",0,SKU,2006-03-23,2006-03-29,2D15B1A4-8C48-4AB9-AD4B-4D77890EBF9C,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,SkU20,2006-03-23,1954,349,126,41,89,93,t,f,36.10,11.75,26.65,25.50,54.44,1951,33,1,0,22,10,t,f,3.03,0.00,30.30,66.67,69.70
L,GT01KrU4,7,2222447,KrU4,2005/06,Bästa språket - en samlad svensk språkpolitik,Språkundervisning för elever med utländsk bakgrund,0,KRU,2005-11-17,2005-11-28,1C396AD2-7E93-4C4E-8CAF-3D61680E75DA,röstning,"""fp""",7,utskottet,SAKFRÅGAN,HUVUD,KrU4,2005-11-17,1954,349,254,36,2,57,t,f,72.78,10.32,16.33,0.57,53.87,1955,48,1,35,0,12,f,f,2.08,72.92,25.00,0.00,50.00
KD,GQ01SFU1,10,2227251,SFU1,2002/03,"Anslag        inom        socialförsäkringsområdet(utgiftsområdena 10, 11 och 12)",Mål för ökad hälsa i arbetslivet,0,SFU,2002-12-03,2006-03-15,D08CFE08-0B4B-11D7-AEAF-000475504757,röstning,"""fp""",14,utskottet,SAKFRÅGAN,HUVUD,SFU1,2002-12-03,1954,349,172,44,99,34,t,f,49.28,12.61,9.74,28.37,54.73,1951,33,0,0,30,3,f,t,0.00,0.00,9.09,90.91,69.70
L,GQ01JUU6,17,2295668,JUU6,2002/03,Kriminalvårdsfrågor,Tillämpningsområdet för intensivövervakning,0,JUU,2003-02-20,2006-03-15,EBCB6CF4-47D1-11D7-AECA-000475504BC9,röstning,"""fp"",""v""",21,utskottet,SAKFRÅGAN,HUVUD,JUU6,2003-02-20,1954,349,246,69,0,34,t,f,70.49,19.77,9.74,0.00,53.87,1956,48,0,43,0,5,f,f,0.00,89.58,10.42,0.00,47.92
KD,GR01KRU1,23,2285596,KRU1,2003/04,"Utgiftsområde   17   Kultur,    medier,trossamfund och fritid",En plan för vård av museisamlingar,0,KRU,2003-11-20,2006-03-15,20842CEB-D5DB-4355-8A62-0F9D0976B680,röstning,"""c"",""fp"",""kd""",12,utskottet,SAKFRÅGAN,HUVUD,KRU1,2003-11-20,1954,349,218,87,1,43,t,f,62.46,24.93,12.32,0.29,54.73,1951,33,0,26,1,6,f,f,0.00,78.79,18.18,3.03,66.67
MP,H101FöU2,4,2856618,FöU2,2013/14,Försvarets personalförsörjning och personalpolitik m.m.,Genus- och jämställdhetsfrågor,0,FÖU,2013-12-20,2014-01-03,F26097AB-E0A7-4D73-A829-6207AF06E69D,röstning,"""S""",8,utskottet,SAKFRÅGAN,HUVUD,FöU2,2014-01-22,1963,349,164,91,39,55,t,f,46.99,26.07,15.76,11.17,56.73,1964,25,0,0,21,4,f,t,0.00,0.00,16.00,84.00,52.00
M,GX01CU4,3,2292765,CU4,2009/10,Hyresrätt m.m.,En misshandlad makes besittningsskydd,0,CU,2009-12-21,2010-01-12,5D8DCBEE-E4C5-4DDA-8BEF-478C4068D3BC,röstning,"""s"",""v""",3,utskottet,SAKFRÅGAN,HUVUD,CU4,2009-12-21,1959,349,160,125,1,63,t,f,45.85,35.82,18.05,0.29,53.30,1959,97,85,0,0,12,t,f,87.63,0.00,12.37,0.00,56.70
S,GQ01SFU1,7,2227251,SFU1,2002/03,"Anslag        inom        socialförsäkringsområdet(utgiftsområdena 10, 11 och 12)",Tillfällig föräldrapenning för egenföretagare,0,SFU,2002-12-03,2006-03-15,D08CFDF8-0B4B-11D7-AEAF-000475504757,röstning,"""m"",""c"",""fp"",""kd""",10,utskottet,SAKFRÅGAN,HUVUD,SFU1,2002-12-03,1954,349,172,143,2,32,t,f,49.28,40.97,9.17,0.57,54.73,1954,144,132,0,1,11,t,f,91.67,0.00,7.64,0.69,52.08
MP,GR01AU3,2,2287971,AU3,2003/04,Avgift till den kompletterande arbetslöshetskassanm.m.,En allmän och obligatorisk arbetslöshetsförsäkring,0,AU,2004-03-02,2006-03-15,4382A7E1-2688-4339-A332-25020D4FFE4C,röstning,"""kd""",3,utskottet,SAKFRÅGAN,HUVUD,AU3,2004-03-02,1954,349,216,27,43,63,t,f,61.89,7.74,18.05,12.32,54.73,1957,17,13,0,0,4,t,f,76.47,0.00,23.53,0.00,41.18
L,GR01NU13,1,2289294,NU13,2003/04,Moderniserad konkurrensövervakning,Konkurrenspolitikens inriktning,0,NU,2004-04-27,2006-03-15,D4790A47-99C8-11D8-AE2C-0004755038E0,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,NU13,2004-04-27,1954,349,167,136,0,46,t,f,47.85,38.97,13.18,0.00,55.01,1956,48,0,42,0,6,f,f,0.00,87.50,12.50,0.00,52.08
SD,GZ01UbU7,2,2750208,UbU7,2011/12,Vuxenutbildning,Insatser för studieovana grupper och ungdomar,0,UBU,2012-01-26,2012-01-26,D76B4481-925B-4764-BA16-D19F3727E903,röstning,"""S"",""MP""",2,utskottet,SAKFRÅGAN,HUVUD,UbU7,2012-01-26,1963,349,176,122,17,34,t,f,50.43,34.96,9.74,4.87,55.30,1969,19,19,0,0,0,t,f,100.00,0.00,0.00,0.00,84.21
M,GQ01LU13,3,2287636,LU13,2002/03,Vissa frågor rörande fastigheter,Fastighetsmäklare m.m.,0,LU,2003-03-27,2006-03-15,7D0EAE59-6354-11D7-AF0E-000475530052,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,LU13,2003-03-27,1954,349,152,123,0,74,t,f,43.55,35.24,21.20,0.00,54.44,1954,55,0,45,0,10,f,f,0.00,81.82,18.18,0.00,60.00
L,GQ01UBU15,2,2283895,UBU15,2002/03,Fristående skolor,Förklaring om rätt till bidrag för fristående skola,0,UBU,2003-05-15,2006-03-15,AF17E7DB-7646-11D7-8A0F-000475505346,röstning,"""m"",""c"",""fp"",""kd"",""mp""",2,reservation 2,SAKFRÅGAN,HUVUD,UBU15,2003-05-15,1954,349,142,143,0,64,f,f,40.69,40.97,18.34,0.00,55.01,1956,48,0,40,0,8,f,f,0.00,83.33,16.67,0.00,52.08
S,GX01AU8,2,2300001,AU8,2009/10,Diskriminering,Lönekartläggning m.m.,0,AU,2010-03-18,2010-03-18,D1314BA5-43F3-487B-87EE-A93ACE03FD66,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,AU8,2010-03-18,1959,349,154,142,0,53,t,f,44.13,40.69,15.19,0.00,53.01,1959,130,0,109,0,21,f,f,0.00,83.85,16.15,0.00,52.31
M,GV01SoU16,5,2252198,SoU16,2007/08,Patientdatalag m.m.,Användning av vissa sökbegrepp,0,SOU,2008-05-13,2008-05-13,4D561712-D09B-46F2-AA8D-5A43832552D2,röstning,"""mp""",3,utskottet,SAKFRÅGAN,HUVUD,SoU16,2008-05-13,1958,349,269,16,18,46,t,f,77.08,4.58,13.18,5.16,53.30,1959,97,87,0,0,10,t,f,89.69,0.00,10.31,0.00,57.73
C,H101KU34,5,2902151,KU34,2013/14,En politik för en levande demokrati,Universitetens och högskolornas ansvar för att främja unga människors engagemang för grundläggande demokratiska värderingar m.m.,0,KU,2014-06-05,2014-06-09,26BFA27D-67D4-46DF-984B-047A394AA6BF,röstning,"""S"",""V""",2,utskottet,SAKFRÅGAN,HUVUD,KU34,2014-06-12,1963,349,179,109,0,61,t,f,51.29,31.23,17.48,0.00,56.45,1964,23,19,0,0,4,t,f,82.61,0.00,17.39,0.00,65.22
KD,GQ01NU7,1,2303218,NU7,2002/03,Vissa näringspolitiska frågor,Innovationer och nyföretagande,0,NU,2003-03-25,2006-03-15,039A7B3D-5F83-11D7-AE62-00010313F932,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,NU7,2003-03-25,1954,349,152,132,14,51,t,f,43.55,37.82,14.61,4.01,54.44,1951,33,1,27,0,5,f,f,3.03,81.82,15.15,0.00,66.67
C,GQ01BOU7,2,2228001,BOU7,2002/03,Hyresrätt m.m.,Hyressättningen - regleringen för nyproduktion,0,BOU,2003-04-01,2006-03-15,2A847351-6101-11D7-AECA-000475504780,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,BOU7,2003-04-01,1954,349,153,123,0,73,t,f,43.84,35.24,20.92,0.00,54.44,1955,22,0,17,0,5,f,f,0.00,77.27,22.73,0.00,50.00
L,GW01UU16,1,2222083,UU16,2008/09,Internationella frågor om hållbar utveckling och miljö,Mål och inriktning m.m.,0,UU,2009-05-04,2009-05-04,B20F0A4A-C241-4184-A9B0-CD1EBEB039EB,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,UU16,2009-05-04,1959,349,146,136,0,67,t,f,41.83,38.97,19.20,0.00,52.44,1960,28,24,0,0,4,t,f,85.71,0.00,14.29,0.00,39.29
SD,H101TU18,3,2902658,TU18,2013/14,Taxifrågor,Digitala förarkort och färdskrivare,0,TU,2014-06-13,2014-06-13,60A63178-E523-40CE-9C45-062DBD9B57B3,röstning,"""S"",""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,TU18,2014-06-24,1963,349,178,143,0,28,t,f,51.00,40.97,8.02,0.00,56.45,1968,20,18,0,0,2,t,f,90.00,0.00,10.00,0.00,80.00
MP,GQ01SOU9,2,2299133,SOU9,2002/03,Äldrepolitiken  -  Uppföljning  av  den nationellahandlingsplanen  och  förslag  angående  kommunernasäldreomsorg,Utvärdering av äldreomsorgen,0,SOU,2003-03-13,2006-03-15,C56C281C-59E4-11D7-AEF5-000475503871,röstning,"""m""",2,utskottet,SAKFRÅGAN,HUVUD,SOU9,2003-03-13,1954,349,243,43,0,63,t,f,69.63,12.32,18.05,0.00,54.15,1954,17,15,0,0,2,t,f,88.24,0.00,11.76,0.00,47.06
S,GR01KU11,8,2287393,KU11,2003/04,Statlig förvaltning,HBT-kompetens inom offentlig sektor,0,KU,2004-03-16,2006-03-15,B347ABA0-54B4-4304-AD26-9E3DDAF649C8,röstning,"""c"",""fp"",""v"",""mp""",8,utskottet,SAKFRÅGAN,HUVUD,KU11,2004-03-16,1954,349,177,78,0,94,t,f,50.72,22.35,26.93,0.00,54.73,1954,144,113,0,0,31,t,f,78.47,0.00,21.53,0.00,52.78
C,GQ01TU4,4,2226097,TU4,2002/03,Trafiksäkerhet,Fortsatt försöksverksamhet med alkolås,0,TU,2003-04-15,2006-03-15,6E87D8FC-6760-11D7-AE3A-0004755300A1,röstning,"""c"",""kd""",4,utskottet,SAKFRÅGAN,HUVUD,TU4,2003-04-15,1954,349,264,50,1,34,t,f,75.64,14.33,9.74,0.29,55.30,1954,22,0,19,0,3,f,f,0.00,86.36,13.64,0.00,54.55
M,GV01TU11,2,2284605,TU11,2007/08,Järnvägsfrågor,Trafikeringsrätt,0,TU,2008-04-15,2008-04-15,F0909B06-8058-4D11-8927-67A03C0D8F93,röstning,"""mp""",3,utskottet,SAKFRÅGAN,HUVUD,TU11,2008-04-15,1958,349,261,15,18,55,t,f,74.79,4.30,15.76,5.16,53.30,1959,97,83,0,0,14,t,f,85.57,0.00,14.43,0.00,57.73
-,GZ01JuU14,3,2747088,JuU14,2011/12,Våldsbrott och brottsoffer,Målsägandebiträden,0,JUU,2012-02-02,2012-02-02,0AADFFB5-FBEC-49A9-BAA5-D8BA32A0FFD6,röstning,"""S"",""V""",2,utskottet,SAKFRÅGAN,HUVUD,JuU14,2012-02-02,1963,349,192,114,1,42,t,f,55.01,32.66,12.03,0.29,55.30,1988,1,0,0,1,0,f,t,0.00,0.00,0.00,100.00,100.00
M,GY01SfU6,1,2380123,SfU6,2010/11,Migration och asylpolitik,Flykting- och migrationspolitik,0,SFU,2011-04-11,2011-04-11,B8550803-B5BE-4A4E-BAF0-D485FEDB7181,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,SfU6,2011-04-11,1963,349,179,20,118,32,t,f,51.29,5.73,9.17,33.81,54.15,1965,107,101,0,0,6,t,f,94.39,0.00,5.61,0.00,53.27
C,GT01SoU31,29,2224939,SoU31,2005/06,"Socialtjänst
(förnyad behandling)",Anmälningsplikten enligt 14 kap. 1 § socialtjänstlagen,0,SOU,2006-05-16,2006-05-23,82005A90-50CE-4EAB-A0F8-BB141F0D4602,röstning,"""m"",""c"",""fp"",""kd""",36,utskottet,SAKFRÅGAN,HUVUD,SoU31,2006-05-16,1954,349,160,129,0,60,t,f,45.85,36.96,17.19,0.00,53.30,1954,22,0,18,0,4,f,f,0.00,81.82,18.18,0.00,54.55
KD,H001KrU10,14,2833026,KrU10,2012/13,"Politik för det civila samhället, folkbildning och trossamfund",Mångkulturalistisk verksamhet,0,KRU,2013-05-15,2013-05-15,BD4862D4-3E1F-44E9-B039-BD127E22D8F5,röstning,"""SD""",10,utskottet,SAKFRÅGAN,HUVUD,KrU10,2013-05-15,1963,349,291,19,0,39,t,f,83.38,5.44,11.17,0.00,56.16,1961,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,57.89
-,GT01UbU14,1,2224074,UbU14,2005/06,Grundskolan,Mål för skolan,0,UBU,2006-04-20,2006-06-14,509B818F-B7DE-4971-9E2E-E2CF410D76BB,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,UbU14,2006-04-20,1954,349,152,126,0,71,t,f,43.55,36.10,20.34,0.00,53.87,1952,2,2,0,0,0,t,f,100.00,0.00,0.00,0.00,0.00
KD,H101UbU17,3,2903087,UbU17,2013/14,Ändrade regler om introduktionsperiod och legitimation för lärare och förskollärare,Samordning och finansiering av introduktionsperioden,0,UBU,2014-05-13,2014-05-13,98744062-B742-4545-AA1F-341C3483554B,röstning,"""MP""",2,utskottet,SAKFRÅGAN,HUVUD,UbU17,2014-05-27,1963,349,275,20,19,35,t,f,78.80,5.73,10.03,5.44,56.45,1961,19,19,0,0,0,t,f,100.00,0.00,0.00,0.00,57.89
-,GS01AU4,1,2227788,AU4,2004/05,Arbetslöshetsförsäkringen,Framställning från Riksrevisionens styrelse angående arbetslöshetsförsäkringens hantering på arbetsförmedlingen,0,AU,2005-03-01,2006-03-15,F9A7421E-0456-474E-AE27-AAB5D03180C1,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,AU4,2005-03-01,1954,349,164,129,0,56,t,f,46.99,36.96,16.05,0.00,54.44,1948,1,1,0,0,0,t,f,100.00,0.00,0.00,0.00,0.00
KD,H001FöU4,1,2831967,FöU4,2012/13,Explosivämnen,Fyrverkerier och andra pyrotekniska produkter,0,FÖU,2013-03-21,2013-03-21,7277FE26-4BF3-410A-A0FA-28E8068C6C94,röstning,"""MP""",1,utskottet,SAKFRÅGAN,HUVUD,FöU4,2013-03-21,1963,349,270,21,21,37,t,f,77.36,6.02,10.60,6.02,56.45,1961,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,57.89
S,GX01SfU12,3,2305729,SfU12,2009/10,Försörjningskrav vid anhöriginvandring,Uppskjuten invandringsprövning m.m.,0,SFU,2010-02-26,2010-02-26,60D3BCAD-064A-4AC6-9B5E-9AD2D4888523,röstning,"""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,SfU12,2010-02-26,1959,349,255,38,1,55,t,f,73.07,10.89,15.76,0.29,53.01,1959,130,105,1,1,23,t,f,80.77,0.77,17.69,0.77,53.08
MP,GU01SoU8,23,2224473,SoU8,2006/07,Hälso- och sjukvårdsfrågor,Jämställdhetsperspektiv,0,SOU,2007-03-08,2007-03-08,AC34A49D-664B-4C26-AD89-88B30A6B44C3,röstning,"""s"",""v"",""mp""",19,utskottet,SAKFRÅGAN,HUVUD,SoU8,2007-03-08,1958,349,149,143,0,57,t,f,42.69,40.97,16.33,0.00,51.29,1964,19,0,18,0,1,f,f,0.00,94.74,5.26,0.00,52.63
S,GQ01FIU25,2,2286362,FIU25,2002/03,Vakansstatistik (prop. 2002/03:95),Obligatorisk platsanmälan,0,FIU,2003-05-08,2006-03-15,E26A3B74-7A31-11D7-897A-000475504771,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,FIU25,2003-05-08,1954,349,161,127,0,61,t,f,46.13,36.39,17.48,0.00,55.30,1954,144,122,0,0,22,t,f,84.72,0.00,15.28,0.00,53.47
KD,GR01LU18,1,2284456,LU18,2003/04,Gränser för genpatent m.m. - genomförande av EG-direktivet om rättsligtskydd för biotekniska uppfinningar,Lagförslagen,0,LU,2004-03-18,2006-03-15,A7CCEB62-21A7-48D7-BF37-50278DFE9428,röstning,"",0,utskottet,SAKFRÅGAN,HUVUD,LU18,2004-03-18,1954,349,227,29,30,63,t,f,65.04,8.31,18.05,8.60,54.73,1951,33,0,27,0,6,f,f,0.00,81.82,18.18,0.00,69.70
-,GZ01JuU15,16,2747459,JuU15,2011/12,Polisfrågor,Avveckla Frontex,0,JUU,2012-02-23,2012-02-23,961D7C9D-007A-435D-8AF3-62B4372D74BA,röstning,"""V""",10,utskottet,SAKFRÅGAN,HUVUD,JuU15,2012-02-23,1963,349,275,18,0,56,t,f,78.80,5.16,16.05,0.00,55.87,1988,1,1,0,0,0,t,f,100.00,0.00,0.00,0.00,100.00
