hjid,against_proposal_number,against_proposal_parties,ballot_id,ballot_summary_item,ballot_url_xml,committee_report,decision_type,header,issue_number,proposal,rm,winner,committee_proposal_list_comm_0
1329916,1,"""m"",""c"",""fp"",""kd""",F6883B92-A574-4EEA-8ABF-754E278B8088,170126,http://data.riksdagen.se/votering/F6883B92-A574-4EEA-8ABF-754E278B8088,UBU11,röstning,Särskolan som egen skolform,1,"Riksdagen avslår motionerna 2004/05:Ub275 yrkande 13, 2004/05:Ub390 yrkande 6 och 2004/05:Ub479 yrkande 5.
",2004/05,utskottet,1329915
1652917,0,"","",217620,"",SoU2,acklamation,Legitimation och skyddad yrkestitel för ortoptister,7,"Riksdagen avslår motion 
2013/14:So4 av Agneta Luttropp m.fl. (MP) yrkande 1.
",2013/14,utskottet,1652910
613836,9,"""c"",""fp""",E9CAD586-83D8-4E8E-8797-743DD86498B2,70021,http://data.riksdagen.se/votering/E9CAD586-83D8-4E8E-8797-743DD86498B2,SfU4,röstning,Utredning av kvinnors asylskäl,6,"Riksdagen avslår motion 
2005/06:Sf4 av Bo Könberg m.fl. (fp) yrkandena 5-7.
",2005/06,utskottet,613830
1798543,1,"""s"",""v"",""mp""",984E119B-C4F6-4D07-AC81-08C8EE5C0B39,240961,http://data.riksdagen.se/votering/984E119B-C4F6-4D07-AC81-08C8EE5C0B39,TU18,röstning,Marknadsöppning m.m.,1,"Riksdagen 
dels godkänner regeringens förslag om  att upphäva SJ AB:s ensamrätt att utföra persontrafik på kommersiell grund på järnvägsnät som förvaltas av staten,
dels antar regeringens förslag till
a) lag om ändring i järnvägslagen (2004:519),
b) lag om ändring i järnvägslagen (2004:519).
Därmed bifaller riksdagen proposition 2008/09:176 punkterna 1-3 och avslår motionerna 
2008/09:T16 av Peter Pedersen m.fl. (v, s, mp) yrkande 1, 
2008/09:T219 av Cecilia Wikström i Uppsala (fp) yrkande 2, 
2008/09:T291 av Lars Tysklind (fp), 
2008/09:T347 av Hans Backman och Cecilia Wikström i Uppsala (båda fp), 
2008/09:T466 av Lennart Pettersson m.fl. (c) och 
2008/09:T528 av Agneta Lundberg m.fl. (s) yrkande 12.
",2008/09,utskottet,1798542
1914136,0,"","",259440,"",JuU4,acklamation,Åtgärder mot prostitution på statliga kasinon,21,"Riksdagen avslår motion 2008/09:Ju3 yrkande 5.
",2008/09,utskottet,1914115
616697,0,"","",70671,"",UU15,acklamation,Ändringar i lagen om immunitet och privilegier i vissa fall ,3,"Riksdagen antar regeringens förslag om ändringar i lagen (1976:661) om immunitet och privilegier i vissa fall. 
",2001/02,utskottet,616694
1673225,0,"","",223336,"",TU12,acklamation,Utsläpp av olja,5,"Riksdagen avslår motionerna 
2008/09:T328 av Lars Tysklind och Anita Brodén (båda fp) yrkande 3 och 
2008/09:MJ493 av Anders Ygeman m.fl. (s) yrkande 9.
",2008/09,utskottet,1673220
613698,0,"","",69954,"",KU24,acklamation,"Information från myndigheter, IT ",6,"Riksdagen avslår motion 2001/02:T465 yrkandena 4, 5, 7 och 10. 
",2001/02,utskottet,613692
1659767,0,"","",219553,"",UbU17,acklamation,Skolans värdegrund,3,"Riksdagen avslår motionerna 2008/09:Ub366 och 2008/09:Ub565.
",2008/09,utskottet,1659764
1653659,0,"","",217813,"",KrU28,acklamation,Fråga om detaljstyrning,5,"Riksdagen avslår motion 2005/06:Kr30 yrkande 7.
",2005/06,utskottet,1653654
237579,0,"","",44192,"",MJU15,-,Transportersättning till jordbruket i norra Sverige ,34,"Riksdagen avslår motion 2001/02:N255 yrkande 1.
",2001/02,uppgift saknas,237544
616761,0,"","",70682,"",UU11,-,Demokratikriterium ,2,"Riksdagen avslår motion 2001/02:U7 yrkande 3 och motion 2001/02:U8 yrkande 8. 
",2001/02,uppgift saknas,616759
1304735,9,"""mp""",0CEDFD3E-0396-11D7-AEA1-000475504757,164295,http://data.riksdagen.se/votering/0CEDFD3E-0396-11D7-AEA1-000475504757,SFU4,röstning,Prövning av övriga skäl för uppehållstillstånd,5,"Riksdagen bifaller proposition 2001/02:185 i denna del och avslår motionerna 2001/02:Sf42 yrkande 2 i denna del, 2001/02:Sf43 yrkande 5 och 2001/02:Sf44 yrkande 3 i denna del.
",2002/03,utskottet,1304730
605867,0,"","",68004,"",JUU1,acklamation,Brottsoffermyndighetens prövning,42,"Riksdagen avslår motionerna 2003/04:Ju279 och 2003/04:Ju439.
",2003/04,utskottet,605824
2791184,11,"""M"",""C"",""L"",""KD""",55ed1b5e-a65b-4e12-bd16-bb658a1d56c7,492887,http://data.riksdagen.se/votering/55ED1B5E-A65B-4E12-BD16-BB658A1D56C7,AU2,röstning,Arbetsmarknaden för personer med funktionsnedsättning,6,"<BR/>Riksdagen avslår motionerna 

2015/16:2069 av Carina Herrstedt (SD), 

2015/16:502 av Edward Riedl (M), 

2015/16:648 av Lars Eriksson (S), 

2015/16:1087 av Helena Bouveng (M), 

2015/16:1354 av Maria Stockhaus (M), 

2015/16:1964 av Per Lodenius och Helena Lindahl (båda C) yrkandena 1-3, 

2015/16:1991 av Désirée Pethrus m.fl. (KD) yrkande 8, 

2015/16:2276 av Elisabeth Svantesson m.fl. (M) yrkande 2, 

2015/16:2508 av Elisabeth Svantesson m.fl. (M, C, FP, KD) yrkande 1 och 

2015/16:3033 av Staffan Danielsson (C).<BR/><BR/>",2015/16,utskottet,2791178
2281706,0,"","",472333,"",FöU7,acklamation,Flödessäkerhet,20,"<BR/>Riksdagen avslår motion 

2016/17:3205 av Hans Wallmark m.fl. (M) yrkande 12.<BR/><BR/>",2016/17,utskottet,2281686
616170,0,"","",70413,"",SOU13,acklamation,Subventionering av speciallivsmedel ,41,"Riksdagen avslår motion 2001/02:So293 yrkande 2. 
",2001/02,utskottet,616129
2787949,0,"",86c65ad2-4df6-4a84-a0ab-4448a6ca9749,491353,http://data.riksdagen.se/votering/86C65AD2-4DF6-4A84-A0AB-4448A6CA9749,KU18,röstning,Stöd till riksdagsarbetet,6,"<BR/>Riksdagen avslår motion 

2016/17:1928 av Finn Bengtsson (M).<BR/><BR/>",2016/17,utskottet,2787943
2783089,0,"","",489081,"",TU2,acklamation,Andra särskilda infrastrukturåtgärder,11,"Riksdagen avslår de motionsyrkanden som finns upptagna under denna punkt i utskottets förteckning över avstyrkta motionsyrkanden.
",2012/13,utskottet,2783078
1671585,1,"""V""",5f51a0ce-e352-4f7f-a3ee-f118afa53fef,222955,http://data.riksdagen.se/votering/5F51A0CE-E352-4F7F-A3EE-F118AFA53FEF,JuU28,röstning,Framtida utformning av säkerhetsskyddslagen,2,"<BR/>Riksdagen avslår motion 

2022/23:2360 av Gudrun Nordborg m.fl. (V).<BR/><BR/>",2022/23,utskottet,1671583
2784426,8,"""MP"",""V""",881C2E6D-0EE9-467F-BDDF-6500AEE41E60,489707,http://data.riksdagen.se/votering/881C2E6D-0EE9-467F-BDDF-6500AEE41E60,MJU8,röstning,Ekonomiska styrmedel och övergödning,9,"Riksdagen avslår motion 2012/13:MJ483.
",2013/14,utskottet,2784417
2777174,0,"","",486518,"",UbU4,acklamation,Maxtaxa,3,"Riksdagen avslår motionerna 2012/13:Sf201 yrkande 12 och 2012/13:Ub296.
",2012/13,utskottet,2777171
1796748,3,"""S""",BD353016-A93A-470D-90EC-5DC481FEAB42,240525,http://data.riksdagen.se/votering/BD353016-A93A-470D-90EC-5DC481FEAB42,KrU7,röstning,Bibliotekens uppdrag,3,"Riksdagen avslår motionerna 2011/12:Kr252 yrkande 1, 2011/12:Kr307 yrkande 12 och 2011/12:Kr329 yrkandena 1, 2 och 6.
",2011/12,utskottet,1796745
1327037,3,"""m"",""fp"",""kd""",3D735087-71B5-11D8-88C3-0004755038E0,169640,http://data.riksdagen.se/votering/3D735087-71B5-11D8-88C3-0004755038E0,NU11,röstning,Byte av elleverantör,3,"Riksdagen avslår motionerna 2003/04:N324 yrkande 9, 2003/04:N342 yrkande 7 och 2003/04:N413 yrkande 8.
",2003/04,utskottet,1327034
2793284,0,"","",493847,"",CU18,acklamation,Förvärv av hyresfastigheter,14,"Riksdagen avslår motion 2013/14:C218.
",2013/14,utskottet,2793270
607655,0,"","",68234,"",KU19,acklamation,Personval,6,"Riksdagen avslår motionerna 2003/04:K24 yrkande 6 och 2003/04:K26 yrkande 3.
",2003/04,utskottet,607649
2278029,0,"","",471274,"",MJU5,acklamation,Hästnäringen,14,"För mer information om förslagspunkten, se ärendets PDF-dokument",2014/15,utskottet,2278015
1322410,0,"","",168564,"",CU27,"",Nya regler för erkännande och verkställighet av utländska domar på civilrättens område,1,"Riksdagen antar regeringens förslag till<br>1. lag med kompletterande bestämmelser om domstols behörighet och om erkännande och internationell verkställighet av vissa avgöranden,<br>2. lag om ändring i lagen (1904:26 s. 1) om vissa internationella rättsförhållanden rörande äktenskap och förmynderskap,<br>3. lag om ändring i lagen (1936:79) om erkännande och verkställighet av dom som meddelats i Schweiz,<br>4. lag om ändring i lagen (1937:81) om internationella rättsförhållanden rörande dödsbo,<br>5. lag om ändring i lagen (1965:723) om erkännande och verkställighet av vissa utländska domar och beslut angående underhåll till barn,<br>6. lag om ändring i atomansvarighetslagen (1968:45),<br>7. lag om ändring i lagen (1969:12) med anledning av Sveriges tillträde till konventionen den 19 maj 1956 om fraktavtalet vid internationell godsbefordran på väg,<br>8. lag om ändring i sjömanslagen (1973:282),<br>9. lag om ändring i lagen (1976:108) om erkännande och verkställighet av utländskt avgörande angående underhållsskyldighet,<br>10. lag om ändring i lagen (1977:595) om erkännande och verkställighet av nordiska domar på privaträttens område,<br>11. lag om ändring i lagen (1983:368) om erkännande och verkställighet av österrikiska domar på privaträttens område,<br>12. lag om ändring i lagen (1983:1015) med anledning av Sveriges tillträde till konventionen den 6 april 1974 om en uppförandekod för linjekonferenser,<br>13. lag om ändring i lagen (1985:193) om internationell järnvägstrafik,<br>14. lag om ändring i lagen (1985:367) om internationella faderskapsfrågor,<br>15. lag om ändring i lagen (1990:272) om internationella frågor rörande makars och sambors förmögenhetsförhållanden,<br>16. lag om ändring i sjölagen (1994:1009),<br>17. lag om ändring i lagen (1994:2087) med anledning av Sveriges tillträde till den multilaterala överenskommelsen om undervägsavgifter,<br>18. lag om ändring i lagen (1998:358) om Brysselkonventionen,<br>19. lag om ändring i lagen (2005:253) om ersättning från de internationella oljeskadefonderna,<br>20. lag om ändring i lagen (2008:450) med kompletterande bestämmelser till Bryssel II-förordningen,<br>21. lag om ändring i lagen (2010:950) om ansvar och ersättning vid radiologiska olyckor,<br>22. lag om ändring i lagen (2011:603) med kompletterande bestämmelser till EU:s underhållsförordning och 2007 års Haagkonvention om underhållsskyldighet,<br>23. lag om ändring i lagen (2012:318) om 1996 års Haagkonvention.<br><BR/><BR/><BR/>",2013/14,"",1322405
2134417,0,"","",379211,"",SkU4,"",Rapportering och utbyte av information om kryptotillgångar,1,"Riksdagen <br />a) godk&auml;nner<br />1. det multilaterala avtalet som undertecknades den 7 november 2024 mellan beh&ouml;riga myndigheter om automatiskt utbyte av upplysningar med anledning av regelverket f&ouml;r rapportering av kryptotillg&aring;ngar,<br />2. till&auml;ggsavtalet som undertecknades den 7 november 2024 till det multilaterala avtalet mellan beh&ouml;riga myndigheter om automatiskt utbyte av upplysningar om finansiella konton,<br />b) antar regeringens f&ouml;rslag till <br />1. lag om inh&auml;mtande av vissa uppgifter p&aring; skatteomr&aring;det om krypto&#173;tillg&aring;ngar,<br />2. lag om automatiskt utbyte av upplysningar om kryptotillg&aring;ngar med den &auml;ndringen att orden &#8221;andra stycket&#8221; i 8 &sect; tredje stycket ska utg&aring;,<br />3. lag om &auml;ndring i lagen (1990:314) om &ouml;msesidig handr&auml;ckning i skatte&#173;&auml;renden,<br />4. lag om &auml;ndring i lagen (2001:181) om behandling av uppgifter i Skatteverkets beskattningsverksamhet,<br />5. lag om &auml;ndring i offentlighets- och sekretesslagen (2009:400),<br />6. lag om &auml;ndring i skattef&ouml;rfarandelagen (2011:1244),&#160;<br />7. lag om &auml;ndring i lagen (2025:540) om &auml;ndring i skattef&ouml;rfarandelagen (2011:1244) med den &auml;ndringen&#160;<br />&#8211; att ett paragraftecken ska inf&ouml;ras mellan &#8221;2&#8221; och &#8221;skattef&ouml;rfarandelagen&#8221; i ingressen,<br />&#8211; att ett kommatecken ska inf&ouml;ras mellan &#8221;27 &sect;&sect;&#8221; och &#8221;22 a&#8209;22 d kap.&#8221; i 23 kap. 2 &sect; f&ouml;rsta stycket,<br />8. lag om &auml;ndring i lagen (2012:843) om administrativt samarbete inom Europeiska unionen i fr&aring;ga om beskattning,<br />9. lag om &auml;ndring i lagen (2015:62) om identifiering av rapporterings&#173;pliktiga konton med anledning av FATCA-avtalet,<br />10. lag om &auml;ndring i lagen (2015:911) om identifiering av rapporteringspliktiga konton vid automatiskt utbyte av upplysningar om finansiella konton med den &auml;ndringen att punkten efter ordet &#8221;investerings&auml;ndam&aring;l&#8221; i 2 kap. 22 &sect; ska bytas ut mot ett kommatecken,<br />&#160;11. lag om &auml;ndring i lagen (2015:912) om automatiskt utbyte av upplysningar om finansiella konton med den &auml;ndringen att orden &#8221;av f&ouml;ljande lydelse av f&ouml;ljande lydelse&#8221; i ingressen ska bytas ut mot &#8221;av f&ouml;ljande lydelse&#8221;.<br />&#160;12. lag om &auml;ndring i lagen (2022:1681) om plattformsoperat&ouml;rers inh&auml;mtande av vissa uppgifter p&aring; skatteomr&aring;det,<br />&#160;13. lag om &auml;ndring i lagen (2022:1682) om automatiskt utbyte av upplysningar om inkomster genom digitala plattformar.<BR/>Därmed bifaller riksdagen proposition 2025/26:5 punkterna 1-15.<BR/><BR/>",2025/26,"",2134416
2783550,0,"","",489308,"",MJU14,acklamation,Styrmedel för arbetsmaskiner,23,"<BR/>Riksdagen avslår motionerna 

2024/25:2613 av Elin Söderberg m.fl. (MP) yrkande 117, 

2024/25:2954 av Muharrem Demirok m.fl. (C) yrkande 21, 

2024/25:3071 av Emma Nohrén m.fl. (MP) yrkande 26 och 

2024/25:3169 av Rickard Nordin m.fl. (C) yrkande 69.<BR/><BR/>",2024/25,utskottet,2783527
1312033,0,"","",165707,"",NU12,acklamation,Ändring i avtalet om Sveriges exportråd,1,"Riksdagen godkänner att regeringen sluter avtal med Sveriges Allmänna Exportförening om Sveriges exportråd i huvudsaklig överensstämmelse med vad som anges i propositionen.
Riksdagen godkänner att regeringen sluter avtal med Sveriges Allmänna Exportförening om Sveriges exportråd i huvudsaklig överensstämmelse med vad som anges i propositionen.
Därmed bifaller riksdagen proposition 2002/03:84.
",2002/03,utskottet,1312032
2775269,0,"","",485706,"",UU15,acklamation,Latinamerika allmänt,14,"Riksdagen avslår motion 
2013/14:U208 av Hans Linde m.fl. (V) yrkandena 1, 3 och 4.
",2013/14,utskottet,2775255
2280457,0,"","",471987,"",NU19,acklamation,Elområden,6,"<BR/>Riksdagen avslår motionerna 

2015/16:18 av Jonas Jacobsson Gjörtler m.fl. (M) yrkandena 1-5 och 

2015/16:2854 av Mattias Bäckström Johansson m.fl. (SD) yrkande 30.<BR/><BR/>",2015/16,utskottet,2280451
1315243,0,"","",166539,"",SFU2,acklamation,Rätt till auktoriserad tolk m.m.,14,"Riksdagen avslår motionerna 2003/04:Sf357 yrkande 20 och 2003/04:Sf403 yrkandena 12 och 13.
",2004/05,utskottet,1315229
2785021,1,"""M""",9a5ed4fd-8589-483d-9f5b-44b384de525d,489980,http://data.riksdagen.se/votering/9A5ED4FD-8589-483D-9F5B-44B384DE525D,TU11,röstning,Självstyrande fordon,2,"<BR/>Riksdagen avslår motionerna 

2015/16:918 av Rickard Nordin (C), 

2015/16:1566 av Lars Hjälmered och Jessica Rosencrantz (båda M) och 

2015/16:3058 av Jessica Rosencrantz m.fl. (M) yrkande 24.<BR/><BR/>",2015/16,utskottet,2785017
2777877,3,"""L""",3f7e478d-5923-48e6-aae0-be13103a11a5,486803,http://data.riksdagen.se/votering/3F7E478D-5923-48E6-AAE0-BE13103A11A5,MJU16,röstning,Biologisk mångfald i vattendrag och våtmarker,2,"<BR/>Riksdagen avslår motionerna 

2020/21:2711 av Elisabeth Falkhaven m.fl. (MP) yrkandena 8 och 9, 

2020/21:3236 av Nina Lundström m.fl. (L) yrkandena 9 och 12 samt 

2020/21:3257 av Nina Lundström m.fl. (L) yrkande 4.<BR/><BR/>",2020/21,utskottet,2777875
241376,0,"","",44979,"",BOU4,acklamation,Definition och företagsform för allmännyttiga bostadsföretag ,2,"Riksdagen antar regeringens förslag till lag om allmännyttiga bostadsföretag i denna del enligt bilaga 2. Därmed bifaller riksdagen proposition 2001/02:58 i denna del.
",2001/02,utskottet,241369
2793242,0,"","",493812,"",CU19,acklamation,Fler än två vårdnadshavare,8,"Riksdagen avslår motionerna 
2013/14:C424 av Hillevi Larsson (S), 
2013/14:C446 av Veronica Palm m.fl. (S) yrkande 4, 
2013/14:Sf250 av Wiwi-Anne Johansson m.fl. (V) yrkande 3 och 
2013/14:So301 av Maria Ferm m.fl. (MP) yrkande 3.
",2013/14,utskottet,2793234
1309020,0,"","",164899,"",KUU1,acklamation,Folkhälsopolitiken och hälso- och sjukvård,83,"Riksdagen avslår motionerna 2003/04:K6 i denna del, 2003/04:K10 yrkandena 33, 34 och 37 och 2003/04:K13 yrkande 66.
",2003/04,utskottet,1308937
1305965,0,"","",164442,"",AU8,acklamation,Turordningsavtal som avser tjänstlediga,8,"Riksdagen avslår motion 2004/05:A320 yrkande 2.
",2004/05,utskottet,1305954
2779253,0,"","",487413,"",TU1,acklamation,Anslagen för 2016 inom utgiftsområde 22 Kommunikationer,1,"a) Anslagen för 2016<BR/>Riksdagen anvisar anslagen för 2016 inom utgiftsområde 22 enligt utskottets förslag i bilaga 3.<br><br><BR/>Därmed bifaller riksdagen proposition 2015/16:1 utgiftsområde 22 punkterna 1-17 och avslår motionerna 

2015/16:1938 av Caroline Szyber m.fl. (KD) yrkande 5, 

2015/16:2018 av Désirée Pethrus m.fl. (KD) yrkande 14, 

2015/16:2353 av Tony Wiklander m.fl. (SD), 

2015/16:3057 av Jessica Rosencrantz m.fl. (M) yrkandena 1-4, 

2015/16:3147 av Penilla Gunther m.fl. (KD) yrkandena 5, 8 och 9, 

2015/16:3148 av Robert Halef m.fl. (KD) yrkandena 1, 17, 21 och 31, 

2015/16:3153 av Anders Åkesson m.fl. (C) och 

2015/16:3203 av Said Abdu m.fl. (FP).<BR/><BR/>b) Bemyndiganden om ekonomiska åtaganden<BR/>Riksdagen<br>1. bemyndigar regeringen att under 2016 för anslaget 1:1 Utveckling av statens transportinfrastruktur ingå ekonomiska åtaganden som inklusive tidigare gjorda åtaganden medför behov av framtida anslag på högst 91 600 000 000 kronor 2017-2050,<br>2. bemyndigar regeringen att för 2016 ta upp lån i Riksgäldskontoret som inklusive tidigare gjord upplåning uppgår till högst 42 000 000 000 kronor för vissa infrastrukturprojekt, <br>3. bemyndigar regeringen att under 2016 för anslaget 1:2 Vidmakthållande av statens transportinfrastruktur ingå ekonomiska åtaganden som inklusive tidigare gjorda åtaganden medför behov av framtida anslag på högst 20 700 000 000 kronor 2017-2021, <br>4. bemyndigar regeringen att under 2016 för anslaget 1:7 Trafikavtal ingå ekonomiska åtaganden i samband med tjänstekoncessioner, avtal om trafiktjänst baserat på allmän trafikplikt, samverkansavtal och upphandling av transportpolitiskt motiverad trafik som inklusive tidigare gjorda åtaganden medför behov av framtida anslag på högst 7 500 000 000 kronor 2017-2027, <br>5. bemyndigar regeringen att under 2016 för anslaget 1:11 Trängselskatt i Stockholm ingå ekonomiska åtaganden som inklusive tidigare gjorda åtaganden medför behov av framtida anslag på högst 13 500 000 000 kronor 2017-2057,<br>6. bemyndigar regeringen att under 2016 för anslaget 1:14 Trängselskatt i Göteborg ingå ekonomiska åtaganden som inklusive tidigare gjorda åtaganden medför behov av framtida anslag på högst 4 200 000 000 kronor 2017-2037,<br>7. bemyndigar regeringen att under 2016 för anslaget 2:2 Ersättning för särskilda tjänster för personer med funktionsnedsättning ingå ekonomiska åtaganden som inklusive tidigare gjorda åtaganden medför behov av framtida anslag på högst 170 000 000 kronor 2017 och 2018, <br>8. bemyndigar regeringen att under 2016 för anslaget 2:3 Grundläggande betaltjänster ingå ekonomiska åtaganden som inklusive tidigare gjorda åtaganden medför behov av framtida anslag på högst 36 000 000 kronor 2017-2021,<br>9. bemyndigar regeringen att under 2016 för anslaget 2:5 Driftsäker och tillgänglig elektronisk kommunikation ingå ekonomiska åtaganden som inklusive tidigare gjorda åtaganden medför behov av framtida anslag på högst 110 000 000 kronor 2017-2019.<br><br><BR/><BR/><BR/>c) Godkännande av investeringsplan<BR/><span>Riksdagen godkänner investeringsplanen för Sjöfartsverket för 2016-2018 och investeringsplanen för Luftfartsverket 2016-2019.<br></span><BR/><BR/><BR/>d) Övriga bemyndiganden och godkännande av ekonomiska mål<BR/><p><span>Riksdagen<br>1. godkänner de ekonomiska målen för Sjöfartsverket samt bemyndigar regeringen att besluta om utdelning och skattemotsvarighet i enlighet med vad regeringen förordar, <br>&nbsp;2. bemyndigar regeringen att för 2016 ge Sjöfartsverket finansiella befogenheter i enlighet med vad regeringen förordar, <br>&nbsp;3. godkänner de ekonomiska målen för Luftfartsverket samt bemyndigar regeringen att besluta om utdelning och skattemotsvarighet i enlighet med vad regeringen förordar, <br>4. bemyndigar regeringen att för 2016 ge Luftfartsverket finansiella befogenheter i enlighet med vad regeringen förordar, <br>&nbsp;5. fastställer avgiftsuttaget för finansiering av åtgärder mot allvarliga fredstida hot och påfrestningar som gäller elektronisk kommunikation till högst 100 000 000 kronor under 2016.</span></p><BR/><BR/><BR/>",2015/16,utskottet,2779252
2282185,0,"","",472501,"",KU9,acklamation,Stöd till lokal utveckling,17,"Riksdagen avslår motion 2006/07:K256.
",2006/07,utskottet,2282168
240019,0,"","",44752,"",UBU1,acklamation,Ändring i högskolelagen,12,"Riksdagen bifaller proposition 2003/04:1 Utgiftsområde 16 punkt 1.
",2003/04,utskottet,240007
1326326,1,"""m"",""fp""","",169500,http://data.riksdagen.se/votering/F08FA67F-AB72-40C8-ABB6-1BD4CAC22C1F,SFU10,röstning,Privatisering av arbetsskadeförsäkringen ,1,"Riksdagen avslår motionerna 2001/02:Sf18 yrkande 1, 2001/02:Sf19 yrkandena 1-5, 2001/02:Sf233, 2001/02:Sf309 yrkandena 1-4 och 2001/02:Sf336.
",2001/02,utskottet,1326325
1328542,0,"","",169925,"",JUU15,acklamation,Utökat polissamarbete inom EU m.m.,37,"Riksdagen avslår motionerna 2003/04:K416 yrkande 26, 2003/04:Ju348 yrkande 1, 2003/04:Ju369 yrkande 17, 2003/04:Ju409 yrkande 2, 2003/04:Ju465 yrkande 16, 2003/04:So345 yrkande 4 och 2003/04:So639 yrkande 1.
",2003/04,utskottet,1328505
